freq=1,back=6,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,,
datetime,std,sstd,ged,sged,norm,,,,datetime,std,sstd,ged,sged,norm
2016/2/15,16766.87536,16177.12698,15216.16937,15859.48741,16967.18414,,,,2016/2/15,4766.87536,4177.12698,3216.16937,3859.48741,4967.18414
2016/2/16,17241.01439,16669.23902,15706.26876,16300.26801,17425.2644,,,,2016/2/16,5241.01439,4669.23902,3706.26876,4300.26801,5425.2644
2016/2/17,17426.02117,16881.39086,15931.97103,16467.31703,17583.99704,,,,2016/2/17,5426.02117,4881.39086,3931.97103,4467.31703,5583.99704
2016/2/18,17315.44444,16754.80057,15797.33567,16367.2628,17486.40726,,,,2016/2/18,5315.44444,4754.80057,3797.33567,4367.2628,5486.40726
2016/2/19,17302.95953,16767.46964,15828.70855,16350.03024,17459.35417,,,,2016/2/19,5302.95953,4767.46964,3828.70855,4350.03024,5459.35417
2016/2/22,17597.31202,17047.51961,16089.19032,16629.61083,17764.12191,,,,2016/2/22,5597.31202,5047.51961,4089.19032,4629.61083,5764.12191
2016/2/23,17409.78734,16862.44132,15912.52116,16454.27139,17594.54495,,,,2016/2/23,5409.78734,4862.44132,3912.52116,4454.27139,5594.54495
2016/2/24,17540.54158,17009.7819,16067.80305,16573.3267,17714.91222,,,,2016/2/24,5540.54158,5009.7819,4067.80305,4573.3267,5714.91222
2016/2/25,16600.67792,16013.79556,15060.80311,15703.94363,16816.60261,,,,2016/2/25,4600.67792,4013.79556,3060.80311,3703.94363,4816.60261
2016/2/26,16721.38225,16117.92206,15149.08775,15820.90749,16947.29522,,,,2016/2/26,4721.38225,4117.92206,3149.08775,3820.90749,4947.29522
2016/2/29,16419.07114,15751.86252,14745.99629,15550.91406,16679.01397,,,,2016/2/29,4419.07114,3751.86252,2745.99629,3550.91406,4679.01397
2016/3/1,16419.07114,15751.86252,14745.99629,15550.91406,16679.01397,,,,2016/3/1,4419.07114,3751.86252,2745.99629,3550.91406,4679.01397
2016/3/2,17052.25636,16338.31762,15278.72881,16156.42475,17345.34225,,,,2016/3/2,5052.25636,4338.31762,3278.72881,4156.42475,5345.34225
2016/3/3,17180.41591,16465.33805,15399.85348,16275.95548,17464.23005,,,,2016/3/3,5180.41591,4465.33805,3399.85348,4275.95548,5464.23005
2016/3/4,17405.01558,16716.14007,15663.50111,16480.06453,17664.2849,,,,2016/3/4,5405.01558,4716.14007,3663.50111,4480.06453,5664.2849
2016/3/7,17492.72463,16780.14516,15707.69131,16568.60951,17774.67492,,,,2016/3/7,5492.72463,4780.14516,3707.69131,4568.60951,5774.67492
2016/3/8,17393.1936,16699.21073,15644.31754,16471.18429,17665.66459,,,,2016/3/8,5393.1936,4699.21073,3644.31754,4471.18429,5665.66459
2016/3/9,17170.46216,16503.46908,15477.18659,16256.98583,17435.73579,,,,2016/3/9,5170.46216,4503.46908,3477.18659,4256.98583,5435.73579
2016/3/10,17024.565,16359.59577,15334.07548,16115.69255,17252.54869,,,,2016/3/10,5024.565,4359.59577,3334.07548,4115.69255,5252.54869
2016/3/11,16983.39229,16324.2126,15304.2244,16075.62309,17206.79403,,,,2016/3/11,4983.39229,4324.2126,3304.2244,4075.62309,5206.79403
2016/3/14,17223.45252,16528.26463,15475.05061,16310.36264,17480.63687,,,,2016/3/14,5223.45252,4528.26463,3475.05061,4310.36264,5480.63687
2016/3/15,17381.14665,16686.45093,15627.13772,16456.76741,17623.44555,,,,2016/3/15,5381.14665,4686.45093,3627.13772,4456.76741,5623.44555
2016/3/16,17286.87485,16628.18014,15600.32258,16360.7642,17512.67338,,,,2016/3/16,5286.87485,4628.18014,3600.32258,4360.7642,5512.67338
2016/3/17,17508.85224,16809.90693,15744.86675,16578.56912,17762.52873,,,,2016/3/17,5508.85224,4809.90693,3744.86675,4578.56912,5762.52873
2016/3/18,17802.78963,17066.15787,15965.74424,16864.80849,18096.28312,,,,2016/3/18,5802.78963,5066.15787,3965.74424,4864.80849,6096.28312
2016/3/21,18135.23665,17368.1376,16235.51552,17184.5329,18454.23482,,,,2016/3/21,6135.23665,5368.1376,4235.51552,5184.5329,6454.23482
2016/3/22,18217.57666,17427.34725,16279.30231,17270.85142,18586.50025,,,,2016/3/22,6217.57666,5427.34725,4279.30231,5270.85142,6586.50025
2016/3/23,18217.08819,17429.78999,16281.57118,17267.81931,18566.25567,,,,2016/3/23,6217.08819,5429.78999,4281.57118,5267.81931,6566.25567
2016/3/24,18145.09117,17359.57432,16211.63319,17197.36962,18470.2306,,,,2016/3/24,6145.09117,5359.57432,4211.63319,5197.36962,6470.2306
2016/3/25,18274.97198,17480.97967,16321.30438,17320.10001,18594.74838,,,,2016/3/25,6274.97198,5480.97967,4321.30438,5320.10001,6594.74838
2016/3/28,18337.85392,17535.97398,16363.76194,17377.33418,18628.90076,,,,2016/3/28,6337.85392,5535.97398,4363.76194,5377.33418,6628.90076
2016/3/29,18055.48218,17283.96574,16142.23641,17104.47934,18319.4646,,,,2016/3/29,6055.48218,5283.96574,4142.23641,5104.47934,6319.4646
2016/3/30,18487.95582,17689.67243,16516.50011,17517.8595,18780.45806,,,,2016/3/30,6487.95582,5689.67243,4516.50011,5517.8595,6780.45806
2016/3/31,18525.87273,17718.97042,16538.24753,17555.57713,18825.35133,,,,2016/3/31,6525.87273,5718.97042,4538.24753,5555.57713,6825.35133
2016/4/1,18525.87273,17718.97042,16538.24753,17555.57713,18825.35133,,,,2016/4/1,6525.87273,5718.97042,4538.24753,5555.57713,6825.35133
2016/4/5,18726.25426,17939.6302,16767.98729,17741.14857,19008.98687,,,,2016/4/5,6726.25426,5939.6302,4767.98729,5741.14857,7008.98687
2016/4/6,18688.44457,17918.74104,16762.46116,17706.65391,18975.59067,,,,2016/4/6,6688.44457,5918.74104,4762.46116,5706.65391,6975.59067
2016/4/7,18382.39771,17601.6746,16446.67341,17420.54893,18682.6246,,,,2016/4/7,6382.39771,5601.6746,4446.67341,5420.54893,6682.6246
2016/4/8,18268.5177,17474.55925,16312.72821,17314.39137,18575.3501,,,,2016/4/8,6268.5177,5474.55925,4312.72821,5314.39137,6575.3501
2016/4/11,18451.35529,17660.74788,16495.2116,17484.53411,18747.15959,,,,2016/4/11,6451.35529,5660.74788,4495.2116,5484.53411,6747.15959
2016/4/12,18368.43406,17570.42107,16402.23184,17408.49663,18674.37601,,,,2016/4/12,6368.43406,5570.42107,4402.23184,5408.49663,6674.37601
2016/4/13,18545.64089,17746.25253,16570.90459,17573.87593,18843.16849,,,,2016/4/13,6545.64089,5746.25253,4570.90459,5573.87593,6843.16849
2016/4/14,18631.00956,17835.73173,16661.22,17654.55444,18928.5997,,,,2016/4/14,6631.00956,5835.73173,4661.22,5654.55444,6928.5997
2016/4/15,18730.7026,17924.99541,16739.27471,17749.25981,19031.20255,,,,2016/4/15,6730.7026,5924.99541,4739.27471,5749.25981,7031.20255
2016/4/18,18497.21072,17675.32466,16484.88446,17532.53614,18814.76002,,,,2016/4/18,6497.21072,5675.32466,4484.88446,5532.53614,6814.76002
2016/4/19,18566.305,17750.71942,16562.56509,17595.81929,18875.07656,,,,2016/4/19,6566.305,5750.71942,4562.56509,5595.81929,6875.07656
2016/4/20,18300.4149,17447.02715,16237.54754,17348.53552,18627.42032,,,,2016/4/20,6300.4149,5447.02715,4237.54754,5348.53552,6627.42032
2016/4/21,18226.01129,17355.20701,16135.5843,17282.78823,18573.31614,,,,2016/4/21,6226.01129,5355.20701,4135.5843,5282.78823,6573.31614
2016/4/22,18351.58398,17477.12806,16251.74334,17403.68672,18709.0339,,,,2016/4/22,6351.58398,5477.12806,4251.74334,5403.68672,6709.0339
2016/4/25,18345.3116,17472.45211,16248.70663,17398.15078,18704.35539,,,,2016/4/25,6345.3116,5472.45211,4248.70663,5398.15078,6704.35539
2016/4/26,18414.7794,17542.04728,16316.31964,17463.68555,18773.5256,,,,2016/4/26,6414.7794,5542.04728,4316.31964,5463.68555,6773.5256
2016/4/27,18349.12534,17470.4537,16243.17507,17405.00556,18722.47023,,,,2016/4/27,6349.12534,5470.4537,4243.17507,5405.00556,6722.47023
2016/4/28,18332.68043,17440.06684,16202.96076,17392.01865,18717.65258,,,,2016/4/28,6332.68043,5440.06684,4202.96076,5392.01865,6717.65258
2016/4/29,18304.68976,17424.34857,16199.11671,17368.24523,18700.54159,,,,2016/4/29,6304.68976,5424.34857,4199.11671,5368.24523,6700.54159
2016/5/3,18304.68976,17424.34857,16199.11671,17368.24523,18700.54159,,,,2016/5/3,6304.68976,5424.34857,4199.11671,5368.24523,6700.54159
2016/5/4,18213.46923,17338.48093,16124.1216,17283.21354,18614.34592,,,,2016/5/4,6213.46923,5338.48093,4124.1216,5283.21354,6614.34592
2016/5/5,18304.16752,17421.46905,16195.08399,17368.94557,18707.56419,,,,2016/5/5,6304.16752,5421.46905,4195.08399,5368.94557,6707.56419
2016/5/6,17674.56175,16838.15597,15677.79654,16770.9573,18050.88009,,,,2016/5/6,5674.56175,4838.15597,3677.79654,4770.9573,6050.88009
2016/5/9,17383.45984,16575.55004,15444.49823,16488.68609,17713.59599,,,,2016/5/9,5383.45984,4575.55004,3444.49823,4488.68609,5713.59599
2016/5/10,17554.83013,16734.93674,15579.23796,16647.87041,17873.9853,,,,2016/5/10,5554.83013,4734.93674,3579.23796,4647.87041,5873.9853
2016/5/11,17746.2665,16923.38769,15750.61332,16822.94111,18032.53868,,,,2016/5/11,5746.2665,4923.38769,3750.61332,4822.94111,6032.53868
2016/5/12,17638.23852,16820.68067,15662.74318,16723.90963,17939.48721,,,,2016/5/12,5638.23852,4820.68067,3662.74318,4723.90963,5939.48721
2016/5/13,17528.63249,16715.19662,15568.24031,16622.46329,17841.05929,,,,2016/5/13,5528.63249,4715.19662,3568.24031,4622.46329,5841.05929
2016/5/16,17706.29452,16880.16651,15712.39642,16789.90857,18019.62779,,,,2016/5/16,5706.29452,4880.16651,3712.39642,4789.90857,6019.62779
2016/5/17,17570.33092,16750.155,15594.51572,16662.75148,17890.38658,,,,2016/5/17,5570.33092,4750.155,3594.51572,4662.75148,5890.38658
2016/5/18,17303.63816,16507.1981,15392.12224,16412.31526,17623.87566,,,,2016/5/18,5303.63816,4507.1981,3392.12224,4412.31526,5623.87566
2016/5/19,17287.54452,16488.16422,15369.15986,16397.43246,17611.81057,,,,2016/5/19,5287.54452,4488.16422,3369.15986,4397.43246,5611.81057
2016/5/20,17469.47946,16653.75022,15513.57887,16571.43911,17809.57407,,,,2016/5/20,5469.47946,4653.75022,3513.57887,4571.43911,5809.57407
2016/5/23,17621.29363,16792.86583,15629.69984,16713.44625,17957.97955,,,,2016/5/23,5621.29363,4792.86583,3629.69984,4713.44625,5957.97955
2016/5/24,17391.0353,16577.1415,15434.91994,16495.0136,17720.70472,,,,2016/5/24,5391.0353,4577.1415,3434.91994,4495.0136,5720.70472
2016/5/25,17334.83498,16529.37028,15401.412,16442.39495,17663.07844,,,,2016/5/25,5334.83498,4529.37028,3401.412,4442.39495,5663.07844
2016/5/26,17294.22668,16491.48609,15370.60436,16405.3382,17628.4763,,,,2016/5/26,5294.22668,4491.48609,3370.60436,4405.3382,5628.4763
2016/5/27,17310.27749,16503.04383,15380.06633,16422.82651,17658.63536,,,,2016/5/27,5310.27749,4503.04383,3380.06633,4422.82651,5658.63536
2016/5/30,17278.64191,16479.11714,15369.28976,16393.42541,17625.34918,,,,2016/5/30,5278.64191,4479.11714,3369.28976,4393.42541,5625.34918
2016/5/31,17830.9671,16998.03556,15840.35123,16917.42903,18193.77593,,,,2016/5/31,5830.9671,4998.03556,3840.35123,4917.42903,6193.77593
2016/6/1,17830.9671,16998.03556,15840.35123,16917.42903,18193.77593,,,,2016/6/1,5830.9671,4998.03556,3840.35123,4917.42903,6193.77593
2016/6/2,17854.11791,17027.30922,15877.94053,16939.71094,18215.37678,,,,2016/6/2,5854.11791,5027.30922,3877.94053,4939.71094,6215.37678
2016/6/3,17995.17006,17159.49564,16004.23639,17078.36163,18380.3264,,,,2016/6/3,5995.17006,5159.49564,4004.23639,5078.36163,6380.3264
2016/6/6,17875.52741,17049.56581,15906.17327,16963.85367,18252.22205,,,,2016/6/6,5875.52741,5049.56581,3906.17327,4963.85367,6252.22205
2016/6/7,17936.95742,17112.49238,15970.89631,17022.20052,18313.14674,,,,2016/6/7,5936.95742,5112.49238,3970.89631,5022.20052,6313.14674
2016/6/8,17942.95009,17127.64441,15992.9924,17024.02488,18298.90894,,,,2016/6/8,5942.95009,5127.64441,3992.9924,5024.02488,6298.90894
2016/6/13,17575.5388,16764.61665,15637.25065,16675.53061,17930.32235,,,,2016/6/13,5575.5388,4764.61665,3637.25065,4675.53061,5930.32235
2016/6/14,17632.74528,16807.95101,15667.62073,16733.96302,18011.08327,,,,2016/6/14,5632.74528,4807.95101,3667.62073,4733.96302,6011.08327
2016/6/15,17838.26199,17029.63403,15905.72044,16925.94287,18196.4073,,,,2016/6/15,5838.26199,5029.63403,3905.72044,4925.94287,6196.4073
2016/6/16,17794.74251,16990.63553,15872.25575,16884.23476,18149.11939,,,,2016/6/16,5794.74251,4990.63553,3872.25575,4884.23476,6149.11939
2016/6/17,17906.28798,17101.70962,15982.74961,16990.43088,18262.25423,,,,2016/6/17,5906.28798,5101.70962,3982.74961,4990.43088,6262.25423
2016/6/20,17914.31713,17110.37265,15990.51204,16996.73666,18264.54867,,,,2016/6/20,5914.31713,5110.37265,3990.51204,4996.73666,6264.54867
2016/6/21,17885.65223,17078.30486,15953.36659,16968.96355,18235.10728,,,,2016/6/21,5885.65223,5078.30486,3953.36659,4968.96355,6235.10728
2016/6/22,17999.94425,17194.3481,16070.51405,17076.832,18346.09229,,,,2016/6/22,5999.94425,5194.3481,4070.51405,5076.832,6346.09229
2016/6/23,18008.21709,17219.83939,16112.89311,17080.37735,18328.57099,,,,2016/6/23,6008.21709,5219.83939,4112.89311,5080.37735,6328.57099
2016/6/24,17744.90304,16966.01796,15873.43639,16831.27691,18064.19215,,,,2016/6/24,5744.90304,4966.01796,3873.43639,4831.27691,6064.19215
2016/6/27,18066.71733,17308.85354,16236.86823,17132.27793,18357.96275,,,,2016/6/27,6066.71733,5308.85354,4236.86823,5132.27793,6357.96275
2016/6/28,18094.25683,17339.31358,16270.60466,17158.07423,18382.74028,,,,2016/6/28,6094.25683,5339.31358,4270.60466,5158.07423,6382.74028
2016/6/29,18241.30613,17476.50508,16393.3636,17296.83036,18531.02133,,,,2016/6/29,6241.30613,5476.50508,4393.3636,5296.83036,6531.02133
2016/6/30,18214.92826,17453.88329,16377.38824,17273.07014,18508.18035,,,,2016/6/30,6214.92826,5453.88329,4377.38824,5273.07014,6508.18035
2016/7/1,18214.92826,17453.88329,16377.38824,17273.07014,18508.18035,,,,2016/7/1,6214.92826,5453.88329,4377.38824,5273.07014,6508.18035
2016/7/4,18608.47305,17808.81789,16694.52662,17655.73288,18970.94663,,,,2016/7/4,6608.47305,5808.81789,4694.52662,5655.73288,6970.94663
2016/7/5,18795.80351,17978.76222,16841.63759,17834.56601,19174.83962,,,,2016/7/5,6795.80351,5978.76222,4841.63759,5834.56601,7174.83962
2016/7/6,19330.56389,18488.61828,17296.91788,18331.55344,19672.87012,,,,2016/7/6,7330.56389,6488.61828,5296.91788,6331.55344,7672.87012
2016/7/7,19208.65957,18378.96975,17201.11986,18213.92004,19533.49894,,,,2016/7/7,7208.65957,6378.96975,5201.11986,6213.92004,7533.49894
2016/7/8,19152.52052,18316.75893,17134.14516,18162.92956,19494.00653,,,,2016/7/8,7152.52052,6316.75893,5134.14516,6162.92956,7494.00653
2016/7/11,19467.16371,18612.54027,17398.14519,18458.773,19806.6125,,,,2016/7/11,7467.16371,6612.54027,5398.14519,6458.773,7806.6125
2016/7/12,19846.82003,18980.97373,17740.69902,18813.40059,20163.19689,,,,2016/7/12,7846.82003,6980.97373,5740.69902,6813.40059,8163.19689
2016/7/13,19634.63463,18776.02111,17553.99971,18616.45756,19968.98779,,,,2016/7/13,7634.63463,6776.02111,5553.99971,6616.45756,7968.98779
2016/7/14,19650.11442,18787.70888,17562.41732,18632.32611,19992.91659,,,,2016/7/14,7650.11442,6787.70888,5562.41732,6632.32611,7992.91659
2016/7/15,19565.94462,18718.13121,17506.28259,18548.41314,19878.94954,,,,2016/7/15,7565.94462,6718.13121,5506.28259,6548.41314,7878.94954
2016/7/18,19423.98907,18593.39963,17406.4208,18413.75458,19725.09155,,,,2016/7/18,7423.98907,6593.39963,5406.4208,6413.75458,7725.09155
2016/7/19,19154.32643,18329.26712,17161.30078,18164.08756,19484.25583,,,,2016/7/19,7154.32643,6329.26712,5161.30078,6164.08756,7484.25583
2016/7/20,19124.14527,18300.2008,17130.54993,18133.75306,19445.67146,,,,2016/7/20,7124.14527,6300.2008,5130.54993,6133.75306,7445.67146
2016/7/21,19233.98518,18407.97149,17231.57766,18235.83408,19545.4262,,,,2016/7/21,7233.98518,6407.97149,5231.57766,6235.83408,7545.4262
2016/7/22,18974.26575,18155.29463,16997.85034,17994.38315,19307.39721,,,,2016/7/22,6974.26575,6155.29463,4997.85034,5994.38315,7307.39721
2016/7/25,19029.94065,18211.78841,17050.8281,18044.63065,19349.39278,,,,2016/7/25,7029.94065,6211.78841,5050.8281,6044.63065,7349.39278
2016/7/26,19407.01601,18571.34242,17377.26195,18397.8656,19713.64299,,,,2016/7/26,7407.01601,6571.34242,5377.26195,6397.8656,7713.64299
2016/7/27,18880.90239,18087.86405,16951.49125,17897.01975,19152.75854,,,,2016/7/27,6880.90239,6087.86405,4951.49125,5897.01975,7152.75854
2016/7/28,19039.27254,18234.37322,17075.64235,18044.40526,19304.93726,,,,2016/7/28,7039.27254,6234.37322,5075.64235,6044.40526,7304.93726
2016/7/29,18940.16996,18150.43996,17006.83584,17946.78984,19177.98506,,,,2016/7/29,6940.16996,6150.43996,5006.83584,5946.78984,7177.98506
2016/8/1,18940.16996,18150.43996,17006.83584,17946.78984,19177.98506,,,,2016/8/1,6940.16996,6150.43996,5006.83584,5946.78984,7177.98506
2016/8/2,18950.37835,18170.73115,17039.2544,17954.80637,19175.30425,,,,2016/8/2,6950.37835,6170.73115,5039.2544,5954.80637,7175.30425
2016/8/3,18922.80548,18152.75822,17035.30628,17928.64179,19140.3211,,,,2016/8/3,6922.80548,6152.75822,5035.30628,5928.64179,7140.3211
2016/8/4,18925.57868,18164.3007,17057.42926,17929.85254,19132.07958,,,,2016/8/4,6925.57868,6164.3007,5057.42926,5929.85254,7132.07958
2016/8/5,18960.75225,18178.58302,17045.11757,17965.68339,19190.28473,,,,2016/8/5,6960.75225,6178.58302,5045.11757,5965.68339,7190.28473
2016/8/8,19214.71806,18465.20834,17366.56788,18198.10923,19390.17589,,,,2016/8/8,7214.71806,6465.20834,5366.56788,6198.10923,7390.17589
2016/8/9,19275.29692,18516.08727,17410.18853,18259.76619,19468.61989,,,,2016/8/9,7275.29692,6516.08727,5410.18853,6259.76619,7468.61989
2016/8/10,19266.95877,18501.17985,17385.19098,18251.60446,19465.19164,,,,2016/8/10,7266.95877,6501.17985,5385.19098,6251.60446,7465.19164
2016/8/11,19287.75453,18488.93899,17332.25235,18276.11711,19525.40613,,,,2016/8/11,7287.75453,6488.93899,5332.25235,6276.11711,7525.40613
2016/8/12,19659.82725,18830.7582,17627.89921,18627.42546,19911.0116,,,,2016/8/12,7659.82725,6830.7582,5627.89921,6627.42546,7911.0116
2016/8/15,20103.51558,19258.30281,18029.53263,19046.25918,20354.16315,,,,2016/8/15,8103.51558,7258.30281,6029.53263,7046.25918,8354.16315
2016/8/16,19851.41307,19040.19575,17857.45285,18805.10258,20073.55327,,,,2016/8/16,7851.41307,7040.19575,5857.45285,6805.10258,8073.55327
2016/8/17,19890.00666,19092.88547,17927.01373,18839.29155,20093.42677,,,,2016/8/17,7890.00666,7092.88547,5927.01373,6839.29155,8093.42677
2016/8/18,19788.10252,18995.10521,17834.58989,18742.35678,19989.35907,,,,2016/8/18,7788.10252,6995.10521,5834.58989,6742.35678,7989.35907
2016/8/19,19812.31106,19019.0207,17856.23333,18764.15392,20010.27842,,,,2016/8/19,7812.31106,7019.0207,5856.23333,6764.15392,8010.27842
2016/8/22,19693.13456,18885.62877,17709.13344,18655.69909,19917.1762,,,,2016/8/22,7693.13456,6885.62877,5709.13344,6655.69909,7917.1762
2016/8/23,19726.47964,18914.0157,17729.53232,18686.84794,19952.70394,,,,2016/8/23,7726.47964,6914.0157,5729.53232,6686.84794,7952.70394
2016/8/24,19738.04433,18935.26004,17760.75221,18695.19356,19949.16759,,,,2016/8/24,7738.04433,6935.26004,5760.75221,6695.19356,7949.16759
2016/8/25,19659.53511,18852.7194,17672.88623,18621.21401,19876.77672,,,,2016/8/25,7659.53511,6852.7194,5672.88623,6621.21401,7876.77672
2016/8/26,19669.44608,18870.14176,17698.59066,18628.90884,19875.81938,,,,2016/8/26,7669.44608,6870.14176,5698.59066,6628.90884,7875.81938
2016/8/29,19591.76647,18804.98574,17647.84173,18552.89455,19783.17682,,,,2016/8/29,7591.76647,6804.98574,5647.84173,6552.89455,7783.17682
2016/8/30,19765.00267,18976.75409,17812.99938,18714.21956,19946.41418,,,,2016/8/30,7765.00267,6976.75409,5812.99938,6714.21956,7946.41418
2016/8/31,19789.27512,18990.88496,17816.76686,18739.98987,19985.80338,,,,2016/8/31,7789.27512,6990.88496,5816.76686,6739.98987,7985.80338
2016/9/1,19789.27512,18990.88496,17816.76686,18739.98987,19985.80338,,,,2016/9/1,7789.27512,6990.88496,5816.76686,6739.98987,7985.80338
2016/9/2,19641.78225,18852.52652,17695.69383,18599.7764,19833.12322,,,,2016/9/2,7641.78225,6852.52652,5695.69383,6599.7764,7833.12322
2016/9/5,19684.87437,18893.1204,17731.93547,18640.82723,19877.9209,,,,2016/9/5,7684.87437,6893.1204,5731.93547,6640.82723,7877.9209
2016/9/6,19838.09506,19036.60949,17854.01721,18785.19581,20032.28557,,,,2016/9/6,7838.09506,7036.60949,5854.01721,6785.19581,8032.28557
2016/9/7,19775.04401,18974.24068,17799.24242,18730.00737,19985.08176,,,,2016/9/7,7775.04401,6974.24068,5799.24242,6730.00737,7985.08176
2016/9/8,19751.84989,18951.53121,17779.16997,18709.29378,19966.17827,,,,2016/9/8,7751.84989,6951.53121,5779.16997,6709.29378,7966.17827
2016/9/9,19628.6353,18833.06692,17669.76029,18593.76015,19845.77467,,,,2016/9/9,7628.6353,6833.06692,5669.76029,6593.76015,7845.77467
2016/9/12,19092.51951,18324.50851,17206.31478,18083.83439,19293.22358,,,,2016/9/12,7092.51951,6324.50851,5206.31478,6083.83439,7293.22358
2016/9/13,19192.64778,18419.97346,17291.6068,18177.54258,19390.93581,,,,2016/9/13,7192.64778,6419.97346,5291.6068,6177.54258,7390.93581
2016/9/14,19106.29887,18339.37249,17212.71425,18090.87956,19285.74872,,,,2016/9/14,7106.29887,6339.37249,5212.71425,6090.87956,7285.74872
2016/9/19,19244.35266,18472.14978,17336.7087,18220.90857,19422.60294,,,,2016/9/19,7244.35266,6472.14978,5336.7087,6220.90857,7422.60294
2016/9/20,19160.14682,18395.32939,17268.37012,18137.06537,19321.24971,,,,2016/9/20,7160.14682,6395.32939,5268.37012,6137.06537,7321.24971
2016/9/21,19163.96133,18398.4527,17273.08844,18142.31917,19331.00347,,,,2016/9/21,7163.96133,6398.4527,5273.08844,6142.31917,7331.00347
2016/9/22,19309.31968,18540.25294,17404.74293,18275.91669,19462.65402,,,,2016/9/22,7309.31968,6540.25294,5404.74293,6275.91669,7462.65402
2016/9/23,19261.31196,18495.33077,17365.15519,18229.97739,19411.86771,,,,2016/9/23,7261.31196,6495.33077,5365.15519,6229.97739,7411.86771
2016/9/26,18813.65075,18073.48645,16984.85088,17801.97243,18941.29778,,,,2016/9/26,6813.65075,6073.48645,4984.85088,5801.97243,6941.29778
2016/9/27,18923.72541,18178.68365,17081.83477,17906.0413,19052.14772,,,,2016/9/27,6923.72541,6178.68365,5081.83477,5906.0413,7052.14772
2016/9/28,18856.76599,18112.66488,17017.65915,17844.16266,18990.7698,,,,2016/9/28,6856.76599,6112.66488,5017.65915,5844.16266,6990.7698
2016/9/29,18941.07565,18196.1356,17096.14164,17920.30834,19061.83807,,,,2016/9/29,6941.07565,6196.1356,5096.14164,5920.30834,7061.83807
2016/9/30,19102.24891,18349.92411,17232.68662,18070.55899,19217.04885,,,,2016/9/30,7102.24891,6349.92411,5232.68662,6070.55899,7217.04885
2016/10/10,19102.24891,18349.92411,17232.68662,18070.55899,19217.04885,,,,2016/10/10,7102.24891,6349.92411,5232.68662,6070.55899,7217.04885
2016/10/11,19176.42808,18434.5029,17326.34142,18119.62587,19260.73938,,,,2016/10/11,7176.42808,6434.5029,5326.34142,6119.62587,7260.73938
2016/10/12,19102.17823,18363.42591,17259.95508,18050.18422,19187.50846,,,,2016/10/12,7102.17823,6363.42591,5259.95508,6050.18422,7187.50846
2016/10/13,19086.66651,18352.36948,17253.58293,18028.2682,19161.00366,,,,2016/10/13,7086.66651,6352.36948,5253.58293,6028.2682,7161.00366
2016/10/14,19112.5688,18375.17162,17272.8341,18056.78199,19193.11686,,,,2016/10/14,7112.5688,6375.17162,5272.8341,6056.78199,7193.11686
2016/10/17,18970.10221,18233.69193,17135.1695,17931.03395,19063.44135,,,,2016/10/17,6970.10221,6233.69193,5135.1695,5931.03395,7063.44135
2016/10/18,19126.3445,18390.51828,17289.89877,18071.29164,19210.33807,,,,2016/10/18,7126.3445,6390.51828,5289.89877,6071.29164,7210.33807
2016/10/19,19137.42995,18405.67741,17308.91382,18074.17268,19210.22873,,,,2016/10/19,7137.42995,6405.67741,5308.91382,6074.17268,7210.22873
2016/10/20,19140.18166,18403.86013,17302.41715,18083.51925,19222.80041,,,,2016/10/20,7140.18166,6403.86013,5302.41715,6083.51925,7222.80041
2016/10/21,19187.96421,18445.08943,17335.86744,18132.7023,19275.85736,,,,2016/10/21,7187.96421,6445.08943,5335.86744,6132.7023,7275.85736
2016/10/24,19408.83818,18657.06412,17534.9743,18345.04343,19503.79987,,,,2016/10/24,7408.83818,6657.06412,5534.9743,6345.04343,7503.79987
2016/10/25,19391.16127,18640.12356,17519.92108,18338.18203,19502.9297,,,,2016/10/25,7391.16127,6640.12356,5519.92108,6338.18203,7502.9297
2016/10/26,19307.31023,18564.87627,17456.03403,18264.1008,19429.638,,,,2016/10/26,7307.31023,6564.87627,5456.03403,6264.1008,7429.638
2016/10/27,19290.67337,18552.74404,17448.58873,18240.2796,19400.56249,,,,2016/10/27,7290.67337,6552.74404,5448.58873,6240.2796,7400.56249
2016/10/28,19311.34007,18560.8726,17443.54136,18276.44385,19445.21729,,,,2016/10/28,7311.34007,6560.8726,5443.54136,6276.44385,7445.21729
2016/10/31,19258.66643,18510.29517,17396.33404,18229.84599,19397.77208,,,,2016/10/31,7258.66643,6510.29517,5396.33404,6229.84599,7397.77208
2016/11/1,19258.66643,18510.29517,17396.33404,18229.84599,19397.77208,,,,2016/11/1,7258.66643,6510.29517,5396.33404,6229.84599,7397.77208
2016/11/2,19104.42053,18362.85169,17259.59551,18083.97319,19243.05118,,,,2016/11/2,7104.42053,6362.85169,5259.59551,6083.97319,7243.05118
2016/11/3,19178.66609,18434.65568,17327.62675,18154.95557,19319.10098,,,,2016/11/3,7178.66609,6434.65568,5327.62675,6154.95557,7319.10098
2016/11/4,19095.19727,18352.32396,17258.00728,18058.29717,19208.17342,,,,2016/11/4,7095.19727,6352.32396,5258.00728,6058.29717,7208.17342
2016/11/7,19070.64258,18327.13551,17237.9425,18024.84334,19167.70014,,,,2016/11/7,7070.64258,6327.13551,5237.9425,6024.84334,7167.70014
