freq=1,back=6,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,,
datetime,std,sstd,ged,sged,norm,,,,datetime,std,sstd,ged,sged,norm
2012/1/4,12000,12000,12000,12000,12000,,,,2012/1/4,0,0,0,0,0
2012/1/5,11839.65944,11839.34741,11840.53288,11838.05295,11842.36798,,,,2012/1/5,-160.34056,-160.65259,-159.46712,-161.94705,-157.63202
2012/1/6,11885.50788,11884.32233,11886.98605,11883.72778,11882.43664,,,,2012/1/6,-114.49212,-115.67767,-113.01395,-116.27222,-117.56336
2012/1/9,12154.05877,12153.71926,12154.99296,12152.34879,12156.88847,,,,2012/1/9,154.05877,153.71926,154.99296,152.34879,156.88847
2012/1/10,12509.91474,12509.39463,12510.55081,12509.16298,12508.47711,,,,2012/1/10,509.91474,509.39463,510.55081,509.16298,508.47711
2012/1/11,12466.24226,12466.11289,12466.56,12465.68047,12467.04301,,,,2012/1/11,466.24226,466.11289,466.56,465.68047,467.04301
2012/1/12,12467.94886,12468.47805,12467.99753,12467.07905,12474.4635,,,,2012/1/12,467.94886,468.47805,467.99753,467.07905,474.4635
2012/1/13,12235.99747,12235.74085,12236.87518,12234.30187,12239.38206,,,,2012/1/13,235.99747,235.74085,236.87518,234.30187,239.38206
2012/1/16,11827.40245,11828.64571,11827.95239,11824.33558,11845.87041,,,,2012/1/16,-172.59755,-171.35429,-172.04761,-175.66442,-154.12959
2012/1/17,12264.41962,12266.7481,12264.01841,12262.03801,12288.61687,,,,2012/1/17,264.41962,266.7481,264.01841,262.03801,288.61687
2012/1/18,11988.00685,11991.29091,11987.18748,11985.24339,12020.29392,,,,2012/1/18,-11.99315,-8.70909,-12.81252,-14.75661,20.29392
2012/1/19,12137.47146,12140.22538,12137.07832,12134.46348,12166.6808,,,,2012/1/19,137.47146,140.22538,137.07832,134.46348,166.6808
2012/1/20,12381.99375,12383.84426,12382.17278,12378.93136,12404.83881,,,,2012/1/20,381.99375,383.84426,382.17278,378.93136,404.83881
2012/1/30,12238.85245,12240.91328,12238.7189,12236.22414,12261.87676,,,,2012/1/30,238.85245,240.91328,238.7189,236.22414,261.87676
2012/1/31,12333.53137,12335.27437,12333.47417,12331.17743,12353.40956,,,,2012/1/31,333.53137,335.27437,333.47417,331.17743,353.40956
2012/2/1,12333.53137,12335.27437,12333.47417,12331.17743,12353.40956,,,,2012/2/1,333.53137,335.27437,333.47417,331.17743,353.40956
2012/2/2,12611.52427,12612.99628,12600.6669,12609.08371,12610.40136,,,,2012/2/2,611.52427,612.99628,600.6669,609.08371,610.40136
2012/2/3,12742.78458,12743.81983,12736.84239,12739.8471,12740.55452,,,,2012/2/3,742.78458,743.81983,736.84239,739.8471,740.55452
2012/2/6,12750.02864,12751.68106,12749.10341,12747.4908,12766.54394,,,,2012/2/6,750.02864,751.68106,749.10341,747.4908,766.54394
2012/2/7,12594.18693,12595.63548,12597.39322,12591.44626,12613.07245,,,,2012/2/7,594.18693,595.63548,597.39322,591.44626,613.07245
2012/2/8,12885.26165,12886.50954,12890.61429,12882.22425,12903.24365,,,,2012/2/8,885.26165,886.50954,890.61429,882.22425,903.24365
2012/2/9,12888.92973,12890.22629,12899.32612,12885.82829,12915.13815,,,,2012/2/9,888.92973,890.22629,899.32612,885.82829,915.13815
2012/2/10,12852.26263,12853.6628,12869.47239,12849.11834,12890.32891,,,,2012/2/10,852.26263,853.6628,869.47239,849.11834,890.32891
2012/2/13,12862.5236,12864.02899,12894.98656,12859.15162,12924.6891,,,,2012/2/13,862.5236,864.02899,894.98656,859.15162,924.6891
2012/2/14,12835.9452,12837.38614,12871.57708,12832.46423,12901.54275,,,,2012/2/14,835.9452,837.38614,871.57708,832.46423,901.54275
2012/2/15,12963.53203,12964.41548,13011.4948,12959.30572,13036.55413,,,,2012/2/15,963.53203,964.41548,1011.4948,959.30572,1036.55413
2012/2/16,12893.43018,12894.22097,12937.08911,12889.23728,12958.55033,,,,2012/2/16,893.43018,894.22097,937.08911,889.23728,958.55033
2012/2/17,12935.03413,12935.7353,12976.94325,12930.79092,12995.90586,,,,2012/2/17,935.03413,935.7353,976.94325,930.79092,995.90586
2012/2/20,12959.17221,12959.55876,13002.68323,12954.63208,13016.50132,,,,2012/2/20,959.17221,959.55876,1002.68323,954.63208,1016.50132
2012/2/21,13057.46911,13057.9978,13106.41519,13052.9043,13125.23412,,,,2012/2/21,1057.46911,1057.9978,1106.41519,1052.9043,1125.23412
2012/2/22,13144.46596,13144.83576,13201.77057,13139.57461,13221.33184,,,,2012/2/22,1144.46596,1144.83576,1201.77057,1139.57461,1221.33184
2012/2/23,13174.54609,13175.09045,13237.16927,13169.67982,13262.34977,,,,2012/2/23,1174.54609,1175.09045,1237.16927,1169.67982,1262.34977
2012/2/24,13344.64074,13345.04794,13409.8037,13339.55866,13433.41387,,,,2012/2/24,1344.64074,1345.04794,1409.8037,1339.55866,1433.41387
2012/2/27,13330.28353,13330.84547,13396.41709,13325.31245,13423.35573,,,,2012/2/27,1330.28353,1330.84547,1396.41709,1325.31245,1423.35573
2012/2/28,13391.29759,13392.35917,13447.34844,13386.92106,13478.94583,,,,2012/2/28,1391.29759,1392.35917,1447.34844,1386.92106,1478.94583
2012/2/29,13329.16187,13330.79895,13385.70473,13325.26433,13428.27907,,,,2012/2/29,1329.16187,1330.79895,1385.70473,1325.26433,1428.27907
2012/3/1,13329.16187,13330.79895,13385.70473,13325.26433,13428.27907,,,,2012/3/1,1329.16187,1330.79895,1385.70473,1325.26433,1428.27907
2012/3/2,13489.48731,13491.10417,13542.38657,13485.61685,13594.09038,,,,2012/3/2,1489.48731,1491.10417,1542.38657,1485.61685,1594.09038
2012/3/5,13473.04131,13473.18172,13515.97317,13469.02233,13568.34141,,,,2012/3/5,1473.04131,1473.18172,1515.97317,1469.02233,1568.34141
2012/3/6,13379.47046,13378.3873,13412.49782,13375.37919,13468.06328,,,,2012/3/6,1379.47046,1378.3873,1412.49782,1375.37919,1468.06328
2012/3/7,13382.50328,13379.82985,13402.0681,13378.29959,13464.34745,,,,2012/3/7,1382.50328,1379.82985,1402.0681,1378.29959,1464.34745
2012/3/8,13465.20636,13462.18673,13484.41705,13460.90894,13543.55714,,,,2012/3/8,1465.20636,1462.18673,1484.41705,1460.90894,1543.55714
2012/3/9,13644.27619,13638.18066,13651.60913,13639.44715,13695.53227,,,,2012/3/9,1644.27619,1638.18066,1651.60913,1639.44715,1695.53227
2012/3/12,13662.73135,13654.66788,13658.19668,13657.66739,13700.42366,,,,2012/3/12,1662.73135,1654.66788,1658.19668,1657.66739,1700.42366
2012/3/13,13789.38049,13780.84862,13785.68852,13784.16072,13821.02076,,,,2012/3/13,1789.38049,1780.84862,1785.68852,1784.16072,1821.02076
2012/3/14,13394.33883,13388.32448,13409.95263,13389.42909,13434.81254,,,,2012/3/14,1394.33883,1388.32448,1409.95263,1389.42909,1434.81254
2012/3/15,13307.66573,13300.67497,13325.01871,13302.51547,13331.86133,,,,2012/3/15,1307.66573,1300.67497,1325.01871,1302.51547,1331.86133
2012/3/16,13560.237,13549.00751,13561.69923,13554.34357,13546.62132,,,,2012/3/16,1560.237,1549.00751,1561.69923,1554.34357,1546.62132
2012/3/19,13535.94648,13524.77663,13533.89619,13530.14041,13526.82934,,,,2012/3/19,1535.94648,1524.77663,1533.89619,1530.14041,1526.82934
2012/3/20,13293.86535,13283.50567,13298.11714,13288.18485,13286.28422,,,,2012/3/20,1293.86535,1283.50567,1298.11714,1288.18485,1286.28422
2012/3/21,13262.44949,13252.90027,13267.75755,13256.94522,13264.49494,,,,2012/3/21,1262.44949,1252.90027,1267.75755,1256.94522,1264.49494
2012/3/22,13294.52494,13285.97433,13304.37779,13289.15841,13305.54272,,,,2012/3/22,1294.52494,1285.97433,1304.37779,1289.15841,1305.54272
2012/3/23,13171.68338,13163.51859,13188.10659,13166.30972,13179.35607,,,,2012/3/23,1171.68338,1163.51859,1188.10659,1166.30972,1179.35607
2012/3/26,13216.46007,13207.64162,13234.98154,13210.88282,13213.26859,,,,2012/3/26,1216.46007,1207.64162,1234.98154,1210.88282,1213.26859
2012/3/27,13090.66764,13085.27592,13116.63997,13085.77633,13124.91004,,,,2012/3/27,1090.66764,1085.27592,1116.63997,1085.77633,1124.91004
2012/3/28,12721.2978,12717.67783,12760.866,12716.64637,12760.78768,,,,2012/3/28,721.2978,717.67783,760.866,716.64637,760.78768
2012/3/29,12473.60665,12470.84314,12524.80443,12468.99033,12509.24319,,,,2012/3/29,473.60665,470.84314,524.80443,468.99033,509.24319
2012/3/30,12503.3025,12503.60238,12564.45047,12499.20204,12570.21231,,,,2012/3/30,503.3025,503.60238,564.45047,499.20204,570.21231
2012/4/5,12503.3025,12503.60238,12564.45047,12499.20204,12570.21231,,,,2012/4/5,503.3025,503.60238,564.45047,499.20204,570.21231
2012/4/6,12535.12145,12532.5984,12596.87891,12529.06195,12617.47273,,,,2012/4/6,535.12145,532.5984,596.87891,529.06195,617.47273
2012/4/9,12416.22072,12412.19278,12477.45825,12409.12597,12505.93291,,,,2012/4/9,416.22072,412.19278,477.45825,409.12597,505.93291
2012/4/10,12510.55726,12507.60296,12574.12717,12504.59912,12596.41394,,,,2012/4/10,510.55726,507.60296,574.12717,504.59912,596.41394
2012/4/11,12535.21857,12532.44062,12604.87932,12530.63074,12624.46635,,,,2012/4/11,535.21857,532.44062,604.87932,530.63074,624.46635
2012/4/12,12801.93826,12800.19057,12875.21698,12798.48886,12888.81518,,,,2012/4/12,801.93826,800.19057,875.21698,798.48886,888.81518
2012/4/13,12769.66637,12768.06902,12840.33623,12765.82327,12853.85027,,,,2012/4/13,769.66637,768.06902,840.33623,765.82327,853.85027
2012/4/16,12697.56641,12695.41241,12765.37108,12692.81875,12782.5397,,,,2012/4/16,697.56641,695.41241,765.37108,692.81875,782.5397
2012/4/17,12618.52738,12617.83,12686.59687,12614.99778,12695.81137,,,,2012/4/17,618.52738,617.83,686.59687,614.99778,695.81137
2012/4/18,12825.22069,12825.65362,12897.63306,12823.13611,12899.98994,,,,2012/4/18,825.22069,825.65362,897.63306,823.13611,899.98994
2012/4/19,12804.06382,12807.09897,12877.58533,12804.1241,12865.78819,,,,2012/4/19,804.06382,807.09897,877.58533,804.1241,865.78819
2012/4/20,12978.94571,12983.05729,13051.41696,12979.32535,13034.59073,,,,2012/4/20,978.94571,983.05729,1051.41696,979.32535,1034.59073
2012/4/23,13031.65854,13037.0504,13125.92766,13037.46078,13095.92932,,,,2012/4/23,1031.65854,1037.0504,1125.92766,1037.46078,1095.92932
2012/4/24,13051.35269,13058.98017,13123.07328,13054.02053,13088.00083,,,,2012/4/24,1051.35269,1058.98017,1123.07328,1054.02053,1088.00083
2012/4/25,13050.81911,13057.95207,13120.19605,13052.6386,13088.44007,,,,2012/4/25,1050.81911,1057.95207,1120.19605,1052.6386,1088.44007
2012/4/26,13091.89519,13097.07509,13169.42608,13093.95364,13145.66489,,,,2012/4/26,1091.89519,1097.07509,1169.42608,1093.95364,1145.66489
2012/4/27,13108.45719,13110.47907,13178.82792,13106.70669,13173.95896,,,,2012/4/27,1108.45719,1110.47907,1178.82792,1106.70669,1173.95896
2012/5/2,13108.45719,13110.47907,13178.82792,13106.70669,13173.95896,,,,2012/5/2,1108.45719,1110.47907,1178.82792,1106.70669,1173.95896
2012/5/3,13201.18502,13195.40897,13268.81999,13201.68814,13234.63873,,,,2012/5/3,1201.18502,1195.40897,1268.81999,1201.68814,1234.63873
2012/5/4,13401.35934,13388.07729,13469.10455,13404.64863,13407.7739,,,,2012/5/4,1401.35934,1388.07729,1469.10455,1404.64863,1407.7739
2012/5/7,13446.68251,13428.40721,13514.27775,13451.90361,13435.10164,,,,2012/5/7,1446.68251,1428.40721,1514.27775,1451.90361,1435.10164
2012/5/8,13417.4655,13406.28731,13479.03017,13418.06768,13421.69156,,,,2012/5/8,1417.4655,1406.28731,1479.03017,1418.06768,1421.69156
2012/5/9,13384.42423,13387.27226,13425.3881,13373.33269,13406.39584,,,,2012/5/9,1384.42423,1387.27226,1425.3881,1373.33269,1406.39584
2012/5/10,13302.75591,13299.48795,13351.62433,13296.60648,13315.69385,,,,2012/5/10,1302.75591,1299.48795,1351.62433,1296.60648,1315.69385
2012/5/11,13209.64103,13196.12037,13268.13769,13210.65146,13201.6764,,,,2012/5/11,1209.64103,1196.12037,1268.13769,1210.65146,1201.6764
2012/5/14,13022.08222,13015.03261,13079.29338,13020.36891,13035.64864,,,,2012/5/14,1022.08222,1015.03261,1079.29338,1020.36891,1035.64864
2012/5/15,12995.94961,12981.49226,13057.65477,12998.62616,12990.45556,,,,2012/5/15,995.94961,981.49226,1057.65477,998.62616,990.45556
2012/5/16,12793.41385,12777.04359,12856.03341,12797.47184,12783.36812,,,,2012/5/16,793.41385,777.04359,856.03341,797.47184,783.36812
2012/5/17,12892.8807,12875.5942,12958.33517,12897.97689,12883.60118,,,,2012/5/17,892.8807,875.5942,958.33517,897.97689,883.60118
2012/5/18,12650.52513,12626.78797,12723.71727,12660.91439,12631.39108,,,,2012/5/18,650.52513,626.78797,723.71727,660.91439,631.39108
2012/5/21,12760.99755,12725.13789,12840.5875,12778.04252,12708.60848,,,,2012/5/21,760.99755,725.13789,840.5875,778.04252,708.60848
2012/5/22,12983.88843,12944.0811,13061.86706,13001.72142,12914.25172,,,,2012/5/22,983.88843,944.0811,1061.86706,1001.72142,914.25172
2012/5/23,12944.722,12896.65375,13026.05776,12966.98568,12851.31458,,,,2012/5/23,944.722,896.65375,1026.05776,966.98568,851.31458
2012/5/24,12725.83718,12698.31655,12795.91831,12736.75171,12688.28492,,,,2012/5/24,725.83718,698.31655,795.91831,736.75171,688.28492
2012/5/25,12596.1514,12572.70823,12667.18556,12605.88114,12574.93098,,,,2012/5/25,596.1514,572.70823,667.18556,605.88114,574.93098
2012/5/28,12742.2932,12714.06461,12815.66302,12754.42783,12707.25923,,,,2012/5/28,742.2932,714.06461,815.66302,754.42783,707.25923
2012/5/29,12870.57835,12848.11583,12939.43892,12878.82582,12848.40667,,,,2012/5/29,870.57835,848.11583,939.43892,878.82582,848.40667
2012/5/30,12824.93297,12800.97133,12893.14673,12833.68208,12796.65683,,,,2012/5/30,824.93297,800.97133,893.14673,833.68208,796.65683
2012/5/31,12839.11795,12806.05568,12905.60645,12851.07735,12776.06496,,,,2012/5/31,839.11795,806.05568,905.60645,851.07735,776.06496
2012/6/1,12839.11795,12806.05568,12905.60645,12851.07735,12776.06496,,,,2012/6/1,839.11795,806.05568,905.60645,851.07735,776.06496
2012/6/4,12508.33978,12479.91148,12561.13488,12513.43907,12451.99297,,,,2012/6/4,508.33978,479.91148,561.13488,513.43907,451.99297
2012/6/5,12548.42253,12520.20814,12598.2801,12551.97732,12490.6402,,,,2012/6/5,548.42253,520.20814,598.2801,551.97732,490.6402
2012/6/6,12585.52842,12550.93117,12632.20881,12588.77848,12501.00703,,,,2012/6/6,585.52842,550.93117,632.20881,588.77848,501.00703
2012/6/7,12489.80951,12459.59061,12534.90279,12491.59898,12420.63981,,,,2012/6/7,489.80951,459.59061,534.90279,491.59898,420.63981
2012/6/8,12319.56104,12295.65643,12376.35902,12326.06098,12283.38618,,,,2012/6/8,319.56104,295.65643,376.35902,326.06098,283.38618
2012/6/11,12379.90431,12354.07993,12448.2293,12392.23037,12345.43768,,,,2012/6/11,379.90431,354.07993,448.2293,392.23037,345.43768
2012/6/12,12299.51308,12274.98499,12366.82712,12311.25467,12269.12578,,,,2012/6/12,299.51308,274.98499,366.82712,311.25467,269.12578
2012/6/13,12436.56214,12421.26591,12506.35814,12447.326,12443.37033,,,,2012/6/13,436.56214,421.26591,506.35814,447.326,443.37033
2012/6/14,12371.26188,12367.66451,12445.04896,12381.69486,12425.65629,,,,2012/6/14,371.26188,367.66451,445.04896,381.69486,425.65629
2012/6/15,12478.17486,12461.18793,12542.31973,12486.47169,12474.1874,,,,2012/6/15,478.17486,461.18793,542.31973,486.47169,474.1874
2012/6/18,12507.92097,12495.0244,12570.67988,12514.65053,12518.45377,,,,2012/6/18,507.92097,495.0244,570.67988,514.65053,518.45377
2012/6/19,12455.28345,12438.59297,12508.95209,12458.51459,12444.25722,,,,2012/6/19,455.28345,438.59297,508.95209,458.51459,444.25722
2012/6/20,12435.87817,12417.05669,12488.03811,12438.85805,12415.54885,,,,2012/6/20,435.87817,417.05669,488.03811,438.85805,415.54885
2012/6/21,12292.08789,12272.359,12338.59306,12292.82684,12263.78171,,,,2012/6/21,292.08789,272.359,338.59306,292.82684,263.78171
2012/6/25,12186.43479,12163.10367,12225.64671,12184.61383,12138.65103,,,,2012/6/25,186.43479,163.10367,225.64671,184.61383,138.65103
2012/6/26,12103.3327,12081.35652,12145.14116,12102.66095,12062.65481,,,,2012/6/26,103.3327,81.35652,145.14116,102.66095,62.65481
2012/6/27,12103.34309,12088.43857,12147.42338,12102.32084,12091.35462,,,,2012/6/27,103.34309,88.43857,147.42338,102.32084,91.35462
2012/6/28,12029.19613,12014.04333,12071.63321,12027.58727,12014.92033,,,,2012/6/28,29.19613,14.04333,71.63321,27.58727,14.92033
2012/6/29,12213.32774,12199.71614,12254.53278,12210.42407,12204.12059,,,,2012/6/29,213.32774,199.71614,254.53278,210.42407,204.12059
2012/7/2,12213.32774,12199.71614,12254.53278,12210.42407,12204.12059,,,,2012/7/2,213.32774,199.71614,254.53278,210.42407,204.12059
2012/7/3,12332.4324,12311.53743,12375.42405,12330.82004,12302.23956,,,,2012/7/3,332.4324,311.53743,375.42405,330.82004,302.23956
2012/7/4,12400.91307,12382.42241,12441.35448,12396.68294,12376.91208,,,,2012/7/4,400.91307,382.42241,441.35448,396.68294,376.91208
2012/7/5,12200.3083,12183.15881,12248.6986,12204.15765,12183.58865,,,,2012/7/5,200.3083,183.15881,248.6986,204.15765,183.58865
2012/7/6,12435.58905,12394.62632,12485.42982,12440.09131,12348.16397,,,,2012/7/6,435.58905,394.62632,485.42982,440.09131,348.16397
2012/7/9,12196.22131,12146.13259,12246.71511,12202.17999,12081.37211,,,,2012/7/9,196.22131,146.13259,246.71511,202.17999,81.37211
2012/7/10,12072.31321,12027.3306,12125.98109,12081.62759,11974.06546,,,,2012/7/10,72.31321,27.3306,125.98109,81.62759,-25.93454
2012/7/11,12217.87038,12158.40481,12274.20406,12229.2353,12077.40261,,,,2012/7/11,217.87038,158.40481,274.20406,229.2353,77.40261
2012/7/12,12272.57085,12209.81607,12325.58724,12280.67346,12120.82452,,,,2012/7/12,272.57085,209.81607,325.58724,280.67346,120.82452
2012/7/13,12287.14884,12218.36424,12350.08389,12304.46798,12121.62263,,,,2012/7/13,287.14884,218.36424,350.08389,304.46798,121.62263
2012/7/16,12006.13643,11938.16482,12080.72502,12035.261,11847.83212,,,,2012/7/16,6.13643,-61.83518,80.72502,35.261,-152.16788
2012/7/17,11909.60787,11855.54078,11982.13131,11937.0779,11792.10183,,,,2012/7/17,-90.39213,-144.45922,-17.86869,-62.9221,-207.89817
2012/7/18,11882.30678,11837.76726,11945.29744,11900.94848,11789.25231,,,,2012/7/18,-117.69322,-162.23274,-54.70256,-99.05152,-210.74769
2012/7/19,11921.01512,11878.24096,11979.55326,11935.37017,11831.36647,,,,2012/7/19,-78.98488,-121.75904,-20.44674,-64.62983,-168.63353
2012/7/20,11795.53701,11754.88137,11853.36801,11809.64932,11711.80854,,,,2012/7/20,-204.46299,-245.11863,-146.63199,-190.35068,-288.19146
2012/7/23,11630.71121,11590.06234,11685.53665,11642.5813,11545.50453,,,,2012/7/23,-369.28879,-409.93766,-314.46335,-357.4187,-454.49547
2012/7/24,11743.00205,11694.80641,11794.23301,11751.17416,11633.65837,,,,2012/7/24,-256.99795,-305.19359,-205.76699,-248.82584,-366.34163
2012/7/25,11742.05599,11692.45281,11793.88681,11750.79598,11628.7411,,,,2012/7/25,-257.94401,-307.54719,-206.11319,-249.20402,-371.2589
2012/7/26,11630.89438,11586.44564,11684.21788,11641.38019,11533.60577,,,,2012/7/26,-369.10562,-413.55436,-315.78212,-358.61981,-466.39423
2012/7/27,11631.51387,11593.14191,11689.03092,11645.8796,11554.33078,,,,2012/7/27,-368.48613,-406.85809,-310.96908,-354.1204,-445.66922
2012/7/30,11555.3566,11518.74934,11621.44112,11577.95504,11487.13842,,,,2012/7/30,-444.6434,-481.25066,-378.55888,-422.04496,-512.86158
2012/7/31,11347.04702,11317.93198,11429.02178,11385.12449,11308.06753,,,,2012/7/31,-652.95298,-682.06802,-570.97822,-614.87551,-691.93247
2012/8/1,11347.04702,11317.93198,11429.02178,11385.12449,11308.06753,,,,2012/8/1,-652.95298,-682.06802,-570.97822,-614.87551,-691.93247
2012/8/2,11299.13744,11266.95354,11373.13431,11329.73667,11246.75136,,,,2012/8/2,-700.86256,-733.04646,-626.86569,-670.26333,-753.24864
2012/8/3,11416.32093,11390.33495,11492.62909,11448.70489,11383.89268,,,,2012/8/3,-583.67907,-609.66505,-507.37091,-551.29511,-616.10732
2012/8/6,11518.26925,11497.34856,11600.1627,11555.63718,11504.06482,,,,2012/8/6,-481.73075,-502.65144,-399.8373,-444.36282,-495.93518
2012/8/7,11551.3569,11533.22781,11637.14765,11592.3405,11547.60605,,,,2012/8/7,-448.6431,-466.77219,-362.85235,-407.6595,-452.39395
2012/8/8,11557.50806,11534.11662,11645.20447,11600.31009,11538.87087,,,,2012/8/8,-442.49194,-465.88338,-354.79553,-399.68991,-461.12913
2012/8/9,11732.83896,11723.29651,11807.79722,11762.75714,11749.49805,,,,2012/8/9,-267.16104,-276.70349,-192.20278,-237.24286,-250.50195
2012/8/10,11671.68173,11650.73221,11760.58529,11715.22782,11661.09985,,,,2012/8/10,-328.31827,-349.26779,-239.41471,-284.77218,-338.90015
2012/8/13,11600.24484,11577.54642,11685.48497,11640.53484,11582.45368,,,,2012/8/13,-399.75516,-422.45358,-314.51503,-359.46516,-417.54632
2012/8/14,11630.63551,11607.36517,11713.69968,11668.72952,11610.01234,,,,2012/8/14,-369.36449,-392.63483,-286.30032,-331.27048,-389.98766
2012/8/15,11486.58664,11464.79509,11574.19409,11529.55391,11472.6891,,,,2012/8/15,-513.41336,-535.20491,-425.80591,-470.44609,-527.3109
2012/8/16,11419.58959,11389.79444,11524.03941,11478.97865,11390.21133,,,,2012/8/16,-580.41041,-610.20556,-475.96059,-521.02135,-609.78867
2012/8/17,11336.58802,11294.94597,11451.07504,11405.9335,11276.61045,,,,2012/8/17,-663.41198,-705.05403,-548.92496,-594.0665,-723.38955
2012/8/20,11348.53958,11314.60273,11456.51717,11411.57803,11308.44933,,,,2012/8/20,-651.46042,-685.39727,-543.48283,-588.42197,-691.55067
2012/8/21,11435.54077,11408.15288,11545.42309,11500.08114,11416.23993,,,,2012/8/21,-564.45923,-591.84712,-454.57691,-499.91886,-583.76007
2012/8/22,11361.93299,11329.17002,11476.85307,11431.58381,11328.97824,,,,2012/8/22,-638.06701,-670.82998,-523.14693,-568.41619,-671.02176
2012/8/23,11331.84249,11295.81737,11450.53569,11405.22947,11290.97922,,,,2012/8/23,-668.15751,-704.18263,-549.46431,-594.77053,-709.02078
2012/8/24,11305.10242,11270.63814,11423.24081,11378.04932,11268.64564,,,,2012/8/24,-694.89758,-729.36186,-576.75919,-621.95068,-731.35436
2012/8/27,11168.43148,11132.8892,11275.20208,11230.96045,11122.77162,,,,2012/8/27,-831.56852,-867.1108,-724.79792,-769.03955,-877.22838
2012/8/28,11239.14553,11194.0828,11357.69714,11312.74859,11170.89321,,,,2012/8/28,-760.85447,-805.9172,-642.30286,-687.25141,-829.10679
2012/8/29,11135.97318,11084.62582,11259.20452,11214.45101,11051.12129,,,,2012/8/29,-864.02682,-915.37418,-740.79548,-785.54899,-948.87871
2012/8/30,11053.31541,10992.2499,11178.77101,11134.24543,10940.24956,,,,2012/8/30,-946.68459,-1007.7501,-821.22899,-865.75457,-1059.75044
2012/8/31,11030.69474,10974.85092,11148.85029,11104.68827,10929.59625,,,,2012/8/31,-969.30526,-1025.14908,-851.14971,-895.31173,-1070.40375
2012/9/3,11030.69474,10974.85092,11148.85029,11104.68827,10929.59625,,,,2012/9/3,-969.30526,-1025.14908,-851.14971,-895.31173,-1070.40375
2012/9/4,10995.74866,10933.19974,11119.61081,11074.17892,10877.99292,,,,2012/9/4,-1004.25134,-1066.80026,-880.38919,-925.82108,-1122.00708
2012/9/5,11000.30247,10938.70458,11114.49324,11072.22547,10877.89205,,,,2012/9/5,-999.69753,-1061.29542,-885.50676,-927.77453,-1122.10795
2012/9/6,11040.3067,10981.7982,11152.05132,11110.28627,10925.6776,,,,2012/9/6,-959.6933,-1018.2018,-847.94868,-889.71373,-1074.3224
2012/9/7,11435.28216,11370.85084,11554.46613,11510.40296,11307.15036,,,,2012/9/7,-564.71784,-629.14916,-445.53387,-489.59704,-692.84964
2012/9/10,11445.78461,11384.58684,11555.98734,11514.63932,11320.76308,,,,2012/9/10,-554.21539,-615.41316,-444.01266,-485.36068,-679.23692
2012/9/11,11467.55214,11414.72671,11560.21718,11523.9793,11355.11953,,,,2012/9/11,-532.44786,-585.27329,-439.78282,-476.0207,-644.88047
2012/9/12,11538.31463,11485.6839,11625.86504,11591.26982,11422.33383,,,,2012/9/12,-461.68537,-514.3161,-374.13496,-408.73018,-577.66617
2012/9/13,11606.372,11568.70068,11663.71195,11637.84321,11513.72866,,,,2012/9/13,-393.628,-431.29932,-336.28805,-362.15679,-486.27134
2012/9/14,11599.05665,11553.3937,11674.96914,11643.59408,11495.82612,,,,2012/9/14,-400.94335,-446.6063,-325.03086,-356.40592,-504.17388
2012/9/17,11376.19414,11334.75366,11448.02307,11417.82473,11283.46117,,,,2012/9/17,-623.80586,-665.24634,-551.97693,-582.17527,-716.53883
2012/9/18,11224.47822,11177.00367,11307.59706,11274.28804,11121.82316,,,,2012/9/18,-775.52178,-822.99633,-692.40294,-725.71196,-878.17684
2012/9/19,11142.15783,11102.08151,11214.8247,11184.42059,11054.78655,,,,2012/9/19,-857.84217,-897.91849,-785.1753,-815.57941,-945.21345
2012/9/20,10953.08835,10918.19422,11018.81728,10990.43273,10876.9387,,,,2012/9/20,-1046.91165,-1081.80578,-981.18272,-1009.56727,-1123.0613
2012/9/21,10821.12778,10772.32796,10915.07119,10878.5899,10723.50008,,,,2012/9/21,-1178.87222,-1227.67204,-1084.92881,-1121.4101,-1276.49992
2012/9/24,10884.38875,10832.65408,10980.57608,10943.55639,10779.14209,,,,2012/9/24,-1115.61125,-1167.34592,-1019.42392,-1056.44361,-1220.85791
2012/9/25,10928.72303,10869.12393,11034.29154,10994.80355,10805.92974,,,,2012/9/25,-1071.27697,-1130.87607,-965.70846,-1005.19645,-1194.07026
2012/9/26,10737.09279,10676.91593,10849.34914,10807.829,10618.07585,,,,2012/9/26,-1262.90721,-1323.08407,-1150.65086,-1192.171,-1381.92415
2012/9/27,10983.61386,10921.09266,11101.66733,11058.19906,10861.36557,,,,2012/9/27,-1016.38614,-1078.90734,-898.33267,-941.80094,-1138.63443
2012/9/28,11178.23843,11108.36111,11304.48867,11258.77359,11038.87226,,,,2012/9/28,-821.76157,-891.63889,-695.51133,-741.22641,-961.12774
2012/10/8,11178.23843,11108.36111,11304.48867,11258.77359,11038.87226,,,,2012/10/8,-821.76157,-891.63889,-695.51133,-741.22641,-961.12774
2012/10/9,11381.99361,11311.59821,11510.21922,11463.60145,11242.03648,,,,2012/10/9,-618.00639,-688.40179,-489.78078,-536.39855,-757.96352
2012/10/10,11393.53191,11324.33717,11523.65359,11476.11177,11257.27369,,,,2012/10/10,-606.46809,-675.66283,-476.34641,-523.88823,-742.72631
