distribution=std,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,
datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1,,,,datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1
2014/6/26,10549.10533,12421.58881,11834.7967,12688.99608,,,,2014/6/26,-1450.89467,421.58881,-165.2033,688.99608
2014/6/27,10569.11388,12513.16662,11825.66625,12735.48838,,,,2014/6/27,-1430.88612,513.16662,-174.33375,735.48838
2014/6/30,10715.29522,12740.15898,11951.27475,12920.53356,,,,2014/6/30,-1284.70478,740.15898,-48.72525,920.53356
2014/7/1,10715.29522,12740.15898,11951.27475,12920.53356,,,,2014/7/1,-1284.70478,740.15898,-48.72525,920.53356
2014/7/2,10783.97023,12801.8571,12007.12517,12988.77417,,,,2014/7/2,-1216.02977,801.8571,7.12517,988.77417
2014/7/3,10773.79774,12782.31658,12013.80953,12980.26694,,,,2014/7/3,-1226.20226,782.31658,13.80953,980.26694
2014/7/4,10795.05497,12778.51321,12050.5496,13000.1055,,,,2014/7/4,-1204.94503,778.51321,50.5496,1000.1055
2014/7/7,10878.203,12824.14819,12129.65591,13076.38701,,,,2014/7/7,-1121.797,824.14819,129.65591,1076.38701
2014/7/8,10884.06762,12834.27197,12137.82752,13085.1719,,,,2014/7/8,-1115.93238,834.27197,137.82752,1085.1719
2014/7/9,10763.64155,12676.32741,11988.48862,12929.30096,,,,2014/7/9,-1236.35845,676.32741,-11.51138,929.30096
2014/7/10,10707.39306,12611.16418,11921.96237,12860.74004,,,,2014/7/10,-1292.60694,611.16418,-78.03763,860.74004
2014/7/11,10793.97602,12538.23373,12038.8964,12909.24563,,,,2014/7/11,-1206.02398,538.23373,38.8964,909.24563
2014/7/14,10929.61927,12590.17921,12243.05898,13052.40498,,,,2014/7/14,-1070.38073,590.17921,243.05898,1052.40498
2014/7/15,11066.02121,12636.51784,12436.63773,13190.06366,,,,2014/7/15,-933.97879,636.51784,436.63773,1190.06366
2014/7/16,10872.20592,12564.38751,12212.99882,13010.55012,,,,2014/7/16,-1127.79408,564.38751,212.99882,1010.55012
2014/7/17,10768.35964,12460.34791,12100.02156,12893.32591,,,,2014/7/17,-1231.64036,460.34791,100.02156,893.32591
2014/7/18,10857.95081,12434.52883,12258.00719,12974.54261,,,,2014/7/18,-1142.04919,434.52883,258.00719,974.54261
2014/7/21,10928.09932,12423.16115,12350.94549,13030.33651,,,,2014/7/21,-1071.90068,423.16115,350.94549,1030.33651
2014/7/22,11003.1718,12535.37741,12432.51308,13128.3316,,,,2014/7/22,-996.8282,535.37741,432.51308,1128.3316
2014/7/23,10989.51651,12568.14852,12399.20562,13123.0163,,,,2014/7/23,-1010.48349,568.14852,399.20562,1123.0163
2014/7/24,11048.61015,12847.946,12431.52701,13257.53874,,,,2014/7/24,-951.38985,847.946,431.52701,1257.53874
2014/7/25,11126.46427,12954.83184,12517.02976,13356.08297,,,,2014/7/25,-873.53573,954.83184,517.02976,1356.08297
2014/7/28,11466.07078,13557.56836,12836.14757,13815.74606,,,,2014/7/28,-533.92922,1557.56836,836.14757,1815.74606
2014/7/29,11534.76769,13667.08801,12886.02079,13899.03658,,,,2014/7/29,-465.23231,1667.08801,886.02079,1899.03658
2014/7/30,11559.43951,13595.10385,12928.61364,13897.77811,,,,2014/7/30,-440.56049,1595.10385,928.61364,1897.77811
2014/7/31,11743.85294,13783.60896,13150.76141,14114.97223,,,,2014/7/31,-256.14706,1783.60896,1150.76141,2114.97223
2014/8/1,11743.85294,13649.64094,13062.81507,13997.75963,,,,2014/8/1,-256.14706,1649.64094,1062.81507,1997.75963
2014/8/4,11919.90607,13860.65615,13244.91639,14202.14755,,,,2014/8/4,-80.09393,1860.65615,1244.91639,2202.14755
2014/8/5,11864.34128,13757.92351,13260.3786,14167.89167,,,,2014/8/5,-135.65872,1757.92351,1260.3786,2167.89167
2014/8/6,11802.88327,13649.25202,13256.80704,14124.52853,,,,2014/8/6,-197.11673,1649.25202,1256.80704,2124.52853
2014/8/7,11620.61449,13435.61347,13054.9641,13908.44055,,,,2014/8/7,-379.38551,1435.61347,1054.9641,1908.44055
2014/8/8,11678.56809,13487.42172,13150.72882,13990.52498,,,,2014/8/8,-321.43191,1487.42172,1150.72882,1990.52498
2014/8/11,11831.41992,13671.6047,13304.56778,14166.87533,,,,2014/8/11,-168.58008,1671.6047,1304.56778,2166.87533
2014/8/12,11766.48394,13565.81528,13291.46356,14114.60108,,,,2014/8/12,-233.51606,1565.81528,1291.46356,2114.60108
2014/8/13,11728.21379,13509.04167,13281.68392,14080.26778,,,,2014/8/13,-271.78621,1509.04167,1281.68392,2080.26778
2014/8/14,11638.69897,13409.98091,13172.8284,13969.49835,,,,2014/8/14,-361.30103,1409.98091,1172.8284,1969.49835
2014/8/15,11710.78022,13482.89026,13274.38967,14064.44467,,,,2014/8/15,-289.21978,1482.89026,1274.38967,2064.44467
2014/8/18,11746.04181,13509.92933,13338.00333,14117.68253,,,,2014/8/18,-253.95819,1509.92933,1338.00333,2117.68253
2014/8/19,11759.68291,13523.56518,13353.76874,14135.31705,,,,2014/8/19,-240.31709,1523.56518,1353.76874,2135.31705
2014/8/20,11732.94801,13464.92726,13381.09816,14126.70597,,,,2014/8/20,-267.05199,1464.92726,1381.09816,2126.70597
2014/8/21,11657.63021,13364.29833,13317.97232,14047.1752,,,,2014/8/21,-342.36979,1364.29833,1317.97232,2047.1752
2014/8/22,11697.02067,13422.73349,13336.44613,14083.55726,,,,2014/8/22,-302.97933,1422.73349,1336.44613,2083.55726
2014/8/25,11575.63074,13283.80422,13201.82589,13937.65275,,,,2014/8/25,-424.36926,1283.80422,1201.82589,1937.65275
2014/8/26,11536.26394,13278.344,13081.20489,13857.55348,,,,2014/8/26,-463.73606,1278.344,1081.20489,1857.55348
2014/8/27,11591.15408,13315.69423,13178.08368,13942.94136,,,,2014/8/27,-408.84592,1315.69423,1178.08368,1942.94136
2014/8/28,11452.62905,13139.46172,13065.3712,13791.89891,,,,2014/8/28,-547.37095,1139.46172,1065.3712,1791.89891
2014/8/29,11644.38717,13331.65236,13329.18786,14044.73367,,,,2014/8/29,-355.61283,1331.65236,1329.18786,2044.73367
2014/9/1,11644.38717,13331.65236,13512.89364,14194.30065,,,,2014/9/1,-355.61283,1331.65236,1512.89364,2194.30065
2014/9/2,11949.46173,13610.21464,13811.7786,14497.42341,,,,2014/9/2,-50.53827,1610.21464,1811.7786,2497.42341
2014/9/3,12045.92434,13730.35089,13931.44235,14618.75337,,,,2014/9/3,45.92434,1730.35089,1931.44235,2618.75337
2014/9/4,12156.94965,13816.86925,14028.35434,14724.28653,,,,2014/9/4,156.94965,1816.86925,2028.35434,2724.28653
2014/9/5,12302.0734,13975.80213,14191.78752,14871.24263,,,,2014/9/5,302.0734,1975.80213,2191.78752,2871.24263
2014/9/9,12275.78189,13934.82101,14153.38257,14807.87973,,,,2014/9/9,275.78189,1934.82101,2153.38257,2807.87973
2014/9/10,12279.00193,13943.58092,14162.28642,14774.12014,,,,2014/9/10,279.00193,1943.58092,2162.28642,2774.12014
2014/9/11,12242.20178,13840.52991,14070.77402,14715.94672,,,,2014/9/11,242.20178,1840.52991,2070.77402,2715.94672
2014/9/12,12416.12605,13951.17236,14203.44248,14847.8369,,,,2014/9/12,416.12605,1951.17236,2203.44248,2847.8369
2014/9/15,12437.45575,13965.18321,14220.52166,14848.09886,,,,2014/9/15,437.45575,1965.18321,2220.52166,2848.09886
2014/9/16,12052.14498,13553.07103,13793.03487,14511.64097,,,,2014/9/16,52.14498,1553.07103,1793.03487,2511.64097
2014/9/17,12035.484,13574.77616,13806.04302,14511.85727,,,,2014/9/17,35.484,1574.77616,1806.04302,2511.85727
2014/9/18,12050.65478,13621.87536,13846.70555,14563.66372,,,,2014/9/18,50.65478,1621.87536,1846.70555,2563.66372
2014/9/19,12256.38296,13786.9182,14030.81387,14734.00585,,,,2014/9/19,256.38296,1786.9182,2030.81387,2734.00585
2014/9/22,12006.17662,13515.27754,13752.52507,14425.46589,,,,2014/9/22,6.17662,1515.27754,1752.52507,2425.46589
2014/9/23,12201.63259,13682.37993,13935.5345,14595.13633,,,,2014/9/23,201.63259,1682.37993,1935.5345,2595.13633
2014/9/24,12455.77805,13922.81197,14191.06109,14855.49659,,,,2014/9/24,455.77805,1922.81197,2191.06109,2855.49659
2014/9/25,12466.55759,13913.38016,14186.86785,14837.76882,,,,2014/9/25,466.55759,1913.38016,2186.86785,2837.76882
2014/9/26,12405.5686,13873.13004,14139.308,14786.79104,,,,2014/9/26,405.5686,1873.13004,2139.308,2786.79104
2014/9/29,12521.64415,13968.62479,14245.2473,14877.80538,,,,2014/9/29,521.64415,1968.62479,2245.2473,2877.80538
2014/9/30,12526.27278,13994.33731,14266.91469,14889.97685,,,,2014/9/30,526.27278,1994.33731,2266.91469,2889.97685
2014/10/8,12526.27278,14147.04377,14266.91469,15070.53135,,,,2014/10/8,526.27278,2147.04377,2266.91469,3070.53135
2014/10/9,12528.16326,14168.3812,14270.88119,15083.48251,,,,2014/10/9,528.16326,2168.3812,2270.88119,3083.48251
2014/10/10,12466.71357,14079.33151,14231.68629,15016.18458,,,,2014/10/10,466.71357,2079.33151,2231.68629,3016.18458
2014/10/13,12368.30438,13940.77845,14178.7821,14915.76419,,,,2014/10/13,368.30438,1940.77845,2178.7821,2915.76419
2014/10/14,12333.92428,13891.77168,14140.46506,14869.7107,,,,2014/10/14,333.92428,1891.77168,2140.46506,2869.7107
2014/10/15,12350.8834,13874.91477,14123.39855,14852.35546,,,,2014/10/15,350.8834,1874.91477,2123.39855,2852.35546
2014/10/16,12314.12264,13720.65693,14053.45772,14736.07211,,,,2014/10/16,314.12264,1720.65693,2053.45772,2736.07211
2014/10/17,12313.60445,13805.71821,14051.15502,14777.79861,,,,2014/10/17,313.60445,1805.71821,2051.15502,2777.79861
2014/10/20,12349.64364,13821.74294,14098.1137,14811.86918,,,,2014/10/20,349.64364,1821.74294,2098.1137,2811.86918
2014/10/21,12243.88726,13705.67502,13951.45069,14672.24035,,,,2014/10/21,243.88726,1705.67502,1951.45069,2672.24035
2014/10/22,12242.22982,13659.8858,13979.22641,14664.01047,,,,2014/10/22,242.22982,1659.8858,1979.22641,2664.01047
2014/10/23,12191.61479,13503.03648,13940.59611,14562.97879,,,,2014/10/23,191.61479,1503.03648,1940.59611,2562.97879
2014/10/24,12143.32287,13431.18814,13861.7991,14483.33752,,,,2014/10/24,143.32287,1431.18814,1861.7991,2483.33752
2014/10/27,12024.05606,13430.92786,13736.19855,14413.2744,,,,2014/10/27,24.05606,1430.92786,1736.19855,2413.2744
2014/10/28,12213.78508,13670.54644,14012.19632,14686.55791,,,,2014/10/28,213.78508,1670.54644,2012.19632,2686.55791
2014/10/29,12332.50543,13759.81391,14148.78503,14807.48807,,,,2014/10/29,332.50543,1759.81391,2148.78503,2807.48807
2014/10/30,12395.24918,13702.70376,14196.57689,14805.59136,,,,2014/10/30,395.24918,1702.70376,2196.57689,2805.59136
2014/10/31,12684.15884,13761.61707,14517.2439,15013.58438,,,,2014/10/31,684.15884,1761.61707,2517.2439,3013.58438
2014/11/3,12684.15884,13761.61707,14473.2927,15012.57242,,,,2014/11/3,684.15884,1761.61707,2473.2927,3012.57242
2014/11/4,12564.9714,13650.25186,14351.85107,14859.454,,,,2014/11/4,564.9714,1650.25186,2351.85107,2859.454
2014/11/5,12540.58464,13563.18118,14276.65655,14761.32136,,,,2014/11/5,540.58464,1563.18118,2276.65655,2761.32136
2014/11/6,12554.76102,13571.84637,14287.16763,14795.92276,,,,2014/11/6,554.76102,1571.84637,2287.16763,2795.92276
2014/11/7,12489.2362,13615.90689,14303.8799,14758.84246,,,,2014/11/7,489.2362,1615.90689,2303.8799,2758.84246
2014/11/10,12631.70443,13956.53989,14612.61595,15093.24125,,,,2014/11/10,631.70443,1956.53989,2612.61595,3093.24125
2014/11/11,12294.85972,14203.98162,14712.98742,15043.07277,,,,2014/11/11,294.85972,2203.98162,2712.98742,3043.07277
2014/11/12,12410.90751,14203.4194,14745.02392,15130.5029,,,,2014/11/12,410.90751,2203.4194,2745.02392,3130.5029
2014/11/13,12083.64767,14071.04313,14546.65026,14935.1014,,,,2014/11/13,83.64767,2071.04313,2546.65026,2935.1014
2014/11/14,12195.17805,14038.70594,14551.80509,15030.84151,,,,2014/11/14,195.17805,2038.70594,2551.80509,3030.84151
2014/11/17,12264.91716,13868.48947,14436.6199,14991.94204,,,,2014/11/17,264.91716,1868.48947,2436.6199,2991.94204
2014/11/18,12159.64222,13634.80341,14222.36131,14777.96075,,,,2014/11/18,159.64222,1634.80341,2222.36131,2777.96075
2014/11/19,12154.74079,13617.52839,14207.60617,14747.35634,,,,2014/11/19,154.74079,1617.52839,2207.60617,2747.35634
2014/11/20,12031.94886,13593.54463,14153.6612,14678.05103,,,,2014/11/20,31.94886,1593.54463,2153.6612,2678.05103
2014/11/21,12153.06755,13804.04846,14354.37107,14869.36261,,,,2014/11/21,153.06755,1804.04846,2354.37107,2869.36261
2014/11/24,12302.81888,13853.05648,14435.71321,14969.59847,,,,2014/11/24,302.81888,1853.05648,2435.71321,2969.59847
2014/11/25,12432.98145,14038.4613,14619.40848,15134.86391,,,,2014/11/25,432.98145,2038.4613,2619.40848,3134.86391
2014/11/26,12625.49644,14351.85821,14922.2953,15388.66362,,,,2014/11/26,625.49644,2351.85821,2922.2953,3388.66362
2014/11/27,12742.95486,14558.15461,15119.49999,15523.02076,,,,2014/11/27,742.95486,2558.15461,3119.49999,3523.02076
2014/11/28,12753.41482,15492.79003,15863.71324,15933.77556,,,,2014/11/28,753.41482,3492.79003,3863.71324,3933.77556
2014/12/1,12753.41482,15368.37202,15738.37408,15956.66022,,,,2014/12/1,753.41482,3368.37202,3738.37408,3956.66022
2014/12/2,13277.93299,16251.24046,16499.60695,16471.34314,,,,2014/12/2,1277.93299,4251.24046,4499.60695,4471.34314
2014/12/3,13340.54589,16219.94141,16556.07608,16632.99969,,,,2014/12/3,1340.54589,4219.94141,4556.07608,4632.99969
2014/12/4,13954.63492,17154.73336,17387.5731,17279.03326,,,,2014/12/4,1954.63492,5154.73336,5387.5731,5279.03326
2014/12/5,14217.31614,17695.28005,17988.2755,17626.70195,,,,2014/12/5,2217.31614,5695.28005,5988.2755,5626.70195
2014/12/8,14519.63934,18086.52728,18479.8586,18078.19823,,,,2014/12/8,2519.63934,6086.52728,6479.8586,6078.19823
2014/12/9,13590.66366,16605.54743,17057.90288,17027.34154,,,,2014/12/9,1590.66366,4605.54743,5057.90288,5027.34154
2014/12/10,14076.60414,17214.59614,17665.05901,17619.43555,,,,2014/12/10,2076.60414,5214.59614,5665.05901,5619.43555
2014/12/11,13978.17279,17074.87818,17544.32925,17516.79102,,,,2014/12/11,1978.17279,5074.87818,5544.32925,5516.79102
2014/12/12,13943.4326,16940.92486,17438.09322,17507.39433,,,,2014/12/12,1943.4326,4940.92486,5438.09322,5507.39433
2014/12/15,13858.4061,16675.81585,17230.11928,17468.56527,,,,2014/12/15,1858.4061,4675.81585,5230.11928,5468.56527
2014/12/16,14170.31625,17312.34285,17776.45746,17747.45971,,,,2014/12/16,2170.31625,5312.34285,5776.45746,5747.45971
2014/12/17,14596.22554,18237.4123,18468.7653,18030.88838,,,,2014/12/17,2596.22554,6237.4123,6468.7653,6030.88838
2014/12/18,14560.52907,18102.08797,18462.03491,18104.30399,,,,2014/12/18,2560.52907,6102.08797,6462.03491,6104.30399
2014/12/19,14655.0135,18308.20098,18607.96629,18159.96912,,,,2014/12/19,2655.0135,6308.20098,6607.96629,6159.96912
2014/12/22,15029.42135,19034.94367,19099.33087,18393.06135,,,,2014/12/22,3029.42135,7034.94367,7099.33087,6393.06135
2014/12/23,14672.53242,18376.93154,18455.10562,17991.77657,,,,2014/12/23,2672.53242,6376.93154,6455.10562,5991.77657
2014/12/24,14383.58028,17813.35776,18047.07494,17790.45094,,,,2014/12/24,2383.58028,5813.35776,6047.07494,5790.45094
2014/12/25,14834.72191,18552.92186,18715.96083,18263.56753,,,,2014/12/25,2834.72191,6552.92186,6715.96083,6263.56753
2014/12/26,15178.57833,19104.89659,19214.06742,18625.46747,,,,2014/12/26,3178.57833,7104.89659,7214.06742,6625.46747
2014/12/29,15218.81242,19103.2686,19211.82992,18679.85721,,,,2014/12/29,3218.81242,7103.2686,7211.82992,6679.85721
2014/12/30,15382.86818,19521.94924,19479.23388,18730.86427,,,,2014/12/30,3382.86818,7521.94924,7479.23388,6730.86427
2014/12/31,15683.88315,19993.44569,19916.62787,19059.83164,,,,2014/12/31,3683.88315,7993.44569,7916.62787,7059.83164
2015/1/5,15683.88315,19993.44569,19916.62787,19059.83164,,,,2015/1/5,3683.88315,7993.44569,7916.62787,7059.83164
2015/1/6,16011.76789,20218.51011,20090.56711,19361.80408,,,,2015/1/6,4011.76789,8218.51011,8090.56711,7361.80408
2015/1/7,15776.90305,19918.16726,19793.00387,19077.8664,,,,2015/1/7,3776.90305,7918.16726,7793.00387,7077.8664
2015/1/8,15642.50442,19873.61684,19723.94979,18917.71664,,,,2015/1/8,3642.50442,7873.61684,7723.94979,6917.71664
2015/1/9,15488.06239,19696.95905,19572.57354,18760.32629,,,,2015/1/9,3488.06239,7696.95905,7572.57354,6760.32629
2015/1/12,15131.57115,19386.15247,19285.02016,18382.90755,,,,2015/1/12,3131.57115,7386.15247,7285.02016,6382.90755
2015/1/13,15236.11255,19426.69631,19304.55311,18467.02143,,,,2015/1/13,3236.11255,7426.69631,7304.55311,6467.02143
2015/1/14,15249.93421,19258.41808,19142.80862,18447.53709,,,,2015/1/14,3249.93421,7258.41808,7142.80862,6447.53709
2015/1/15,15481.13048,19478.68736,19382.44332,18732.603,,,,2015/1/15,3481.13048,7478.68736,7382.44332,6732.603
2015/1/16,15640.90601,19642.47378,19543.62758,18915.60667,,,,2015/1/16,3640.90601,7642.47378,7543.62758,6915.60667
2015/1/19,14755.24857,18624.24738,18485.43326,17818.79459,,,,2015/1/19,2755.24857,6624.24738,6485.43326,5818.79459
2015/1/20,15162.78414,19116.75402,18945.75823,18276.27173,,,,2015/1/20,3162.78414,7116.75402,6945.75823,6276.27173
2015/1/21,15689.4398,19652.00246,19488.22007,18894.89999,,,,2015/1/21,3689.4398,7652.00246,7488.22007,6894.89999
2015/1/22,16202.41703,19980.06508,19748.39027,19374.37449,,,,2015/1/22,4202.41703,7980.06508,7748.39027,7374.37449
2015/1/23,15957.1442,19741.37828,19541.11966,19125.02588,,,,2015/1/23,3957.1442,7741.37828,7541.11966,7125.02588
2015/1/26,16212.52342,20096.58333,19869.91698,19416.00323,,,,2015/1/26,4212.52342,8096.58333,7869.91698,7416.00323
2015/1/27,16242.01309,20100.56039,19839.78182,19408.57843,,,,2015/1/27,4242.01309,8100.56039,7839.78182,7408.57843
2015/1/28,15931.36119,19805.52718,19561.39363,19070.29526,,,,2015/1/28,3931.36119,7805.52718,7561.39363,7070.29526
2015/1/29,15693.28053,19566.4121,19322.86155,18795.31145,,,,2015/1/29,3693.28053,7566.4121,7322.86155,6795.31145
2015/1/30,15564.67951,19466.63041,19233.75674,18664.41529,,,,2015/1/30,3564.67951,7466.63041,7233.75674,6664.41529
2015/2/2,15564.67951,19318.05725,19053.76464,18532.00902,,,,2015/2/2,3564.67951,7318.05725,7053.76464,6532.00902
2015/2/3,15839.72575,19562.01259,19308.441,18780.36647,,,,2015/2/3,3839.72575,7562.01259,7308.441,6780.36647
2015/2/4,15679.40521,19480.34532,19211.56252,18681.38236,,,,2015/2/4,3679.40521,7480.34532,7211.56252,6681.38236
2015/2/5,15546.71759,19222.73045,18978.89612,18402.82215,,,,2015/2/5,3546.71759,7222.73045,6978.89612,6402.82215
2015/2/6,15274.3588,18838.17843,18615.70672,17987.91988,,,,2015/2/6,3274.3588,6838.17843,6615.70672,5987.91988
2015/2/9,15472.73667,19099.86568,18887.96259,18144.4907,,,,2015/2/9,3472.73667,7099.86568,6887.96259,6144.4907
2015/2/10,15656.2103,19279.15032,19065.20265,18360.64277,,,,2015/2/10,3656.2103,7279.15032,7065.20265,6360.64277
2015/2/11,15684.51507,19373.58805,19145.17444,18468.48784,,,,2015/2/11,3684.51507,7373.58805,7145.17444,6468.48784
2015/2/12,15728.01938,19468.98584,19244.81822,18489.04702,,,,2015/2/12,3728.01938,7468.98584,7244.81822,6489.04702
2015/2/13,15845.24018,19633.23001,19394.60155,18697.35401,,,,2015/2/13,3845.24018,7633.23001,7394.60155,6697.35401
2015/2/16,15887.21976,19786.78671,19526.29144,18858.58234,,,,2015/2/16,3887.21976,7786.78671,7526.29144,6858.58234
2015/2/17,15883.07861,19729.16025,19474.61274,18824.61281,,,,2015/2/17,3883.07861,7729.16025,7474.61274,6824.61281
2015/2/25,15790.40835,19701.14963,19425.24562,18836.62819,,,,2015/2/25,3790.40835,7701.14963,7425.24562,6836.62819
2015/2/26,16067.51831,19987.41757,19716.34552,19117.32988,,,,2015/2/26,4067.51831,7987.41757,7716.34552,7117.32988
2015/2/27,16146.63433,20205.59538,19905.79065,19356.44014,,,,2015/2/27,4146.63433,8205.59538,7905.79065,7356.44014
2015/3/2,16146.63433,20205.59538,19965.02824,19432.81091,,,,2015/3/2,4146.63433,8205.59538,7965.02824,7432.81091
2015/3/3,15924.79383,19715.73235,19732.92435,19200.4401,,,,2015/3/3,3924.79383,7715.73235,7732.92435,7200.4401
2015/3/4,16018.38568,19716.5246,19897.16432,19324.32931,,,,2015/3/4,4018.38568,7716.5246,7897.16432,7324.32931
2015/3/5,15822.5593,19369.49364,19734.54192,19087.25962,,,,2015/3/5,3822.5593,7369.49364,7734.54192,7087.25962
2015/3/6,15801.38835,19436.32776,19703.98025,19042.24776,,,,2015/3/6,3801.38835,7436.32776,7703.98025,7042.24776
2015/3/9,16199.89611,20298.80743,20101.96293,19469.35188,,,,2015/3/9,4199.89611,8298.80743,8101.96293,7469.35188
2015/3/10,16069.98759,19947.70241,19997.37528,19338.10934,,,,2015/3/10,4069.98759,7947.70241,7997.37528,7338.10934
2015/3/11,16092.22564,20080.67522,20032.65866,19338.99663,,,,2015/3/11,4092.22564,8080.67522,8032.65866,7338.99663
2015/3/12,16280.24395,20763.17555,20154.21869,19499.03554,,,,2015/3/12,4280.24395,8763.17555,8154.21869,7499.03554
2015/3/13,16321.9489,20829.04886,20192.83114,19550.10974,,,,2015/3/13,4321.9489,8829.04886,8192.83114,7550.10974
2015/3/16,16675.39342,21176.49953,20634.20723,19995.36967,,,,2015/3/16,4675.39342,9176.49953,8634.20723,7995.36967
2015/3/17,16922.24937,21392.06242,20934.15314,20314.94487,,,,2015/3/17,4922.24937,9392.06242,8934.15314,8314.94487
2015/3/18,17223.0435,21825.65862,21287.58247,20669.79787,,,,2015/3/18,5223.0435,9825.65862,9287.58247,8669.79787
2015/3/19,17167.17409,21640.44695,21220.88561,20627.61047,,,,2015/3/19,5167.17409,9640.44695,9220.88561,8627.61047
2015/3/20,17259.84763,21793.8229,21346.54896,20727.41302,,,,2015/3/20,5259.84763,9793.8229,9346.54896,8727.41302
2015/3/23,17494.66481,22089.85952,21699.71416,20990.42099,,,,2015/3/23,5494.66481,10089.85952,9699.71416,8990.42099
2015/3/24,17495.05936,21990.58829,21705.45646,21011.60264,,,,2015/3/24,5495.05936,9990.58829,9705.45646,9011.60264
2015/3/25,17471.23481,21624.44816,21746.98034,21036.53116,,,,2015/3/25,5471.23481,9624.44816,9746.98034,9036.53116
2015/3/26,17893.12565,21921.18504,22260.48154,21598.46099,,,,2015/3/26,5893.12565,9921.18504,10260.48154,9598.46099
2015/3/27,17770.66888,21881.23476,22123.18034,21421.45894,,,,2015/3/27,5770.66888,9881.23476,10123.18034,9421.45894
2015/3/30,18068.31322,22531.86605,22371.15875,21754.00964,,,,2015/3/30,6068.31322,10531.86605,10371.15875,9754.00964
2015/3/31,17957.30817,22302.18832,22232.24925,21641.20956,,,,2015/3/31,5957.30817,10302.18832,10232.24925,9641.20956
2015/4/1,17957.30817,22494.63447,22232.24925,21867.63271,,,,2015/4/1,5957.30817,10494.63447,10232.24925,9867.63271
2015/4/2,17971.33386,22446.06658,22210.28627,21903.02826,,,,2015/4/2,5971.33386,10446.06658,10210.28627,9903.02826
2015/4/3,18189.19392,22674.80256,22472.82439,22289.85707,,,,2015/4/3,6189.19392,10674.80256,10472.82439,10289.85707
2015/4/7,18585.30353,23246.95871,22985.76194,22621.502,,,,2015/4/7,6585.30353,11246.95871,10985.76194,10621.502
2015/4/8,18682.03894,23537.38483,23163.10584,22445.76201,,,,2015/4/8,6682.03894,11537.38483,11163.10584,10445.76201
2015/4/9,18438.68371,23264.98384,22866.4926,22056.70124,,,,2015/4/9,6438.68371,11264.98384,10866.4926,10056.70124
2015/4/10,18923.03183,23884.71537,23475.42542,22651.79111,,,,2015/4/10,6923.03183,11884.71537,11475.42542,10651.79111
2015/4/13,19323.51853,24501.56501,24024.64048,23021.11361,,,,2015/4/13,7323.51853,12501.56501,12024.64048,11021.11361
2015/4/14,19365.80462,24430.10083,24032.61922,23276.73666,,,,2015/4/14,7365.80462,12430.10083,12032.61922,11276.73666
2015/4/15,19164.91179,24497.00539,23931.56815,22704.67069,,,,2015/4/15,7164.91179,12497.00539,11931.56815,10704.67069
2015/4/16,19970.4705,25385.31784,24858.24752,23725.81902,,,,2015/4/16,7970.4705,13385.31784,12858.24752,11725.81902
2015/4/17,20179.28693,25535.21238,25112.92948,24369.43254,,,,2015/4/17,8179.28693,13535.21238,13112.92948,12369.43254
2015/4/20,19929.54513,24913.09539,24698.81104,24603.38596,,,,2015/4/20,7929.54513,12913.09539,12698.81104,12603.38596
2015/4/21,20541.94575,25493.24405,25319.44219,25249.87853,,,,2015/4/21,8541.94575,13493.24405,13319.44219,13249.87853
2015/4/22,20933.35984,25985.62159,25813.29496,25771.95822,,,,2015/4/22,8933.35984,13985.62159,13813.29496,13771.95822
2015/4/23,20737.20168,25678.8039,25535.52317,25558.10252,,,,2015/4/23,8737.20168,13678.8039,13535.52317,13558.10252
2015/4/24,20541.186,25222.17635,25199.54561,25562.4246,,,,2015/4/24,8541.186,13222.17635,13199.54561,13562.4246
2015/4/27,21038.97367,25921.41846,25895.26093,26344.84065,,,,2015/4/27,9038.97367,13921.41846,13895.26093,14344.84065
2015/4/28,20780.5215,25973.13192,25762.30055,25718.48874,,,,2015/4/28,8780.5215,13973.13192,13762.30055,13718.48874
2015/4/29,20827.20156,25905.38516,25756.42118,25875.49769,,,,2015/4/29,8827.20156,13905.38516,13756.42118,13875.49769
2015/4/30,20770.66615,25684.28982,25616.45123,25959.3,,,,2015/4/30,8770.66615,13684.28982,13616.45123,13959.3
2015/5/4,20770.66615,25684.28982,26060.69244,26899.31684,,,,2015/5/4,8770.66615,13684.28982,14060.69244,14899.31684
2015/5/5,20098.82692,24901.74424,25113.09245,26122.60936,,,,2015/5/5,8098.82692,12901.74424,13113.09245,14122.60936
2015/5/6,19802.72623,24484.76845,24875.51717,25595.26283,,,,2015/5/6,7802.72623,12484.76845,12875.51717,13595.26283
2015/5/7,19410.76793,23965.40456,24532.35947,24879.39223,,,,2015/5/7,7410.76793,11965.40456,12532.35947,12879.39223
2015/5/8,19851.4199,24600.12242,24935.95853,25536.19319,,,,2015/5/8,7851.4199,12600.12242,12935.95853,13536.19319
2015/5/11,20313.97244,25203.05876,25456.04828,26181.86955,,,,2015/5/11,8313.97244,13203.05876,13456.04828,14181.86955
2015/5/12,20779.57277,25836.09365,25828.87027,27063.18211,,,,2015/5/12,8779.57277,13836.09365,13828.87027,15063.18211
