distribution=std,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,
datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1,,,,datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1
2018/12/18,17093.14012,24746.64413,20145.70378,22946.90813,,,,2018/12/18,5093.14012,12746.64413,8145.70378,10946.90813
2018/12/19,16862.90348,24433.92371,19879.9708,22568.80177,,,,2018/12/19,4862.90348,12433.92371,7879.9708,10568.80177
2018/12/20,16721.20291,24095.64966,19637.04517,22415.59049,,,,2018/12/20,4721.20291,12095.64966,7637.04517,10415.59049
2018/12/21,16512.0884,23815.94406,19404.40466,22135.46501,,,,2018/12/21,4512.0884,11815.94406,7404.40466,10135.46501
2018/12/24,16664.41407,23865.5125,19474.06466,22259.75778,,,,2018/12/24,4664.41407,11865.5125,7474.06466,10259.75778
2018/12/25,16545.46973,23757.8958,19381.56923,22194.22776,,,,2018/12/25,4545.46973,11757.8958,7381.56923,10194.22776
2018/12/26,16455.01178,23645.97235,19282.54856,22033.78969,,,,2018/12/26,4455.01178,11645.97235,7282.54856,10033.78969
2018/12/27,16391.75863,23640.31435,19266.19316,22019.93575,,,,2018/12/27,4391.75863,11640.31435,7266.19316,10019.93575
2018/12/28,16488.06325,23878.81151,19466.19189,22431.36477,,,,2018/12/28,4488.06325,11878.81151,7466.19189,10431.36477
2019/1/2,16488.06325,23878.81151,19466.19189,22431.36477,,,,2019/1/2,4488.06325,11878.81151,7466.19189,10431.36477
2019/1/3,16489.8455,24243.21296,19718.29699,22826.18361,,,,2019/1/3,4489.8455,12243.21296,7718.29699,10826.18361
2019/1/4,16819.89037,24774.72888,20146.92691,23327.67289,,,,2019/1/4,4819.89037,12774.72888,8146.92691,11327.67289
2019/1/7,16904.7202,25332.69033,20615.38375,23724.89782,,,,2019/1/7,4904.7202,13332.69033,8615.38375,11724.89782
2019/1/8,16817.38891,25041.63747,20380.35567,23478.74838,,,,2019/1/8,4817.38891,13041.63747,8380.35567,11478.74838
2019/1/9,16978.37374,25041.45667,20391.75497,23493.71778,,,,2019/1/9,4978.37374,13041.45667,8391.75497,11493.71778
2019/1/10,16947.92517,24990.8925,20353.61223,23438.89311,,,,2019/1/10,4947.92517,12990.8925,8353.61223,11438.89311
2019/1/11,17159.83222,25322.92095,20639.04857,23704.20227,,,,2019/1/11,5159.83222,13322.92095,8639.04857,11704.20227
2019/1/14,16997.95898,25091.53026,20439.97707,23515.54061,,,,2019/1/14,4997.95898,13091.53026,8439.97707,11515.54061
2019/1/15,17430.9198,25514.97512,20849.777,23773.36971,,,,2019/1/15,5430.9198,13514.97512,8849.777,11773.36971
2019/1/16,17419.45544,25347.71336,20707.62743,23663.24377,,,,2019/1/16,5419.45544,13347.71336,8707.62743,11663.24377
2019/1/17,17344.36205,25150.59819,20553.10002,23478.78363,,,,2019/1/17,5344.36205,13150.59819,8553.10002,11478.78363
2019/1/18,17675.28527,25487.89778,20836.57389,23800.69288,,,,2019/1/18,5675.28527,13487.89778,8836.57389,11800.69288
2019/1/21,17783.1149,25598.04123,20944.30752,23863.14321,,,,2019/1/21,5783.1149,13598.04123,8944.30752,11863.14321
2019/1/22,17572.15643,25273.44056,20664.46208,23604.88134,,,,2019/1/22,5572.15643,13273.44056,8664.46208,11604.88134
2019/1/23,17582.03888,25297.28409,20675.20024,23649.77018,,,,2019/1/23,5582.03888,13297.28409,8675.20024,11649.77018
2019/1/24,17728.75418,25551.90733,20882.14776,23882.11768,,,,2019/1/24,5728.75418,13551.90733,8882.14776,11882.11768
2019/1/25,17903.27229,25547.82082,20862.53261,23976.37856,,,,2019/1/25,5903.27229,13547.82082,8862.53261,11976.37856
2019/1/28,17895.64489,25467.40562,20803.06721,23897.87648,,,,2019/1/28,5895.64489,13467.40562,8803.06721,11897.87648
2019/1/29,17979.96035,25287.00646,20656.93449,23787.47574,,,,2019/1/29,5979.96035,13287.00646,8656.93449,11787.47574
2019/1/30,17839.30818,25196.91577,20561.96832,23740.13718,,,,2019/1/30,5839.30818,13196.91577,8561.96832,11740.13718
2019/1/31,18073.12762,25242.16296,20590.82958,23864.99522,,,,2019/1/31,6073.12762,13242.16296,8590.82958,11864.99522
2019/2/1,18073.12762,25589.01761,20894.58584,24100.78772,,,,2019/2/1,6073.12762,13589.01761,8894.58584,12100.78772
2019/2/11,18414.13545,26057.6065,21344.62341,24342.30685,,,,2019/2/11,6414.13545,14057.6065,9344.62341,12342.30685
2019/2/12,18511.30119,26149.09755,21414.88302,24423.31391,,,,2019/2/12,6511.30119,14149.09755,9414.88302,12423.31391
2019/2/13,18875.69877,26623.34104,21805.69162,24843.4305,,,,2019/2/13,6875.69877,14623.34104,9805.69162,12843.4305
2019/2/14,18883.53213,26661.28427,21872.05776,24787.67741,,,,2019/2/14,6883.53213,14661.28427,9872.05776,12787.67741
2019/2/15,18693.88581,26321.00643,21593.39013,24441.54232,,,,2019/2/15,6693.88581,14321.00643,9593.39013,12441.54232
2019/2/18,19281.56677,27082.61418,22233.38018,25079.19789,,,,2019/2/18,7281.56677,15082.61418,10233.38018,13079.19789
2019/2/19,19504.10115,27251.26296,22351.19403,25238.24558,,,,2019/2/19,7504.10115,15251.26296,10351.19403,13238.24558
2019/2/20,19528.97948,27258.35349,22343.01938,25274.18919,,,,2019/2/20,7528.97948,15258.35349,10343.01938,13274.18919
2019/2/21,19392.51882,27083.75369,22198.86759,25121.5662,,,,2019/2/21,7392.51882,15083.75369,10198.86759,13121.5662
2019/2/22,19741.54853,27510.99983,22535.85053,25532.09529,,,,2019/2/22,7741.54853,15510.99983,10535.85053,13532.09529
2019/2/25,20903.62301,29072.11611,23751.54077,27139.674,,,,2019/2/25,8903.62301,17072.11611,11751.54077,15139.674
2019/2/26,20620.36867,28618.25084,23389.71601,26666.30822,,,,2019/2/26,8620.36867,16618.25084,11389.71601,14666.30822
2019/2/27,20989.14305,29110.57344,23786.97953,27132.02761,,,,2019/2/27,8989.14305,17110.57344,11786.97953,15132.02761
2019/2/28,20985.94149,29136.62401,23840.34462,27076.01042,,,,2019/2/28,8985.94149,17136.62401,11840.34462,15076.01042
2019/3/1,20985.94149,29136.62401,24303.56988,27647.66347,,,,2019/3/1,8985.94149,17136.62401,12303.56988,15647.66347
2019/3/4,21140.55907,29387.93484,24650.86404,28003.90407,,,,2019/3/4,9140.55907,17387.93484,12650.86404,16003.90407
2019/3/5,21142.30705,29452.70527,24972.3461,28277.84298,,,,2019/3/5,9142.30705,17452.70527,12972.3461,16277.84298
2019/3/6,21079.38714,29429.83033,24996.86384,28391.05189,,,,2019/3/6,9079.38714,17429.83033,12996.86384,16391.05189
2019/3/7,20703.5595,28969.042,24732.14817,28109.99709,,,,2019/3/7,8703.5595,16969.042,12732.14817,16109.99709
2019/3/8,20097.18451,28034.60225,23855.81457,27017.16168,,,,2019/3/8,8097.18451,16034.60225,11855.81457,15017.16168
2019/3/11,20546.43386,28602.45126,24513.15538,27519.71067,,,,2019/3/11,8546.43386,16602.45126,12513.15538,15519.71067
2019/3/12,20577.62914,28764.11319,24960.83614,28005.50728,,,,2019/3/12,8577.62914,16764.11319,12960.83614,16005.50728
2019/3/13,20539.32866,28669.09471,24724.8435,27781.02849,,,,2019/3/13,8539.32866,16669.09471,12724.8435,15781.02849
2019/3/14,20626.22181,28670.95361,24476.25192,27472.42722,,,,2019/3/14,8626.22181,16670.95361,12476.25192,15472.42722
2019/3/15,20837.85839,28894.80889,24576.29941,27524.09627,,,,2019/3/15,8837.85839,16894.80889,12576.29941,15524.09627
2019/3/18,21748.69163,29946.74925,25336.73125,28087.1023,,,,2019/3/18,9748.69163,17946.74925,13336.73125,16087.1023
2019/3/19,21544.42189,29767.66645,25398.59483,28187.04687,,,,2019/3/19,9544.42189,17767.66645,13398.59483,16187.04687
2019/3/20,21569.85125,29772.92236,25303.83801,28100.45996,,,,2019/3/20,9569.85125,17772.92236,13303.83801,16100.45996
2019/3/21,21436.31784,29620.42919,25286.23293,28056.4068,,,,2019/3/21,9436.31784,17620.42919,13286.23293,16056.4068
2019/3/22,21569.71418,29767.26738,25471.94086,28147.9336,,,,2019/3/22,9569.71418,17767.26738,13471.94086,16147.9336
2019/3/25,21139.82292,29358.62478,25793.53431,28348.84581,,,,2019/3/25,9139.82292,17358.62478,13793.53431,16348.84581
2019/3/26,21063.10057,29081.47979,25029.23669,27576.75297,,,,2019/3/26,9063.10057,17081.47979,13029.23669,15576.75297
2019/3/27,21481.29897,29507.41753,25145.8816,27608.47025,,,,2019/3/27,9481.29897,17507.41753,13145.8816,15608.47025
2019/3/28,21591.18794,29564.86135,25126.01655,27462.68994,,,,2019/3/28,9591.18794,17564.86135,13126.01655,15462.68994
2019/3/29,22443.14364,30693.80551,26140.57573,28460.9739,,,,2019/3/29,10443.14364,18693.80551,14140.57573,16460.9739
2019/4/1,22443.14364,31333.3546,26140.57573,29323.7232,,,,2019/4/1,10443.14364,19333.3546,14140.57573,17323.7232
2019/4/2,22645.15182,31280.25612,26129.62615,29535.71247,,,,2019/4/2,10645.15182,19280.25612,14129.62615,17535.71247
2019/4/3,22872.52472,31408.40866,26259.34442,29811.7196,,,,2019/4/3,10872.52472,19408.40866,14259.34442,17811.7196
2019/4/4,23017.89393,31927.96379,26687.89582,30106.18678,,,,2019/4/4,11017.89393,19927.96379,14687.89582,18106.18678
2019/4/8,22917.36319,32083.60119,26822.83199,30092.72069,,,,2019/4/8,10917.36319,20083.60119,14822.83199,18092.72069
2019/4/9,22875.63375,32247.82102,26860.60457,29912.01102,,,,2019/4/9,10875.63375,20247.82102,14860.60457,17912.01102
2019/4/10,22778.07581,32436.07755,26960.45539,29782.90466,,,,2019/4/10,10778.07581,20436.07755,14960.45539,17782.90466
2019/4/11,22464.99023,31718.83156,26451.865,29459.44236,,,,2019/4/11,10464.99023,19718.83156,14451.865,17459.44236
2019/4/12,22295.69121,31602.0858,26373.13314,29320.4945,,,,2019/4/12,10295.69121,19602.0858,14373.13314,17320.4945
2019/4/15,22251.70733,31544.31457,26364.01619,29345.79392,,,,2019/4/15,10251.70733,19544.31457,14364.01619,17345.79392
2019/4/16,22744.29479,32455.73069,27187.60466,30202.23173,,,,2019/4/16,10744.29479,20455.73069,15187.60466,18202.23173
2019/4/17,22824.43865,32534.56906,27206.60967,30197.49448,,,,2019/4/17,10824.43865,20534.56906,15206.60967,18197.49448
2019/4/18,23013.92461,32515.94936,27153.7956,30264.74961,,,,2019/4/18,11013.92461,20515.94936,15153.7956,18264.74961
2019/4/19,23035.84941,32647.51907,27280.9888,30366.30933,,,,2019/4/19,11035.84941,20647.51907,15280.9888,18366.30933
2019/4/22,22566.73937,32069.99184,26734.00804,29645.61739,,,,2019/4/22,10566.73937,20069.99184,14734.00804,17645.61739
2019/4/23,21965.52719,32104.00734,26746.32931,29143.15005,,,,2019/4/23,9965.52719,20104.00734,14746.32931,17143.15005
2019/4/24,21972.92741,32108.41152,26763.31649,29178.41739,,,,2019/4/24,9972.92741,20108.41152,14763.31649,17178.41739
2019/4/25,21275.22642,31513.77484,26303.08273,28479.06188,,,,2019/4/25,9275.22642,19513.77484,14303.08273,16479.06188
2019/4/26,21011.90126,31214.15599,26011.49277,28072.9004,,,,2019/4/26,9011.90126,19214.15599,14011.49277,16072.9004
2019/4/29,20617.06156,31472.3647,26257.20228,27913.50812,,,,2019/4/29,8617.06156,19472.3647,14257.20228,15913.50812
2019/4/30,20865.02235,31664.85166,26405.9462,28157.10333,,,,2019/4/30,8865.02235,19664.85166,14405.9462,16157.10333
2019/5/6,20865.02235,31664.85166,25202.74281,26809.79217,,,,2019/5/6,8865.02235,19664.85166,13202.74281,14809.79217
2019/5/7,21226.06021,32004.81533,25384.41143,26913.52979,,,,2019/5/7,9226.06021,20004.81533,13384.41143,14913.52979
2019/5/8,21047.94036,31948.85489,25117.42633,26751.24396,,,,2019/5/8,9047.94036,19948.85489,13117.42633,14751.24396
2019/5/9,20372.26601,31456.5786,24550.71107,26415.6601,,,,2019/5/9,8372.26601,19456.5786,12550.71107,14415.6601
2019/5/10,21315.65589,32769.37553,25390.24047,27272.02918,,,,2019/5/10,9315.65589,20769.37553,13390.24047,15272.02918
2019/5/13,21295.10318,32473.90567,25160.86507,26903.12571,,,,2019/5/13,9295.10318,20473.90567,13160.86507,14903.12571
2019/5/14,21113.96386,32386.41608,25037.52049,26865.1385,,,,2019/5/14,9113.96386,20386.41608,13037.52049,14865.1385
2019/5/15,22091.74358,33155.49749,25727.66741,27255.62176,,,,2019/5/15,10091.74358,21155.49749,13727.66741,15255.62176
2019/5/16,22239.84968,33463.00165,25845.5164,27431.81676,,,,2019/5/16,10239.84968,21463.00165,13845.5164,15431.81676
2019/5/17,21693.1157,32531.5832,25320.17573,26804.87327,,,,2019/5/17,9693.1157,20531.5832,13320.17573,14804.87327
2019/5/20,21270.8321,32603.62884,25180.53817,27010.26437,,,,2019/5/20,9270.8321,20603.62884,13180.53817,15010.26437
2019/5/21,21463.34218,32906.14332,25388.66707,27239.60096,,,,2019/5/21,9463.34218,20906.14332,13388.66707,15239.60096
2019/5/22,21330.03623,32678.92438,25263.16757,27089.18621,,,,2019/5/22,9330.03623,20678.92438,13263.16757,15089.18621
2019/5/23,20786.94138,32222.06341,24906.45056,26881.93125,,,,2019/5/23,8786.94138,20222.06341,12906.45056,14881.93125
2019/5/24,20984.08153,31904.22261,24990.07459,26648.98254,,,,2019/5/24,8984.08153,19904.22261,12990.07459,14648.98254
2019/5/27,21114.95667,32499.79363,25177.59508,27062.114,,,,2019/5/27,9114.95667,20499.79363,13177.59508,15062.114
2019/5/28,21349.51377,32683.13239,25365.87951,27177.20184,,,,2019/5/28,9349.51377,20683.13239,13365.87951,15177.20184
2019/5/29,21473.00555,32801.67523,25342.47009,27130.93446,,,,2019/5/29,9473.00555,20801.67523,13342.47009,15130.93446
2019/5/30,21411.43455,32614.38889,25277.38138,27009.66156,,,,2019/5/30,9411.43455,20614.38889,13277.38138,15009.66156
2019/5/31,21207.76386,32627.08455,25168.06504,27055.99148,,,,2019/5/31,9207.76386,20627.08455,13168.06504,15055.99148
2019/6/3,21207.76386,32444.29687,25170.84261,26934.80615,,,,2019/6/3,9207.76386,20444.29687,13170.84261,14934.80615
2019/6/4,20711.75902,31783.74194,24887.0383,26578.24695,,,,2019/6/4,8711.75902,19783.74194,12887.0383,14578.24695
2019/6/5,20638.58791,31719.30107,24908.94036,26569.62636,,,,2019/6/5,8638.58791,19719.30107,12908.94036,14569.62636
2019/6/6,20193.06844,31182.24018,24709.60666,26258.55534,,,,2019/6/6,8193.06844,19182.24018,12709.60666,14258.55534
2019/6/10,20322.85247,31523.33085,25064.22344,26520.67123,,,,2019/6/10,8322.85247,19523.33085,13064.22344,14520.67123
2019/6/11,20977.50113,32640.64187,25753.98188,27121.35646,,,,2019/6/11,8977.50113,20640.64187,13753.98188,15121.35646
2019/6/12,20897.81428,32454.6847,25617.2657,27035.85929,,,,2019/6/12,8897.81428,20454.6847,13617.2657,15035.85929
2019/6/13,20885.1521,32424.77575,25582.38237,27006.36182,,,,2019/6/13,8885.1521,20424.77575,13582.38237,15006.36182
2019/6/14,20933.22503,32411.45544,25525.8392,27018.82035,,,,2019/6/14,8933.22503,20411.45544,13525.8392,15018.82035
2019/6/17,20798.31131,32253.20546,25510.04425,26975.15885,,,,2019/6/17,8798.31131,20253.20546,13510.04425,14975.15885
2019/6/18,20703.84556,32202.96932,25572.9771,26972.00993,,,,2019/6/18,8703.84556,20202.96932,13572.9771,14972.00993
2019/6/19,21011.13296,32630.79131,25803.8241,27241.33337,,,,2019/6/19,9011.13296,20630.79131,13803.8241,15241.33337
2019/6/20,21450.80577,33512.87873,26566.17244,27875.54248,,,,2019/6/20,9450.80577,21512.87873,14566.17244,15875.54248
2019/6/21,21757.13622,33785.72604,26523.16743,27968.66968,,,,2019/6/21,9757.13622,21785.72604,14523.16743,15968.66968
2019/6/24,21692.54983,33850.12142,26646.51391,27961.31493,,,,2019/6/24,9692.54983,21850.12142,14646.51391,15961.31493
2019/6/25,21591.34485,33676.7134,26338.64561,27619.9955,,,,2019/6/25,9591.34485,21676.7134,14338.64561,15619.9955
2019/6/26,21872.14384,33926.34313,26327.67071,27741.08868,,,,2019/6/26,9872.14384,21926.34313,14327.67071,15741.08868
2019/6/27,21856.50772,34142.66406,26630.37517,27864.39737,,,,2019/6/27,9856.50772,22142.66406,14630.37517,15864.39737
2019/6/28,21609.63219,33885.86403,26525.79519,27656.05564,,,,2019/6/28,9609.63219,21885.86403,14525.79519,15656.05564
2019/7/1,21609.63219,33885.86403,26525.79519,27656.05564,,,,2019/7/1,9609.63219,21885.86403,14525.79519,15656.05564
2019/7/2,21661.63381,34075.58329,26808.47271,27751.31769,,,,2019/7/2,9661.63381,22075.58329,14808.47271,15751.31769
2019/7/3,21254.85954,33950.68857,26834.92119,27216.73655,,,,2019/7/3,9254.85954,21950.68857,14834.92119,15216.73655
2019/7/4,21009.60765,33941.12377,26898.67139,26886.89517,,,,2019/7/4,9009.60765,21941.12377,14898.67139,14886.89517
2019/7/5,21317.89172,33893.97192,26859.28331,27332.85636,,,,2019/7/5,9317.89172,21893.97192,14859.28331,15332.85636
2019/7/8,20896.53399,33141.88139,26181.52554,26776.47663,,,,2019/7/8,8896.53399,21141.88139,14181.52554,14776.47663
2019/7/9,20868.47862,33038.31512,26146.47527,26759.92122,,,,2019/7/9,8868.47862,21038.31512,14146.47527,14759.92122
2019/7/10,20865.95549,32923.79096,26107.2646,26782.34919,,,,2019/7/10,8865.95549,20923.79096,14107.2646,14782.34919
2019/7/11,20814.02032,32891.43295,26025.8582,26694.61511,,,,2019/7/11,8814.02032,20891.43295,14025.8582,14694.61511
2019/7/12,20967.08681,33065.89193,26108.47446,26881.13363,,,,2019/7/12,8967.08681,21065.89193,14108.47446,14881.13363
2019/7/15,20879.36222,33253.31153,26434.43183,26789.48499,,,,2019/7/15,8879.36222,21253.31153,14434.43183,14789.48499
2019/7/16,20648.54962,33113.61554,26303.59421,26465.94873,,,,2019/7/16,8648.54962,21113.61554,14303.59421,14465.94873
2019/7/17,20570.58852,33027.18023,26265.91412,26371.44557,,,,2019/7/17,8570.58852,21027.18023,14265.91412,14371.44557
2019/7/18,20319.07977,32708.36703,25851.98031,25993.93832,,,,2019/7/18,8319.07977,20708.36703,13851.98031,13993.93832
2019/7/19,20484.65729,32971.18787,25973.78576,26180.92101,,,,2019/7/19,8484.65729,20971.18787,13973.78576,14180.92101
2019/7/22,20427.25742,32600.69615,25486.9526,26077.31458,,,,2019/7/22,8427.25742,20600.69615,13486.9526,14077.31458
2019/7/23,20296.68022,32698.21808,25626.27016,25898.96037,,,,2019/7/23,8296.68022,20698.21808,13626.27016,13898.96037
2019/7/24,20321.22968,32926.96148,25851.21575,25925.13627,,,,2019/7/24,8321.22968,20926.96148,13851.21575,13925.13627
2019/7/25,20571.08067,33304.21702,26077.48317,26226.07739,,,,2019/7/25,8571.08067,21304.21702,14077.48317,14226.07739
2019/7/26,20584.50786,33393.20236,26223.38886,26258.94381,,,,2019/7/26,8584.50786,21393.20236,14223.38886,14258.94381
2019/7/29,20719.88823,33493.55117,26368.98313,26462.86435,,,,2019/7/29,8719.88823,21493.55117,14368.98313,14462.86435
2019/7/30,20685.72562,33523.81636,26334.38962,26393.81235,,,,2019/7/30,8685.72562,21523.81636,14334.38962,14393.81235
2019/7/31,20425.96421,33311.81444,26219.96314,26057.28189,,,,2019/7/31,8425.96421,21311.81444,14219.96314,14057.28189
2019/8/1,20425.96421,32946.25775,25894.80905,25738.98631,,,,2019/8/1,8425.96421,20946.25775,13894.80905,13738.98631
2019/8/2,20059.52647,32518.78409,25516.2544,25519.90172,,,,2019/8/2,8059.52647,20518.78409,13516.2544,13519.90172
2019/8/5,19882.59651,32050.10905,25229.49499,25125.1146,,,,2019/8/5,7882.59651,20050.10905,13229.49499,13125.1146
2019/8/6,19518.5519,31664.01363,24875.76562,24970.80926,,,,2019/8/6,7518.5519,19664.01363,12875.76562,12970.80926
2019/8/7,19276.35394,31454.60033,24633.79164,24845.29982,,,,2019/8/7,7276.35394,19454.60033,12633.79164,12845.29982
2019/8/8,19724.29229,32059.35028,25152.50362,25272.69411,,,,2019/8/8,7724.29229,20059.35028,13152.50362,13272.69411
2019/8/9,19393.64195,31753.33609,24768.66178,24944.78809,,,,2019/8/9,7393.64195,19753.33609,12768.66178,12944.78809
2019/8/12,19643.87518,32289.53019,25244.57667,25719.50486,,,,2019/8/12,7643.87518,20289.53019,13244.57667,13719.50486
2019/8/13,19586.29102,32087.88036,25166.88307,25640.54267,,,,2019/8/13,7586.29102,20087.88036,13166.88307,13640.54267
2019/8/14,19807.1427,32315.35609,25494.20881,26067.431,,,,2019/8/14,7807.1427,20315.35609,13494.20881,14067.431
2019/8/15,19804.10706,32302.62696,25490.1162,26063.42143,,,,2019/8/15,7804.10706,20302.62696,13490.1162,14063.42143
2019/8/16,19805.51968,32373.38894,25597.6299,26372.63162,,,,2019/8/16,7805.51968,20373.38894,13597.6299,14372.63162
2019/8/19,20266.49753,32777.1234,26074.29044,26658.71981,,,,2019/8/19,8266.49753,20777.1234,14074.29044,14658.71981
2019/8/20,20353.43432,32856.99135,26208.76948,26844.04411,,,,2019/8/20,8353.43432,20856.99135,14208.76948,14844.04411
2019/8/21,20346.86679,32740.83794,26125.50821,26621.77126,,,,2019/8/21,8346.86679,20740.83794,14125.50821,14621.77126
2019/8/22,20583.60808,32998.45676,26479.1057,27086.46408,,,,2019/8/22,8583.60808,20998.45676,14479.1057,15086.46408
2019/8/23,20530.00211,33199.17582,26530.70011,27352.19112,,,,2019/8/23,8530.00211,21199.17582,14530.70011,15352.19112
2019/8/26,20447.79321,32778.58882,26294.42548,26878.46721,,,,2019/8/26,8447.79321,20778.58882,14294.42548,14878.46721
2019/8/27,20751.51937,33135.10596,26685.86706,27289.2162,,,,2019/8/27,8751.51937,21135.10596,14685.86706,15289.2162
2019/8/28,20773.23136,33071.31084,26730.91128,27375.06665,,,,2019/8/28,8773.23136,21071.31084,14730.91128,15375.06665
2019/8/29,20798.01657,33058.27045,26805.10293,27536.20082,,,,2019/8/29,8798.01657,21058.27045,14805.10293,15536.20082
2019/8/30,21244.45496,33485.71502,27341.93565,28032.79776,,,,2019/8/30,9244.45496,21485.71502,15341.93565,16032.79776
2019/9/2,21244.45496,33485.71502,27973.51354,28169.41569,,,,2019/9/2,9244.45496,21485.71502,15973.51354,16169.41569
2019/9/3,21200.29506,33472.18217,27988.81678,28100.50352,,,,2019/9/3,9200.29506,21472.18217,15988.81678,16100.50352
2019/9/4,21149.51446,33370.82005,27803.86507,27860.0736,,,,2019/9/4,9149.51446,21370.82005,15803.86507,15860.0736
2019/9/5,21362.82277,33670.04655,28017.85946,28113.57383,,,,2019/9/5,9362.82277,21670.04655,16017.85946,16113.57383
2019/9/6,21410.23462,33763.35767,28086.5116,28137.43594,,,,2019/9/6,9410.23462,21763.35767,16086.5116,16137.43594
2019/9/9,21414.97193,33889.43975,28278.63334,28181.71167,,,,2019/9/9,9414.97193,21889.43975,16278.63334,16181.71167
2019/9/10,21328.25043,33692.23308,28078.41769,28064.63586,,,,2019/9/10,9328.25043,21692.23308,16078.41769,16064.63586
2019/9/11,20848.09096,33129.24287,27583.18827,27162.60729,,,,2019/9/11,8848.09096,21129.24287,15583.18827,15162.60729
2019/9/12,21084.57329,33400.57302,27781.92678,27534.57008,,,,2019/9/12,9084.57329,21400.57302,15781.92678,15534.57008
2019/9/16,21003.11912,33311.36015,27739.27533,27445.41546,,,,2019/9/16,9003.11912,21311.36015,15739.27533,15445.41546
2019/9/17,20812.69495,32796.03039,27199.0699,27217.75503,,,,2019/9/17,8812.69495,20796.03039,15199.0699,15217.75503
2019/9/18,21249.49168,33141.07807,27376.32111,27962.43243,,,,2019/9/18,9249.49168,21141.07807,15376.32111,15962.43243
2019/9/19,21232.18251,33302.09311,27612.28742,27928.46303,,,,2019/9/19,9232.18251,21302.09311,15612.28742,15928.46303
2019/9/20,21363.00641,33386.7326,27618.2918,28110.61268,,,,2019/9/20,9363.00641,21386.7326,15618.2918,16110.61268
2019/9/23,21131.73447,33055.39524,27355.21851,27793.83383,,,,2019/9/23,9131.73447,21055.39524,15355.21851,15793.83383
2019/9/24,21351.84101,33242.1561,27471.95265,28187.388,,,,2019/9/24,9351.84101,21242.1561,15471.95265,16187.388
2019/9/25,21279.11121,32987.81432,27138.1154,28008.62279,,,,2019/9/25,9279.11121,20987.81432,15138.1154,16008.62279
2019/9/26,21205.86162,32573.98237,26527.90078,27725.25356,,,,2019/9/26,9205.86162,20573.98237,14527.90078,15725.25356
2019/9/27,21226.94034,32633.30951,26595.74193,27759.95392,,,,2019/9/27,9226.94034,20633.30951,14595.74193,15759.95392
2019/9/30,20965.59694,32246.86746,26279.56953,27398.03132,,,,2019/9/30,8965.59694,20246.86746,14279.56953,15398.03132
2019/10/8,20965.59694,32390.83933,26279.56953,27632.27188,,,,2019/10/8,8965.59694,20390.83933,14279.56953,15632.27188
2019/10/9,21113.98795,32446.89681,26469.1798,27442.26183,,,,2019/10/9,9113.98795,20446.89681,14469.1798,15442.26183
2019/10/10,21255.80072,32588.43707,26506.85672,27568.15496,,,,2019/10/10,9255.80072,20588.43707,14506.85672,15568.15496
2019/10/11,21292.40765,32824.74047,26894.66397,27744.21825,,,,2019/10/11,9292.40765,20824.74047,14894.66397,15744.21825
2019/10/14,21628.43721,33223.85522,27337.36154,27904.9031,,,,2019/10/14,9628.43721,21223.85522,15337.36154,15904.9031
2019/10/15,21313.78661,33209.43456,27374.65477,28192.45184,,,,2019/10/15,9313.78661,21209.43456,15374.65477,16192.45184
2019/10/16,21151.7943,32830.72784,27171.01739,27695.5863,,,,2019/10/16,9151.7943,20830.72784,15171.01739,15695.5863
2019/10/17,21031.6325,32789.34721,27130.51042,27769.25951,,,,2019/10/17,9031.6325,20789.34721,15130.51042,15769.25951
2019/10/18,20726.3224,32360.09844,26736.98016,27469.19114,,,,2019/10/18,8726.3224,20360.09844,14736.98016,15469.19114
2019/10/21,20809.94236,32465.39317,26952.96315,27439.00946,,,,2019/10/21,8809.94236,20465.39317,14952.96315,15439.00946
2019/10/22,20860.01127,32537.79253,26926.31932,27564.49054,,,,2019/10/22,8860.01127,20537.79253,14926.31932,15564.49054
2019/10/23,20715.92054,32297.28877,26836.03319,27263.87901,,,,2019/10/23,8715.92054,20297.28877,14836.03319,15263.87901
2019/10/24,20807.46298,32260.82468,26989.83013,26960.64597,,,,2019/10/24,8807.46298,20260.82468,14989.83013,14960.64597
2019/10/25,20876.346,32493.82806,27041.74147,27358.28797,,,,2019/10/25,8876.346,20493.82806,15041.74147,15358.28797
2019/10/28,21115.97183,32750.37173,27034.5274,27665.26156,,,,2019/10/28,9115.97183,20750.37173,15034.5274,15665.26156
2019/10/29,20870.76316,32711.97269,26989.18947,27887.94796,,,,2019/10/29,8870.76316,20711.97269,14989.18947,15887.94796
2019/10/30,20650.92246,32439.86114,26844.95173,27643.96727,,,,2019/10/30,8650.92246,20439.86114,14844.95173,15643.96727
2019/10/31,20547.00648,32415.07138,26756.91129,27773.7461,,,,2019/10/31,8547.00648,20415.07138,14756.91129,15773.7461
2019/11/1,20547.00648,32415.07138,27212.29593,28036.6318,,,,2019/11/1,8547.00648,20415.07138,15212.29593,16036.6318
2019/11/4,20682.26027,32527.39201,27354.54719,28229.77076,,,,2019/11/4,8682.26027,20527.39201,15354.54719,16229.77076
