distribution=std,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,,,,,取相同的时间跨度,,,,,,,减去各自的初值,,,,,
datetime,freq=1 back=2,datetime,freq=1 back=3,datetime,freq=1 back=4,datetime,freq=1 back=5,datetime,freq=1 back=6,,,datetime,freq=1 back=2,freq=1 back=3,freq=1 back=4,freq=1 back=5,freq=1 back=6,,datetime,freq=1 back=2,freq=1 back=3,freq=1 back=4,freq=1 back=5,freq=1 back=6
2013/7/11,9269.643575,2013/8/9,10131.63755,2013/9/2,10047.78021,2013/10/11,10541.66769,2013/11/12,11392.64119,,,2013/11/12,8657.921828,10227.0267,10333.75293,9916.53398,11392.64119,,2013/11/12,-1704.704812,-750.78817,-244.33071,-643.12423,-607.35881
2013/7/12,9046.149588,2013/8/12,10323.04163,2013/9/3,10171.33362,2013/10/14,10580.59147,2013/11/13,11236.57895,,,2013/11/13,8465.587323,10014.45868,10187.8628,9792.124038,11236.57895,,2013/11/13,-1897.039317,-963.35619,-390.22084,-767.534172,-763.42105
2013/7/15,9137.578973,2013/8/13,10337.57887,2013/9/4,10253.0038,2013/10/15,10562.26339,2013/11/14,11457.36075,,,2013/11/14,8529.246797,10108.82782,10381.70241,10012.08594,11457.36075,,2013/11/14,-1833.379843,-868.98705,-196.38123,-547.57227,-542.63925
2013/7/16,9200.146837,2013/8/14,10263.67511,2013/9/5,10328.19995,2013/10/16,10366.35057,2013/11/15,11643.31537,,,2013/11/15,8660.661418,10263.25401,10549.2251,10197.27919,11643.31537,,2013/11/15,-1701.965222,-714.56086,-28.85854,-362.37902,-356.68463
2013/7/17,9056.469395,2013/8/15,10194.59742,2013/9/6,10410.20593,2013/10/17,10327.71706,2013/11/18,11928.66395,,,2013/11/18,8963.864682,10593.51023,10810.92332,10517.05002,11928.66395,,2013/11/18,-1398.761958,-384.30464,232.83968,-42.60819,-71.33605
2013/7/18,8901.643502,2013/8/16,10049.61988,2013/9/9,10640.96911,2013/10/18,10439.70777,2013/11/19,11786.3219,,,2013/11/19,8844.998705,10455.12876,10681.16375,10395.54524,11786.3219,,2013/11/19,-1517.627935,-522.68611,103.08011,-164.11297,-213.6781
2013/7/19,8685.746293,2013/8/19,10170.3226,2013/9/10,10688.07452,2013/10/21,10652.70733,2013/11/20,11923.03563,,,2013/11/20,8933.364374,10552.54528,10802.20348,10596.01217,11923.03563,,2013/11/20,-1429.262266,-425.26959,224.11984,36.35396,-76.96437
2013/7/22,8669.927499,2013/8/20,10139.73407,2013/9/11,10635.28574,2013/10/22,10537.87545,2013/11/21,11741.08855,,,2013/11/21,8845.79388,10438.45697,10640.02607,10434.43251,11741.08855,,2013/11/21,-1516.83276,-539.3579,61.94243,-125.2257,-258.91145
2013/7/23,8852.351531,2013/8/21,10151.81939,2013/9/12,10674.9949,2013/10/23,10351.25873,2013/11/22,11722.00364,,,2013/11/22,8819.753264,10408.67604,10621.76927,10429.91261,11722.00364,,2013/11/22,-1542.873376,-569.13883,43.68563,-129.7456,-277.99636
2013/7/24,8755.101582,2013/8/22,10126.09325,2013/9/13,10772.25673,2013/10/24,10274.39433,2013/11/25,11740.37899,,,2013/11/25,8801.704871,10390.87669,10635.97674,10473.13932,11740.37899,,2013/11/25,-1560.921769,-586.93818,57.8931,-86.51889,-259.62101
2013/7/25,8731.285805,2013/8/23,10056.64801,2013/9/16,10745.39583,2013/10/25,10072.97617,2013/11/26,11716.35684,,,2013/11/26,8783.532221,10369.09677,10614.13141,10454.55669,11716.35684,,2013/11/26,-1579.094419,-608.7181,36.04777,-105.10152,-283.64316
2013/7/26,8644.323576,2013/8/26,10211.55289,2013/9/17,10548.14249,2013/10/28,10021.30538,2013/11/27,11870.93878,,,2013/11/27,8877.38443,10479.20803,10751.84569,10635.55516,11870.93878,,2013/11/27,-1485.24221,-498.60684,173.76205,75.89695,-129.06122
2013/7/29,8443.426174,2013/8/27,10317.40032,2013/9/18,10563.70674,2013/10/29,9922.542941,2013/11/28,12003.57232,,,2013/11/28,8932.453011,10563.31482,10871.50747,10679.47224,12003.57232,,2013/11/28,-1430.173629,-414.50005,293.42383,119.81403,3.57232
2013/7/30,8518.10001,2013/8/28,10445.80198,2013/9/23,10673.97843,2013/10/30,10087.77018,2013/11/29,12086.94284,,,2013/11/29,8973.907791,10610.08521,10944.50393,10806.9253,12086.94284,,2013/11/29,-1388.718849,-367.72966,366.42029,247.26709,86.94284
2013/7/31,8508.101361,2013/8/29,10316.04014,2013/9/24,10720.87918,2013/10/31,9924.022848,2013/12/2,12086.94284,,,2013/12/2,8973.907791,10610.08521,10944.50393,10806.9253,12086.94284,,2013/12/2,-1388.718849,-367.72966,366.42029,247.26709,86.94284
2013/8/1,8508.101361,2013/8/30,10251.24231,2013/9/25,10640.9108,2013/11/1,9924.022848,2013/12/3,12208.31451,,,2013/12/3,9105.017801,10762.87041,11053.42483,10920.1282,12208.31451,,2013/12/3,-1257.608839,-214.94446,475.34119,360.46999,208.31451
2013/8/2,8609.265404,2013/9/2,10251.24231,2013/9/26,10565.55322,2013/11/4,9924.317564,2013/12/4,12295.31856,,,2013/12/4,9172.415458,10841.15067,11129.62942,11005.81177,12295.31856,,2013/12/4,-1190.211182,-136.6642,551.54578,446.15356,295.31856
2013/8/5,8722.415778,2013/9/3,10401.18916,2013/9/27,10546.71216,2013/11/5,9919.8479,2013/12/5,12185.31774,,,2013/12/5,9085.642503,10737.04965,11026.57503,10917.66005,12185.31774,,2013/12/5,-1276.984137,-240.76522,448.49139,358.00184,185.31774
2013/8/6,8739.496845,2013/9/4,10463.64231,2013/9/30,10620.58851,2013/11/6,9839.675161,2013/12/6,12079.95043,,,2013/12/6,9000.081371,10630.97463,10920.70697,10854.71322,12079.95043,,2013/12/6,-1362.545269,-346.84024,342.62333,295.05501,79.95043
2013/8/7,8744.29849,2013/9/5,10490.24098,2013/10/8,10620.58851,2013/11/7,9731.336939,2013/12/9,12117.3453,,,2013/12/9,9054.849532,10696.47828,10958.36344,10877.82952,12117.3453,,2013/12/9,-1307.777108,-281.33659,380.2798,318.17131,117.3453
2013/8/8,8679.114776,2013/9/6,10632.78828,2013/10/9,10715.21071,2013/11/8,9621.193263,2013/12/10,12056.11332,,,2013/12/10,8988.76855,10614.78722,10894.03642,10849.02253,12056.11332,,2013/12/10,-1373.85809,-363.02765,315.95278,289.36432,56.11332
2013/8/9,8697.016177,2013/9/9,11155.74202,2013/10/10,10607.64033,2013/11/11,9721.474426,2013/12/11,11901.90107,,,2013/12/11,8883.911962,10489.81529,10753.22281,10715.10149,11901.90107,,2013/12/11,-1478.714678,-487.99958,175.13917,155.44328,-98.09893
2013/8/12,8854.826966,2013/9/10,11196.15903,2013/10/11,10772.61442,2013/11/12,9916.53398,2013/12/12,11860.83239,,,2013/12/12,8859.807309,10460.39698,10714.73949,10682.56445,11860.83239,,2013/12/12,-1502.819331,-517.41789,136.65585,122.90624,-139.16761
2013/8/13,8852.765363,2013/9/11,11126.98364,2013/10/14,10765.41907,2013/11/13,9792.124038,2013/12/13,11811.05027,,,2013/12/13,8831.641432,10425.69275,10667.60158,10644.64647,11811.05027,,2013/12/13,-1530.985208,-552.12212,89.51794,84.98826,-188.94973
2013/8/14,8783.805163,2013/9/12,11336.45441,2013/10/15,10694.03874,2013/11/14,10012.08594,2013/12/16,11626.88013,,,2013/12/16,8670.245175,10234.53384,10498.07069,10487.29502,11626.88013,,2013/12/16,-1692.381465,-743.28103,-80.01295,-72.36319,-373.11987
2013/8/15,8735.368232,2013/9/13,11278.28317,2013/10/16,10491.89711,2013/11/15,10197.27919,2013/12/17,11699.72693,,,2013/12/17,8744.706671,10327.31299,10575.25543,10519.41151,11699.72693,,2013/12/17,-1617.919969,-650.50188,-2.82821,-40.2467,-300.27307
2013/8/16,8598.89138,2013/9/16,11264.88566,2013/10/17,10446.1765,2013/11/18,10517.05002,2013/12/18,11616.17986,,,2013/12/18,8661.588067,10224.8889,10489.50348,10474.31222,11616.17986,,2013/12/18,-1701.038573,-752.92597,-88.58016,-85.34599,-383.82014
2013/8/19,8699.108566,2013/9/17,11034.5232,2013/10/18,10560.41624,2013/11/19,10395.54524,2013/12/19,11433.35896,,,2013/12/19,8524.844036,10060.13843,10317.72219,10329.64495,11433.35896,,2013/12/19,-1837.782604,-917.67644,-260.36145,-230.01326,-566.64104
2013/8/20,8672.668572,2013/9/18,11039.26341,2013/10/21,10731.82942,2013/11/20,10596.01217,2013/12/20,11191.25507,,,2013/12/20,8372.362823,9875.27829,10091.65534,10134.99478,11191.25507,,2013/12/20,-1990.263817,-1102.53658,-486.4283,-424.66343,-808.74493
2013/8/21,8686.248517,2013/9/23,11117.84344,2013/10/22,10606.33127,2013/11/21,10434.43251,2013/12/23,11295.37895,,,2013/12/23,8460.027148,9986.362527,10201.70448,10180.93937,11295.37895,,2013/12/23,-1902.599492,-991.452343,-376.37916,-378.71884,-704.62105
2013/8/22,8665.319531,2013/9/24,10996.19855,2013/10/23,10482.16384,2013/11/22,10429.91261,2013/12/24,11302.04145,,,2013/12/24,8474.836566,10003.82403,10208.47929,10185.07276,11302.04145,,2013/12/24,-1887.790074,-973.99084,-369.60435,-374.58545,-697.95855
2013/8/23,8605.431954,2013/9/25,10921.62576,2013/10/24,10415.44456,2013/11/25,10473.13932,2013/12/25,11389.2472,,,2013/12/25,8555.376556,10098.81069,10288.30865,10261.09541,11389.2472,,2013/12/25,-1807.250084,-879.00418,-289.77499,-298.5628,-610.7528
2013/8/26,8732.743827,2013/9/26,10753.13876,2013/10/25,10277.36988,2013/11/26,10454.55669,2013/12/26,11233.881,,,2013/12/26,8440.523089,9962.406451,10146.4486,10125.76169,11233.881,,2013/12/26,-1922.103551,-1015.408419,-431.63504,-433.89652,-766.119
2013/8/27,8819.102975,2013/9/27,10749.21231,2013/10/28,10266.98393,2013/11/27,10635.55516,2013/12/27,11502.77478,,,2013/12/27,8656.064796,10223.3976,10403.59099,10325.60795,11502.77478,,2013/12/27,-1706.561844,-754.41727,-174.49265,-234.05026,-497.22522
2013/8/28,8894.158216,2013/9/30,10806.05205,2013/10/29,10224.84981,2013/11/28,10679.47224,2013/12/30,11472.94045,,,2013/12/30,8634.163912,10196.30823,10374.20478,10306.10241,11472.94045,,2013/12/30,-1728.462728,-781.50664,-203.87886,-253.5558,-527.05955
2013/8/29,8792.872424,2013/10/8,10806.05205,2013/10/30,10390.96613,2013/11/29,10806.9253,2013/12/31,11583.17876,,,2013/12/31,8695.032408,10263.74956,10463.18217,10436.50401,11583.17876,,2013/12/31,-1667.594232,-714.06531,-114.90147,-123.1542,-416.82124
2013/8/30,8735.834504,2013/10/9,10898.28103,2013/10/31,10226.19968,2013/12/2,10806.9253,2014/1/2,11583.17876,,,2014/1/2,8695.032408,10263.74956,10463.18217,10436.50401,11583.17876,,2014/1/2,-1667.594232,-714.06531,-114.90147,-123.1542,-416.82124
2013/9/2,8735.834504,2013/10/10,10835.23166,2013/11/1,10226.19968,2013/12/3,10920.1282,2014/1/3,11451.81443,,,2014/1/3,8595.990195,10137.66767,10352.81151,10302.89075,11451.81443,,2014/1/3,-1766.636445,-840.1472,-225.27213,-256.76746,-548.18557
2013/9/3,8885.840134,2013/10/11,10966.31783,2013/11/4,10250.22476,2013/12/4,11005.81177,2014/1/6,11158.37209,,,2014/1/6,8386.673687,9913.208118,10093.23553,10011.01229,11158.37209,,2014/1/6,-1975.952953,-1064.606752,-484.84811,-548.64592,-841.62791
2013/9/4,8912.420452,2013/10/14,11028.58436,2013/11/5,10262.38505,2013/12/5,10917.66005,2014/1/7,11202.79301,,,2014/1/7,8416.400537,9936.497561,10136.00019,10051.56106,11202.79301,,2014/1/7,-1946.226103,-1041.317309,-442.08345,-508.09715,-797.20699
2013/9/5,8922.328641,2013/10/15,11009.95982,2013/11/6,10195.10367,2013/12/6,10854.71322,2014/1/8,11292.80604,,,2014/1/8,8480.28492,10008.59197,10211.05347,10150.37132,11292.80604,,2014/1/8,-1882.34172,-969.2229,-367.03017,-409.28689,-707.19396
2013/9/6,9054.412362,2013/10/16,10777.43506,2013/11/7,10034.97534,2013/12/9,10877.82952,2014/1/9,11155.50957,,,2014/1/9,8387.016138,9916.471685,10094.2447,9997.680008,11155.50957,,2014/1/9,-1975.610502,-1061.343185,-483.83894,-561.978202,-844.49043
2013/9/9,9667.773293,2013/10/17,10736.97501,2013/11/8,9915.798802,2013/12/10,10849.02253,2014/1/10,11140.72073,,,2014/1/10,8385.847508,9919.856302,10102.03955,9928.385304,11140.72073,,2014/1/10,-1976.779132,-1057.958568,-476.04409,-631.272906,-859.27927
2013/9/10,9698.497547,2013/10/18,10869.84871,2013/11/11,10086.58779,2013/12/11,10715.10149,2014/1/13,11130.0009,,,2014/1/13,8379.724473,9914.184569,10095.8028,9909.135258,11130.0009,,2014/1/13,-1982.902167,-1063.630301,-482.28084,-650.522952,-869.9991
2013/9/11,9645.008016,2013/10/21,11090.25551,2013/11/12,10333.75293,2013/12/12,10682.56445,2014/1/14,11240.16107,,,2014/1/14,8456.586642,9987.888512,10197.51735,10013.1664,11240.16107,,2014/1/14,-1906.039998,-989.926358,-380.56629,-546.49181,-759.83893
2013/9/12,9916.224067,2013/10/22,10972.87552,2013/11/13,10187.8628,2013/12/13,10644.64647,2014/1/15,11250.69551,,,2014/1/15,8452.874139,9965.492742,10195.07073,10063.58777,11250.69551,,2014/1/15,-1909.752501,-1012.322128,-383.01291,-496.07044,-749.30449
2013/9/13,9777.613078,2013/10/23,10747.14075,2013/11/14,10381.70241,2013/12/16,10487.29502,2014/1/16,11304.80522,,,2014/1/16,8493.641261,9996.033102,10262.40915,10076.66368,11304.80522,,2014/1/16,-1868.985379,-981.781768,-315.67449,-482.99453,-695.19478
2013/9/16,9756.42072,2013/10/24,10669.42014,2013/11/15,10549.2251,2013/12/17,10519.41151,2014/1/17,11091.3838,,,2014/1/17,8336.300531,9821.629435,10065.50301,9887.85219,11091.3838,,2014/1/17,-2026.326109,-1156.185435,-512.58063,-671.80602,-908.6162
2013/9/17,9535.467797,2013/10/25,10428.0708,2013/11/18,10810.92332,2013/12/18,10474.31222,2014/1/20,11040.72526,,,2014/1/20,8294.323276,9767.624514,10013.9615,9859.414227,11040.72526,,2014/1/20,-2068.303364,-1210.190356,-564.12214,-700.243983,-959.27474
2013/9/18,9535.893868,2013/10/28,10392.99362,2013/11/19,10681.16375,2013/12/19,10329.64495,2014/1/21,11080.99268,,,2014/1/21,8324.098846,9807.453875,10044.33934,9907.90651,11080.99268,,2014/1/21,-2038.527794,-1170.360995,-533.7443,-651.7517,-919.00732
2013/9/23,9586.273173,2013/10/29,10220.94011,2013/11/20,10802.20348,2013/12/20,10134.99478,2014/1/22,11388.77714,,,2014/1/22,8550.166936,10059.89861,10324.1293,10189.51862,11388.77714,,2014/1/22,-1812.459704,-917.91626,-253.95434,-370.13959,-611.22286
2013/9/24,9377.307427,2013/10/30,10415.40699,2013/11/21,10640.02607,2013/12/23,10180.93937,2014/1/23,11396.1327,,,2014/1/23,8550.376344,10037.89715,10339.70789,10187.20158,11396.1327,,2014/1/23,-1812.250296,-939.91772,-238.37575,-372.45663,-603.8673
2013/9/25,9318.327037,2013/10/31,10259.63095,2013/11/22,10621.76927,2013/12/24,10185.07276,2014/1/24,11416.1691,,,2014/1/24,8561.903048,10049.64037,10350.50623,10224.70372,11416.1691,,2014/1/24,-1800.723592,-928.1745,-227.57741,-334.95449,-583.8309
2013/9/26,9142.975942,2013/11/1,10259.63095,2013/11/25,10635.97674,2013/12/25,10261.09541,2014/1/27,11349.13161,,,2014/1/27,8510.25436,9985.80035,10289.42511,10167.36177,11349.13161,,2014/1/27,-1852.37228,-992.01452,-288.65853,-392.29644,-650.86839
2013/9/27,9161.279154,2013/11/4,10239.28582,2013/11/26,10614.13141,2013/12/26,10125.76169,2014/1/28,11261.69632,,,2014/1/28,8453.169981,9952.062003,10198.28868,10098.70733,11261.69632,,2014/1/28,-1909.456659,-1025.752867,-379.79496,-460.95088,-738.30368
2013/9/30,9198.726637,2013/11/5,10219.16045,2013/11/27,10751.84569,2013/12/27,10325.60795,2014/1/29,11241.11009,,,2014/1/29,8433.31159,9955.623988,10140.38756,10162.43879,11241.11009,,2014/1/29,-1929.31505,-1022.190882,-437.69608,-397.21942,-758.88991
2013/10/8,9198.726637,2013/11/6,10109.7463,2013/11/28,10871.50747,2013/12/30,10306.10241,2014/1/30,11125.66461,,,2014/1/30,8333.632837,9843.585016,9996.182786,10155.19809,11125.66461,,2014/1/30,-2028.993803,-1134.229854,-581.900854,-404.46012,-874.33539
2013/10/9,9274.420697,2013/11/7,10038.96037,2013/11/29,10944.50393,2013/12/31,10436.50401,2014/2/7,11125.66461,,,2014/2/7,8333.632837,9843.585016,9996.182786,10155.19809,11125.66461,,2014/2/7,-2028.993803,-1134.229854,-581.900854,-404.46012,-874.33539
2013/10/10,9227.779531,2013/11/8,9935.753961,2013/12/2,10944.50393,2014/1/2,10436.50401,2014/2/10,11307.94902,,,2014/2/10,8480.287825,10024.44535,10151.14374,10324.07178,11307.94902,,2014/2/10,-1882.338815,-953.36952,-426.9399,-235.58643,-692.05098
2013/10/11,9338.975581,2013/11/11,10036.42138,2013/12/3,11053.42483,2014/1/3,10302.89075,2014/2/11,11419.25633,,,2014/2/11,8515.164432,10059.40352,10258.8877,10469.06955,11419.25633,,2014/2/11,-1847.462208,-918.41135,-319.19594,-90.58866,-580.74367
2013/10/14,9406.35736,2013/11/12,10227.0267,2013/12/4,11129.62942,2014/1/6,10011.01229,2014/2/12,11435.2727,,,2014/2/12,8529.873008,10072.65689,10277.92987,10473.11669,11435.2727,,2014/2/12,-1832.753632,-905.15798,-300.15377,-86.54152,-564.7273
2013/10/15,9423.387433,2013/11/13,10014.45868,2013/12/5,11026.57503,2014/1/7,10051.56106,2014/2/13,11423.15693,,,2014/2/13,8456.307542,9981.54387,10272.69444,10527.19836,11423.15693,,2014/2/13,-1906.319098,-996.271,-305.3892,-32.45985,-576.84307
2013/10/16,9246.722363,2013/11/14,10108.82782,2013/12/6,10920.70697,2014/1/8,10150.37132,2014/2/14,11462.14611,,,2014/2/14,8505.226783,10056.38024,10288.0634,10571.60639,11462.14611,,2014/2/14,-1857.399857,-921.43463,-290.02024,11.94818,-537.85389
2013/10/17,9216.391108,2013/11/15,10263.25401,2013/12/9,10958.36344,2014/1/9,9997.680008,2014/2/17,11592.9745,,,2014/2/17,8666.47288,10254.19976,10396.40458,10633.00513,11592.9745,,2014/2/17,-1696.15376,-723.61511,-181.67906,73.34692,-407.0255
2013/10/18,9318.199307,2013/11/18,10593.51023,2013/12/10,10894.03642,2014/1/10,9928.385304,2014/2/18,11439.89973,,,2014/2/18,8571.005696,10141.96455,10258.01437,10472.57309,11439.89973,,2014/2/18,-1791.620944,-835.85032,-320.06927,-87.08512,-560.10027
2013/10/21,9535.887375,2013/11/19,10455.12876,2013/12/11,10753.22281,2014/1/13,9909.135258,2014/2/19,11581.95165,,,2014/2/19,8618.282814,10189.47713,10395.90311,10653.82194,11581.95165,,2014/2/19,-1744.343826,-788.33774,-182.18053,94.16373,-418.04835
2013/10/22,9439.60907,2013/11/20,10552.54528,2013/12/12,10714.73949,2014/1/14,10013.1664,2014/2/20,11414.69089,,,2014/2/20,8483.867526,10045.03341,10229.44453,10537.57284,11414.69089,,2014/2/20,-1878.759114,-932.78146,-348.63911,-22.08537,-585.30911
2013/10/23,9227.566956,2013/11/21,10438.45697,2013/12/13,10667.60158,2014/1/15,10063.58777,2014/2/21,11340.20907,,,2014/2/21,8442.774547,9995.341798,10163.64204,10450.8883,11340.20907,,2014/2/21,-1919.852093,-982.473072,-414.4416,-108.76991,-659.79093
2013/10/24,9152.350139,2013/11/22,10408.67604,2013/12/16,10498.07069,2014/1/16,10076.66368,2014/2/24,11111.54556,,,2014/2/24,8291.268033,9823.953149,9949.320353,10233.63684,11111.54556,,2014/2/24,-2071.358607,-1153.861721,-628.763287,-326.02137,-888.45444
2013/10/25,8926.394277,2013/11/25,10390.87669,2013/12/17,10575.25543,2014/1/17,9887.85219,2014/2/25,10808.94439,,,2014/2/25,8012.574197,9490.515804,9682.958526,10008.44872,10808.94439,,2014/2/25,-2350.052443,-1487.299066,-895.125114,-551.20949,-1191.05561
2013/10/28,8856.683684,2013/11/26,10369.09677,2013/12/18,10489.50348,2014/1/20,9859.414227,2014/2/26,10806.55005,,,2014/2/26,8000.13984,9472.359887,9684.893922,10011.95785,10806.55005,,2014/2/26,-2362.4868,-1505.454983,-893.189718,-547.70036,-1193.44995
2013/10/29,8721.677634,2013/11/27,10479.20803,2013/12/19,10317.72219,2014/1/21,9907.90651,2014/2/27,10886.41604,,,2014/2/27,8048.740544,9510.849077,9778.322304,10063.0503,10886.41604,,2014/2/27,-2313.886096,-1466.965793,-799.761336,-496.60791,-1113.58396
2013/10/30,8873.177174,2013/11/28,10563.31482,2013/12/20,10091.65534,2014/1/22,10189.51862,2014/2/28,10947.97872,,,2014/2/28,8118.312554,9616.545898,9806.567695,10135.61942,10947.97872,,2014/2/28,-2244.314086,-1361.268972,-771.515945,-424.03879,-1052.02128
2013/10/31,8728.685969,2013/11/29,10610.08521,2013/12/23,10201.70448,2014/1/23,10187.20158,2014/3/3,10947.97872,,,2014/3/3,8118.312554,9616.545898,9806.567695,10135.61942,10947.97872,,2014/3/3,-2244.314086,-1361.268972,-771.515945,-424.03879,-1052.02128
2013/11/1,8728.685969,2013/12/2,10610.08521,2013/12/24,10208.47929,2014/1/24,10224.70372,2014/3/4,10910.63104,,,2014/3/4,8110.711676,9625.838752,9746.845629,10167.47561,10910.63104,,2014/3/4,-2251.914964,-1351.976118,-831.238011,-392.1826,-1089.36896
2013/11/4,8699.321043,2013/12/3,10762.87041,2013/12/25,10288.30865,2014/1/27,10167.36177,2014/3/5,10909.96875,,,2014/3/5,8082.864316,9565.466887,9780.669717,10085.5979,10909.96875,,2014/3/5,-2279.762324,-1412.347983,-797.413923,-474.06031,-1090.03125
2013/11/5,8673.490479,2013/12/4,10841.15067,2013/12/26,10146.4486,2014/1/28,10098.70733,2014/3/6,10880.21453,,,2014/3/6,8072.093076,9584.179345,9750.765371,10016.8327,10880.21453,,2014/3/6,-2290.533564,-1393.635525,-827.318269,-542.82551,-1119.78547
2013/11/6,8569.89368,2013/12/5,10737.04965,2013/12/27,10403.59099,2014/1/29,10162.43879,2014/3/7,10927.85375,,,2014/3/7,8094.338929,9595.583528,9808.887815,10028.94999,10927.85375,,2014/3/7,-2268.287711,-1382.231342,-769.195825,-530.70822,-1072.14625
2013/11/7,8534.109398,2013/12/6,10630.97463,2013/12/30,10374.20478,2014/1/30,10155.19809,2014/3/10,10649.65522,,,2014/3/10,7869.515066,9326.832194,9591.759367,9656.613271,10649.65522,,2014/3/10,-2493.111574,-1650.982676,-986.324273,-903.044939,-1350.34478
2013/11/8,8450.36832,2013/12/9,10696.47828,2013/12/31,10463.18217,2014/2/7,10155.19809,2014/3/11,10789.2194,,,2014/3/11,7946.442129,9395.495097,9752.438905,9691.590398,10789.2194,,2014/3/11,-2416.184511,-1582.319773,-825.644735,-868.067812,-1210.7806
2013/11/11,8513.215778,2013/12/10,10614.78722,2014/1/2,10463.18217,2014/2/10,10324.07178,2014/3/12,10773.74122,,,2014/3/12,7952.408419,9432.957939,9723.65346,9681.133343,10773.74122,,2014/3/12,-2410.218221,-1544.856931,-854.43018,-878.524867,-1226.25878
2013/11/12,8657.921828,2013/12/11,10489.81529,2014/1/3,10352.81151,2014/2/11,10469.06955,2014/3/13,11082.92386,,,2014/3/13,8156.675019,9647.120712,10030.55292,9903.373775,11082.92386,,2014/3/13,-2205.951621,-1330.694158,-547.53072,-656.284435,-917.07614
2013/11/13,8465.587323,2013/12/12,10460.39698,2014/1/6,10093.23553,2014/2/12,10473.11669,2014/3/14,10964.66743,,,2014/3/14,8072.68472,9552.25307,9920.468061,9801.482754,10964.66743,,2014/3/14,-2289.94192,-1425.5618,-657.615579,-758.175456,-1035.33257
2013/11/14,8529.246797,2013/12/13,10425.69275,2014/1/7,10136.00019,2014/2/13,10527.19836,2014/3/17,11031.08504,,,2014/3/17,8120.494766,9592.410516,9973.607551,9914.424642,11031.08504,,2014/3/17,-2242.131874,-1385.404354,-604.476089,-645.233568,-968.91496
2013/11/15,8660.661418,2013/12/16,10234.53384,2014/1/8,10211.05347,2014/2/14,10571.60639,2014/3/18,11046.34177,,,2014/3/18,8117.868471,9573.656945,10003.8944,9893.398228,11046.34177,,2014/3/18,-2244.758169,-1404.157925,-574.18924,-666.259982,-953.65823
2013/11/18,8963.864682,2013/12/17,10327.31299,2014/1/9,10094.2447,2014/2/17,10633.00513,2014/3/19,10943.91482,,,2014/3/19,8052.27948,9502.186409,9896.85125,9844.75324,10943.91482,,2014/3/19,-2310.34716,-1475.628461,-681.23239,-714.90497,-1056.08518
2013/11/19,8844.998705,2013/12/18,10224.8889,2014/1/10,10102.03955,2014/2/18,10472.57309,2014/3/20,10701.10206,,,2014/3/20,7890.275155,9353.997007,9670.574902,9578.508424,10701.10206,,2014/3/20,-2472.351485,-1623.817863,-907.508738,-981.149786,-1298.89794
2013/11/20,8933.364374,2013/12/19,10060.13843,2014/1/13,10095.8028,2014/2/19,10653.82194,2014/3/21,10954.37175,,,2014/3/21,8109.418502,9671.137448,9872.241062,9808.989983,10954.37175,,2014/3/21,-2253.208138,-1306.677422,-705.842578,-750.668227,-1045.62825
2013/11/21,8845.79388,2013/12/20,9875.27829,2014/1/14,10197.51735,2014/2/20,10537.57284,2014/3/24,10973.00519,,,2014/3/24,8128.837305,9702.622242,9883.446224,9832.2226,10973.00519,,2014/3/24,-2233.789335,-1275.192628,-694.637416,-727.43561,-1026.99481
2013/11/22,8819.753264,2013/12/23,9986.362527,2014/1/15,10195.07073,2014/2/21,10450.8883,2014/3/25,10880.892,,,2014/3/25,8063.80025,9618.750896,9791.33655,9794.108371,10880.892,,2014/3/25,-2298.82639,-1359.063974,-786.74709,-765.549839,-1119.108
2013/11/25,8801.704871,2013/12/24,10003.82403,2014/1/16,10262.40915,2014/2/24,10233.63684,2014/3/26,10800.44403,,,2014/3/26,8014.204457,9576.024762,9709.85384,9727.443591,10800.44403,,2014/3/26,-2348.422183,-1401.790108,-868.2298,-832.214619,-1199.55597
2013/11/26,8783.532221,2013/12/25,10098.81069,2014/1/17,10065.50301,2014/2/25,10008.44872,2014/3/27,10682.99884,,,2014/3/27,7953.609777,9553.643072,9583.744169,9612.624656,10682.99884,,2014/3/27,-2409.016863,-1424.171798,-994.339471,-947.033554,-1317.00116
2013/11/27,8877.38443,2013/12/26,9962.406451,2014/1/20,10013.9615,2014/2/26,10011.95785,2014/3/28,10518.14396,,,2014/3/28,7855.118857,9490.85027,9422.538396,9418.999457,10518.14396,,2014/3/28,-2507.507783,-1486.9646,-1155.545244,-1140.658753,-1481.85604
2013/11/28,8932.453011,2013/12/27,10223.3976,2014/1/21,10044.33934,2014/2/27,10063.0503,2014/3/31,10575.52339,,,2014/3/31,7884.144262,9499.048735,9484.080242,9478.829629,10575.52339,,2014/3/31,-2478.482378,-1478.766135,-1094.003398,-1080.828581,-1424.47661
2013/11/29,8973.907791,2013/12/30,10196.30823,2014/1/22,10324.1293,2014/2/28,10135.61942,2014/4/1,10575.52339,,,2014/4/1,7884.144262,9499.048735,9484.080242,9478.829629,10575.52339,,2014/4/1,-2478.482378,-1478.766135,-1094.003398,-1080.828581,-1424.47661
