distribution=std,,freq=1,back=6,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,
datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]",,,,,,datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]"
2014/6/3,10429.18413,11180.2126,13435.35822,,,,,,2014/6/3,-1570.81587,-819.7874,1435.35822
2014/6/4,10357.33135,11107.59362,13346.90174,,,,,,2014/6/4,-1642.66865,-892.40638,1346.90174
2014/6/5,10474.42909,11235.13645,13502.60253,,,,,,2014/6/5,-1525.57091,-764.86355,1502.60253
2014/6/6,10387.8077,11145.8651,13392.03812,,,,,,2014/6/6,-1612.1923,-854.1349,1392.03812
2014/6/9,10399.54188,11149.34824,13411.02304,,,,,,2014/6/9,-1600.45812,-850.65176,1411.02304
2014/6/10,10514.05738,11264.20723,13556.27498,,,,,,2014/6/10,-1485.94262,-735.79277,1556.27498
2014/6/11,10499.50995,11261.91044,13544.95442,,,,,,2014/6/11,-1500.49005,-738.08956,1544.95442
2014/6/12,10522.88991,11304.08524,13542.69182,,,,,,2014/6/12,-1477.11009,-695.91476,1542.69182
2014/6/13,10650.11579,11415.78396,13701.25944,,,,,,2014/6/13,-1349.88421,-584.21604,1701.25944
2014/6/16,10780.73105,11539.34628,13844.16773,,,,,,2014/6/16,-1219.26895,-460.65372,1844.16773
2014/6/17,10659.01099,11403.94298,13702.46217,,,,,,2014/6/17,-1340.98901,-596.05702,1702.46217
2014/6/18,10614.30838,11354.20727,13623.14786,,,,,,2014/6/18,-1385.69162,-645.79273,1623.14786
2014/6/19,10478.84746,11194.44127,13473.14766,,,,,,2014/6/19,-1521.15254,-805.55873,1473.14766
2014/6/20,10515.13213,11236.2927,13507.32391,,,,,,2014/6/20,-1484.86787,-763.7073,1507.32391
2014/6/23,10502.01004,11244.32543,13477.88181,,,,,,2014/6/23,-1497.98996,-755.67457,1477.88181
2014/6/24,10541.8487,11329.34027,13518.90191,,,,,,2014/6/24,-1458.1513,-670.65973,1518.90191
2014/6/25,10482.01017,11263.94186,13440.55686,,,,,,2014/6/25,-1517.98983,-736.05814,1440.55686
2014/6/26,10549.10533,11347.30974,13520.51396,,,,,,2014/6/26,-1450.89467,-652.69026,1520.51396
2014/6/27,10569.11388,11387.1573,13500.61093,,,,,,2014/6/27,-1430.88612,-612.8427,1500.61093
2014/6/30,10715.29522,11556.06477,13591.47387,,,,,,2014/6/30,-1284.70478,-443.93523,1591.47387
2014/7/1,10715.29522,11556.06477,13591.47387,,,,,,2014/7/1,-1284.70478,-443.93523,1591.47387
2014/7/2,10783.97023,11651.53577,13886.54795,,,,,,2014/7/2,-1216.02977,-348.46423,1886.54795
2014/7/3,10773.79774,11621.51891,13745.82253,,,,,,2014/7/3,-1226.20226,-378.48109,1745.82253
2014/7/4,10795.05497,11630.25716,13730.99323,,,,,,2014/7/4,-1204.94503,-369.74284,1730.99323
2014/7/7,10878.203,11733.28262,14058.75292,,,,,,2014/7/7,-1121.797,-266.71738,2058.75292
2014/7/8,10884.06762,11737.95308,14046.4682,,,,,,2014/7/8,-1115.93238,-262.04692,2046.4682
2014/7/9,10763.64155,11623.5732,14044.97127,,,,,,2014/7/9,-1236.35845,-376.4268,2044.97127
2014/7/10,10707.39306,11566.91706,14000.17163,,,,,,2014/7/10,-1292.60694,-433.08294,2000.17163
2014/7/11,10793.97602,11635.80165,14323.14108,,,,,,2014/7/11,-1206.02398,-364.19835,2323.14108
2014/7/14,10929.61927,11724.67821,14307.14664,,,,,,2014/7/14,-1070.38073,-275.32179,2307.14664
2014/7/15,11066.02121,11826.24723,14397.11827,,,,,,2014/7/15,-933.97879,-173.75277,2397.11827
2014/7/16,10872.20592,11627.87544,13872.83492,,,,,,2014/7/16,-1127.79408,-372.12456,1872.83492
2014/7/17,10768.35964,11513.23983,13676.93686,,,,,,2014/7/17,-1231.64036,-486.76017,1676.93686
2014/7/18,10857.95081,11546.60005,13610.30584,,,,,,2014/7/18,-1142.04919,-453.39995,1610.30584
2014/7/21,10928.09932,11605.14739,13784.4477,,,,,,2014/7/21,-1071.90068,-394.85261,1784.4477
2014/7/22,11003.1718,11688.78933,13847.91197,,,,,,2014/7/22,-996.8282,-311.21067,1847.91197
2014/7/23,10989.51651,11693.89764,13870.06064,,,,,,2014/7/23,-1010.48349,-306.10236,1870.06064
2014/7/24,11048.61015,11796.59176,13765.41914,,,,,,2014/7/24,-951.38985,-203.40824,1765.41914
2014/7/25,11126.46427,11882.20639,13844.21469,,,,,,2014/7/25,-873.53573,-117.79361,1844.21469
2014/7/28,11466.07078,12314.58568,14325.79741,,,,,,2014/7/28,-533.92922,314.58568,2325.79741
2014/7/29,11534.76769,12417.22667,14566.70183,,,,,,2014/7/29,-465.23231,417.22667,2566.70183
2014/7/30,11559.43951,12426.21719,14694.13127,,,,,,2014/7/30,-440.56049,426.21719,2694.13127
2014/7/31,11743.85294,12607.28367,14862.48177,,,,,,2014/7/31,-256.14706,607.28367,2862.48177
2014/8/1,11743.85294,12607.28367,14862.48177,,,,,,2014/8/1,-256.14706,607.28367,2862.48177
2014/8/4,11919.90607,12790.07437,15080.0089,,,,,,2014/8/4,-80.09393,790.07437,3080.0089
2014/8/5,11864.34128,12763.49129,15022.06384,,,,,,2014/8/5,-135.65872,763.49129,3022.06384
2014/8/6,11802.88327,12720.69425,14912.57819,,,,,,2014/8/6,-197.11673,720.69425,2912.57819
2014/8/7,11620.61449,12524.24055,14671.24214,,,,,,2014/8/7,-379.38551,524.24055,2671.24214
2014/8/8,11678.56809,12599.76907,14748.84117,,,,,,2014/8/8,-321.43191,599.76907,2748.84117
2014/8/11,11831.41992,12755.66824,14927.97134,,,,,,2014/8/11,-168.58008,755.66824,2927.97134
2014/8/12,11766.48394,12710.28833,14846.26139,,,,,,2014/8/12,-233.51606,710.28833,2846.26139
2014/8/13,11728.21379,12686.61086,14834.30941,,,,,,2014/8/13,-271.78621,686.61086,2834.30941
2014/8/14,11638.69897,12586.88226,14722.70151,,,,,,2014/8/14,-361.30103,586.88226,2722.70151
2014/8/15,11710.78022,12673.14565,14814.85958,,,,,,2014/8/15,-289.21978,673.14565,2814.85958
2014/8/18,11746.04181,12719.79173,14848.15257,,,,,,2014/8/18,-253.95819,719.79173,2848.15257
2014/8/19,11759.68291,12733.02084,14850.07018,,,,,,2014/8/19,-240.31709,733.02084,2850.07018
2014/8/20,11732.94801,12729.2726,14830.28302,,,,,,2014/8/20,-267.05199,729.2726,2830.28302
2014/8/21,11657.63021,12654.75027,14715.09096,,,,,,2014/8/21,-342.36979,654.75027,2715.09096
2014/8/22,11697.02067,12686.31386,14762.00937,,,,,,2014/8/22,-302.97933,686.31386,2762.00937
2014/8/25,11575.63074,12558.21437,14627.35415,,,,,,2014/8/25,-424.36926,558.21437,2627.35415
2014/8/26,11536.26394,12485.1151,14584.13353,,,,,,2014/8/26,-463.73606,485.1151,2584.13353
2014/8/27,11591.15408,12551.78601,14589.13086,,,,,,2014/8/27,-408.84592,551.78601,2589.13086
2014/8/28,11452.62905,12425.28335,14462.11523,,,,,,2014/8/28,-547.37095,425.28335,2462.11523
2014/8/29,11644.38717,12647.78945,14666.87557,,,,,,2014/8/29,-355.61283,647.78945,2666.87557
2014/9/1,11644.38717,12647.78945,14666.87557,,,,,,2014/9/1,-355.61283,647.78945,2666.87557
2014/9/2,11949.46173,13008.07357,15251.49484,,,,,,2014/9/2,-50.53827,1008.07357,3251.49484
2014/9/3,12045.92434,13107.3664,15353.13484,,,,,,2014/9/3,45.92434,1107.3664,3353.13484
2014/9/4,12156.94965,13247.1394,15595.05034,,,,,,2014/9/4,156.94965,1247.1394,3595.05034
2014/9/5,12302.0734,13401.6033,15828.99729,,,,,,2014/9/5,302.0734,1401.6033,3828.99729
2014/9/9,12275.78189,13371.96313,15854.47141,,,,,,2014/9/9,275.78189,1371.96313,3854.47141
2014/9/10,12279.00193,13362.01464,15901.21795,,,,,,2014/9/10,279.00193,1362.01464,3901.21795
2014/9/11,12242.20178,13359.20835,15965.98037,,,,,,2014/9/11,242.20178,1359.20835,3965.98037
2014/9/12,12416.12605,13585.88374,16427.82725,,,,,,2014/9/12,416.12605,1585.88374,4427.82725
2014/9/15,12437.45575,13609.14151,16505.0975,,,,,,2014/9/15,437.45575,1609.14151,4505.0975
2014/9/16,12052.14498,13206.77314,15796.92623,,,,,,2014/9/16,52.14498,1206.77314,3796.92623
2014/9/17,12035.484,13166.89586,15686.00874,,,,,,2014/9/17,35.484,1166.89586,3686.00874
2014/9/18,12050.65478,13172.39117,15614.98407,,,,,,2014/9/18,50.65478,1172.39117,3614.98407
2014/9/19,12256.38296,13421.50345,16089.76807,,,,,,2014/9/19,256.38296,1421.50345,4089.76807
2014/9/22,12006.17662,13138.8855,15756.66552,,,,,,2014/9/22,6.17662,1138.8855,3756.66552
2014/9/23,12201.63259,13370.76489,16181.48073,,,,,,2014/9/23,201.63259,1370.76489,4181.48073
2014/9/24,12455.77805,13667.39891,16645.18334,,,,,,2014/9/24,455.77805,1667.39891,4645.18334
2014/9/25,12466.55759,13685.42431,16733.43475,,,,,,2014/9/25,466.55759,1685.42431,4733.43475
2014/9/26,12405.5686,13605.64607,16580.03643,,,,,,2014/9/26,405.5686,1605.64607,4580.03643
2014/9/29,12521.64415,13743.25288,16851.10496,,,,,,2014/9/29,521.64415,1743.25288,4851.10496
2014/9/30,12526.27278,13736.37843,16816.93306,,,,,,2014/9/30,526.27278,1736.37843,4816.93306
2014/10/8,12526.27278,13736.37843,16816.93306,,,,,,2014/10/8,526.27278,1736.37843,4816.93306
2014/10/9,12528.16326,13746.49137,16830.61565,,,,,,2014/10/9,528.16326,1746.49137,4830.61565
2014/10/10,12466.71357,13665.92428,16682.20429,,,,,,2014/10/10,466.71357,1665.92428,4682.20429
2014/10/13,12368.30438,13537.15895,16431.05348,,,,,,2014/10/13,368.30438,1537.15895,4431.05348
2014/10/14,12333.92428,13494.92264,16375.98195,,,,,,2014/10/14,333.92428,1494.92264,4375.98195
2014/10/15,12350.8834,13503.44755,16432.91496,,,,,,2014/10/15,350.8834,1503.44755,4432.91496
2014/10/16,12314.12264,13418.57628,16347.22317,,,,,,2014/10/16,314.12264,1418.57628,4347.22317
2014/10/17,12313.60445,13455.35445,16412.59656,,,,,,2014/10/17,313.60445,1455.35445,4412.59656
2014/10/20,12349.64364,13483.29236,16432.89797,,,,,,2014/10/20,349.64364,1483.29236,4432.89797
2014/10/21,12243.88726,13372.7568,16337.16539,,,,,,2014/10/21,243.88726,1372.7568,4337.16539
2014/10/22,12242.22982,13347.42109,16253.00341,,,,,,2014/10/22,242.22982,1347.42109,4253.00341
2014/10/23,12191.61479,13245.86499,16079.72851,,,,,,2014/10/23,191.61479,1245.86499,4079.72851
2014/10/24,12143.32287,13189.0237,16041.84702,,,,,,2014/10/24,143.32287,1189.0237,4041.84702
2014/10/27,12024.05606,13114.89572,15963.85215,,,,,,2014/10/27,24.05606,1114.89572,3963.85215
2014/10/28,12213.78508,13324.83673,16137.25938,,,,,,2014/10/28,213.78508,1324.83673,4137.25938
2014/10/29,12332.50543,13435.41272,16261.28206,,,,,,2014/10/29,332.50543,1435.41272,4261.28206
2014/10/30,12395.24918,13452.39521,16290.58904,,,,,,2014/10/30,395.24918,1452.39521,4290.58904
2014/10/31,12684.15884,13654.70823,16495.13208,,,,,,2014/10/31,684.15884,1654.70823,4495.13208
2014/11/3,12684.15884,13654.70823,16495.13208,,,,,,2014/11/3,684.15884,1654.70823,4495.13208
2014/11/4,12564.9714,13537.81907,16370.52308,,,,,,2014/11/4,564.9714,1537.81907,4370.52308
2014/11/5,12540.58464,13523.73198,16431.83498,,,,,,2014/11/5,540.58464,1523.73198,4431.83498
2014/11/6,12554.76102,13528.57951,16415.21383,,,,,,2014/11/6,554.76102,1528.57951,4415.21383
2014/11/7,12489.2362,13476.96302,16315.39678,,,,,,2014/11/7,489.2362,1476.96302,4315.39678
2014/11/10,12631.70443,13614.6026,16298.47665,,,,,,2014/11/10,631.70443,1614.6026,4298.47665
2014/11/11,12294.85972,13291.30461,15545.89957,,,,,,2014/11/11,294.85972,1291.30461,3545.89957
2014/11/12,12410.90751,13397.97366,15722.58682,,,,,,2014/11/12,410.90751,1397.97366,3722.58682
2014/11/13,12083.64767,13029.83292,15066.52901,,,,,,2014/11/13,83.64767,1029.83292,3066.52901
2014/11/14,12195.17805,13116.56626,15199.6479,,,,,,2014/11/14,195.17805,1116.56626,3199.6479
2014/11/17,12264.91716,13167.39191,15383.83215,,,,,,2014/11/17,264.91716,1167.39191,3383.83215
2014/11/18,12159.64222,13056.29089,15346.39577,,,,,,2014/11/18,159.64222,1056.29089,3346.39577
2014/11/19,12154.74079,13058.55226,15378.18981,,,,,,2014/11/19,154.74079,1058.55226,3378.18981
2014/11/20,12031.94886,12926.95586,15137.69534,,,,,,2014/11/20,31.94886,926.95586,3137.69534
2014/11/21,12153.06755,13061.04068,15249.30654,,,,,,2014/11/21,153.06755,1061.04068,3249.30654
2014/11/24,12302.81888,13220.73101,15524.49374,,,,,,2014/11/24,302.81888,1220.73101,3524.49374
2014/11/25,12432.98145,13370.10713,15695.84732,,,,,,2014/11/25,432.98145,1370.10713,3695.84732
2014/11/26,12625.49644,13599.50844,15952.1504,,,,,,2014/11/26,625.49644,1599.50844,3952.1504
2014/11/27,12742.95486,13753.8496,16152.50688,,,,,,2014/11/27,742.95486,1753.8496,4152.50688
2014/11/28,12753.41482,13882.75616,15917.59216,,,,,,2014/11/28,753.41482,1882.75616,3917.59216
2014/12/1,12753.41482,13882.75616,15917.59216,,,,,,2014/12/1,753.41482,1882.75616,3917.59216
2014/12/2,13277.93299,14239.07413,16170.04584,,,,,,2014/12/2,1277.93299,2239.07413,4170.04584
2014/12/3,13340.54589,14402.96433,16373.1441,,,,,,2014/12/3,1340.54589,2402.96433,4373.1441
2014/12/4,13954.63492,14902.38389,16851.95599,,,,,,2014/12/4,1954.63492,2902.38389,4851.95599
2014/12/5,14217.31614,15024.19352,16528.88174,,,,,,2014/12/5,2217.31614,3024.19352,4528.88174
2014/12/8,14519.63934,15347.00497,16685.65334,,,,,,2014/12/8,2519.63934,3347.00497,4685.65334
2014/12/9,13590.66366,14627.61222,16291.71993,,,,,,2014/12/9,1590.66366,2627.61222,4291.71993
2014/12/10,14076.60414,15135.99382,16865.89853,,,,,,2014/12/10,2076.60414,3135.99382,4865.89853
2014/12/11,13978.17279,15048.53797,16759.6509,,,,,,2014/12/11,1978.17279,3048.53797,4759.6509
2014/12/12,13943.4326,15086.13891,16899.89814,,,,,,2014/12/12,1943.4326,3086.13891,4899.89814
2014/12/15,13858.4061,15128.18432,17103.25972,,,,,,2014/12/15,1858.4061,3128.18432,5103.25972
2014/12/16,14170.31625,15251.41426,17002.78174,,,,,,2014/12/16,2170.31625,3251.41426,5002.78174
2014/12/17,14596.22554,15359.35748,16907.97568,,,,,,2014/12/17,2596.22554,3359.35748,4907.97568
2014/12/18,14560.52907,15412.00976,16879.15867,,,,,,2014/12/18,2560.52907,3412.00976,4879.15867
2014/12/19,14655.0135,15433.91931,16870.14194,,,,,,2014/12/19,2655.0135,3433.91931,4870.14194
2014/12/22,15029.42135,15590.51077,17055.55734,,,,,,2014/12/22,3029.42135,3590.51077,5055.55734
2014/12/23,14672.53242,15381.28535,17142.98062,,,,,,2014/12/23,2672.53242,3381.28535,5142.98062
2014/12/24,14383.58028,15258.39566,17050.26849,,,,,,2014/12/24,2383.58028,3258.39566,5050.26849
2014/12/25,14834.72191,15585.46188,17260.53165,,,,,,2014/12/25,2834.72191,3585.46188,5260.53165
2014/12/26,15178.57833,15843.76668,17450.24487,,,,,,2014/12/26,3178.57833,3843.76668,5450.24487
2014/12/29,15218.81242,15925.85554,17629.42815,,,,,,2014/12/29,3218.81242,3925.85554,5629.42815
2014/12/30,15382.86818,15909.71446,17538.97663,,,,,,2014/12/30,3382.86818,3909.71446,5538.97663
2014/12/31,15683.88315,16146.90822,17712.70097,,,,,,2014/12/31,3683.88315,4146.90822,5712.70097
2015/1/5,15683.88315,16146.90822,17712.70097,,,,,,2015/1/5,3683.88315,4146.90822,5712.70097
2015/1/6,16011.76789,16534.10194,18426.44817,,,,,,2015/1/6,4011.76789,4534.10194,6426.44817
2015/1/7,15776.90305,16293.21327,18154.97188,,,,,,2015/1/7,3776.90305,4293.21327,6154.97188
2015/1/8,15642.50442,16101.65043,18021.35659,,,,,,2015/1/8,3642.50442,4101.65043,6021.35659
2015/1/9,15488.06239,15944.34301,17729.22425,,,,,,2015/1/9,3488.06239,3944.34301,5729.22425
2015/1/12,15131.57115,15534.89486,17135.82556,,,,,,2015/1/12,3131.57115,3534.89486,5135.82556
2015/1/13,15236.11255,15667.55412,17405.00996,,,,,,2015/1/13,3236.11255,3667.55412,5405.00996
2015/1/14,15249.93421,15748.98199,17522.00846,,,,,,2015/1/14,3249.93421,3748.98199,5522.00846
2015/1/15,15481.13048,16020.28545,17748.26462,,,,,,2015/1/15,3481.13048,4020.28545,5748.26462
2015/1/16,15640.90601,16198.04366,17964.14209,,,,,,2015/1/16,3640.90601,4198.04366,5964.14209
2015/1/19,14755.24857,15231.79206,17074.11366,,,,,,2015/1/19,2755.24857,3231.79206,5074.11366
2015/1/20,15162.78414,15650.01401,17680.72305,,,,,,2015/1/20,3162.78414,3650.01401,5680.72305
2015/1/21,15689.4398,16243.19106,18328.78678,,,,,,2015/1/21,3689.4398,4243.19106,6328.78678
2015/1/22,16202.41703,16861.66037,19411.06661,,,,,,2015/1/22,4202.41703,4861.66037,7411.06661
2015/1/23,15957.1442,16594.11784,18954.91864,,,,,,2015/1/23,3957.1442,4594.11784,6954.91864
2015/1/26,16212.52342,16837.71999,19329.02829,,,,,,2015/1/26,4212.52342,4837.71999,7329.02829
2015/1/27,16242.01309,16867.69032,19529.2673,,,,,,2015/1/27,4242.01309,4867.69032,7529.2673
2015/1/28,15931.36119,16518.03881,19044.28665,,,,,,2015/1/28,3931.36119,4518.03881,7044.28665
2015/1/29,15693.28053,16250.26329,18733.09478,,,,,,2015/1/29,3693.28053,4250.26329,6733.09478
2015/1/30,15564.67951,16099.0708,18500.77824,,,,,,2015/1/30,3564.67951,4099.0708,6500.77824
2015/2/2,15564.67951,16099.0708,18500.77824,,,,,,2015/2/2,3564.67951,4099.0708,6500.77824
2015/2/3,15839.72575,16351.49034,18858.80345,,,,,,2015/2/3,3839.72575,4351.49034,6858.80345
2015/2/4,15679.40521,16225.86925,18632.5578,,,,,,2015/2/4,3679.40521,4225.86925,6632.5578
2015/2/5,15546.71759,16079.13476,18527.99056,,,,,,2015/2/5,3546.71759,4079.13476,6527.99056
2015/2/6,15274.3588,15806.83682,18246.62241,,,,,,2015/2/6,3274.3588,3806.83682,6246.62241
2015/2/9,15472.73667,16060.25789,18525.5019,,,,,,2015/2/9,3472.73667,4060.25789,6525.5019
2015/2/10,15656.2103,16216.75533,18739.75367,,,,,,2015/2/10,3656.2103,4216.75533,6739.75367
2015/2/11,15684.51507,16253.40256,18740.93953,,,,,,2015/2/11,3684.51507,4253.40256,6740.93953
2015/2/12,15728.01938,16342.38311,18813.22091,,,,,,2015/2/12,3728.01938,4342.38311,6813.22091
2015/2/13,15845.24018,16444.76702,18918.69981,,,,,,2015/2/13,3845.24018,4444.76702,6918.69981
2015/2/16,15887.21976,16508.09085,18921.1931,,,,,,2015/2/16,3887.21976,4508.09085,6921.1931
2015/2/17,15883.07861,16480.16875,18925.94458,,,,,,2015/2/17,3883.07861,4480.16875,6925.94458
2015/2/25,15790.40835,16388.7757,18761.10235,,,,,,2015/2/25,3790.40835,4388.7757,6761.10235
2015/2/26,16067.51831,16657.53894,19110.14237,,,,,,2015/2/26,4067.51831,4657.53894,7110.14237
2015/2/27,16146.63433,16756.66346,19141.16725,,,,,,2015/2/27,4146.63433,4756.66346,7141.16725
2015/3/2,16146.63433,16756.66346,19141.16725,,,,,,2015/3/2,4146.63433,4756.66346,7141.16725
2015/3/3,15924.79383,16508.70812,19006.34446,,,,,,2015/3/3,3924.79383,4508.70812,7006.34446
2015/3/4,16018.38568,16578.00264,19127.45159,,,,,,2015/3/4,4018.38568,4578.00264,7127.45159
2015/3/5,15822.5593,16323.99139,18816.69597,,,,,,2015/3/5,3822.5593,4323.99139,6816.69597
2015/3/6,15801.38835,16299.7079,18701.71602,,,,,,2015/3/6,3801.38835,4299.7079,6701.71602
2015/3/9,16199.89611,16759.67657,19007.5746,,,,,,2015/3/9,4199.89611,4759.67657,7007.5746
2015/3/10,16069.98759,16595.86645,18923.49567,,,,,,2015/3/10,4069.98759,4595.86645,6923.49567
2015/3/11,16092.22564,16607.25957,18818.47967,,,,,,2015/3/11,4092.22564,4607.25957,6818.47967
2015/3/12,16280.24395,16855.45019,18823.42581,,,,,,2015/3/12,4280.24395,4855.45019,6823.42581
2015/3/13,16321.9489,16907.17615,18888.82143,,,,,,2015/3/13,4321.9489,4907.17615,6888.82143
2015/3/16,16675.39342,17276.40074,19399.41178,,,,,,2015/3/16,4675.39342,5276.40074,7399.41178
2015/3/17,16922.24937,17541.79723,19804.84069,,,,,,2015/3/17,4922.24937,5541.79723,7804.84069
2015/3/18,17223.0435,17863.81913,20143.75718,,,,,,2015/3/18,5223.0435,5863.81913,8143.75718
2015/3/19,17167.17409,17810.85905,20195.74278,,,,,,2015/3/19,5167.17409,5810.85905,8195.74278
2015/3/20,17259.84763,17896.95197,20239.21363,,,,,,2015/3/20,5259.84763,5896.95197,8239.21363
2015/3/23,17494.66481,18095.69349,20366.57304,,,,,,2015/3/23,5494.66481,6095.69349,8366.57304
2015/3/24,17495.05936,18098.17001,20461.77994,,,,,,2015/3/24,5495.05936,6098.17001,8461.77994
2015/3/25,17471.23481,18042.40747,20626.86459,,,,,,2015/3/25,5471.23481,6042.40747,8626.86459
2015/3/26,17893.12565,18499.53799,21394.68583,,,,,,2015/3/26,5893.12565,6499.53799,9394.68583
2015/3/27,17770.66888,18355.77988,21094.41528,,,,,,2015/3/27,5770.66888,6355.77988,9094.41528
2015/3/30,18068.31322,18734.10926,21432.53585,,,,,,2015/3/30,6068.31322,6734.10926,9432.53585
2015/3/31,17957.30817,18625.3818,21402.36574,,,,,,2015/3/31,5957.30817,6625.3818,9402.36574
2015/4/1,17957.30817,18625.3818,21402.36574,,,,,,2015/4/1,5957.30817,6625.3818,9402.36574
2015/4/2,17971.33386,18693.49462,21449.21942,,,,,,2015/4/2,5971.33386,6693.49462,9449.21942
2015/4/3,18189.19392,18901.5127,21630.77562,,,,,,2015/4/3,6189.19392,6901.5127,9630.77562
2015/4/7,18585.30353,19314.58149,22184.8158,,,,,,2015/4/7,6585.30353,7314.58149,10184.8158
2015/4/8,18682.03894,19399.08523,22444.67716,,,,,,2015/4/8,6682.03894,7399.08523,10444.67716
2015/4/9,18438.68371,19161.55501,22215.10072,,,,,,2015/4/9,6438.68371,7161.55501,10215.10072
2015/4/10,18923.03183,19649.03136,22778.47127,,,,,,2015/4/10,6923.03183,7649.03136,10778.47127
2015/4/13,19323.51853,20013.64623,23281.03045,,,,,,2015/4/13,7323.51853,8013.64623,11281.03045
2015/4/14,19365.80462,20074.88936,23235.64422,,,,,,2015/4/14,7365.80462,8074.88936,11235.64422
2015/4/15,19164.91179,19726.09767,23066.03586,,,,,,2015/4/15,7164.91179,7726.09767,11066.03586
2015/4/16,19970.4705,20656.14945,24075.13686,,,,,,2015/4/16,7970.4705,8656.14945,12075.13686
2015/4/17,20179.28693,20787.0264,24052.80336,,,,,,2015/4/17,8179.28693,8787.0264,12052.80336
2015/4/20,19929.54513,20556.09328,23489.46358,,,,,,2015/4/20,7929.54513,8556.09328,11489.46358
2015/4/21,20541.94575,21416.96465,24440.30736,,,,,,2015/4/21,8541.94575,9416.96465,12440.30736
2015/4/22,20933.35984,21798.657,24864.52745,,,,,,2015/4/22,8933.35984,9798.657,12864.52745
2015/4/23,20737.20168,21640.7027,24651.29895,,,,,,2015/4/23,8737.20168,9640.7027,12651.29895
2015/4/24,20541.186,21517.63428,24347.98933,,,,,,2015/4/24,8541.186,9517.63428,12347.98933
2015/4/27,21038.97367,21875.7259,24729.57192,,,,,,2015/4/27,9038.97367,9875.7259,12729.57192
2015/4/28,20780.5215,21405.62333,24437.05697,,,,,,2015/4/28,8780.5215,9405.62333,12437.05697
2015/4/29,20827.20156,21524.21596,24491.6031,,,,,,2015/4/29,8827.20156,9524.21596,12491.6031
2015/4/30,20770.66615,21532.71062,24392.90968,,,,,,2015/4/30,8770.66615,9532.71062,12392.90968
2015/5/4,20770.66615,21532.71062,24392.90968,,,,,,2015/5/4,8770.66615,9532.71062,12392.90968
2015/5/5,20098.82692,20866.2734,23842.23991,,,,,,2015/5/5,8098.82692,8866.2734,11842.23991
2015/5/6,19802.72623,20486.41386,23081.91615,,,,,,2015/5/6,7802.72623,8486.41386,11081.91615
2015/5/7,19410.76793,19930.5437,21949.37211,,,,,,2015/5/7,7410.76793,7930.5437,9949.37211
2015/5/8,19851.4199,20363.77472,22599.27786,,,,,,2015/5/8,7851.4199,8363.77472,10599.27786
2015/5/11,20313.97244,20850.53704,23248.30907,,,,,,2015/5/11,8313.97244,8850.53704,11248.30907
2015/5/12,20779.57277,21520.68155,24672.41441,,,,,,2015/5/12,8779.57277,9520.68155,12672.41441
2015/5/13,20682.53047,21285.61023,24195.79119,,,,,,2015/5/13,8682.53047,9285.61023,12195.79119
2015/5/14,20574.26311,21162.91363,24006.61464,,,,,,2015/5/14,8574.26311,9162.91363,12006.61464
2015/5/15,20516.9302,21224.73219,24530.73949,,,,,,2015/5/15,8516.9302,9224.73219,12530.73949
2015/5/18,20483.39493,21179.21557,24648.87983,,,,,,2015/5/18,8483.39493,9179.21557,12648.87983
2015/5/19,20967.37737,21651.37022,25011.72992,,,,,,2015/5/19,8967.37737,9651.37022,13011.72992
2015/5/20,21332.25259,22090.10725,25793.99326,,,,,,2015/5/20,9332.25259,10090.10725,13793.99326
2015/5/21,21786.73117,22521.44585,26417.46539,,,,,,2015/5/21,9786.73117,10521.44585,14417.46539
2015/5/22,22319.20851,23041.09545,26881.74627,,,,,,2015/5/22,10319.20851,11041.09545,14881.74627
2015/5/25,23393.14342,24289.08662,28924.27166,,,,,,2015/5/25,11393.14342,12289.08662,16924.27166
2015/5/26,24288.02197,25425.12506,31147.35481,,,,,,2015/5/26,12288.02197,13425.12506,19147.35481
2015/5/27,24243.1321,25377.71792,31242.40914,,,,,,2015/5/27,12243.1321,13377.71792,19242.40914
2015/5/28,22742.47116,23669.33434,28782.63687,,,,,,2015/5/28,10742.47116,11669.33434,16782.63687
2015/5/29,22893.22896,23925.93246,29386.43719,,,,,,2015/5/29,10893.22896,11925.93246,17386.43719
2015/6/1,22893.22896,23925.93246,29386.43719,,,,,,2015/6/1,10893.22896,11925.93246,17386.43719
2015/6/2,23133.18748,24212.90489,29704.33877,,,,,,2015/6/2,11133.18748,12212.90489,17704.33877
2015/6/3,22910.63146,23994.64058,29593.82219,,,,,,2015/6/3,10910.63146,11994.64058,17593.82219
2015/6/4,23234.81873,24135.87032,29798.29963,,,,,,2015/6/4,11234.81873,12135.87032,17798.29963
2015/6/5,23362.53194,24313.13803,29930.2095,,,,,,2015/6/5,11362.53194,12313.13803,17930.2095
2015/6/8,23963.42489,24838.15383,30811.77044,,,,,,2015/6/8,11963.42489,12838.15383,18811.77044
2015/6/9,23996.54147,24904.46865,30820.80102,,,,,,2015/6/9,11996.54147,12904.46865,18820.80102
