distribution=std,,freq=1,back=6,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,
datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]",,,,,,datetime,"quantiles=[.005, .1, .25, .5, .75, .975]","quantiles = [.01, .1, .4, .5, .6, .75, .9]","quantiles = [.1, .3, .5, .7, .9]"
2018/10/17,18465.56401,18955.38408,12807.95304,,,,,,2018/10/17,6465.56401,6955.38408,807.95304
2018/10/18,17932.64452,18447.91167,12477.83293,,,,,,2018/10/18,5932.64452,6447.91167,477.83293
2018/10/19,18398.10699,18976.36676,12863.66833,,,,,,2018/10/19,6398.10699,6976.36676,863.66833
2018/10/22,19241.93081,19809.96427,13435.12029,,,,,,2018/10/22,7241.93081,7809.96427,1435.12029
2018/10/23,18667.64042,19129.96701,12892.31492,,,,,,2018/10/23,6667.64042,7129.96701,892.31492
2018/10/24,18557.86102,18997.51422,12737.6979,,,,,,2018/10/24,6557.86102,6997.51422,737.6979
2018/10/25,18338.8814,18783.00272,12557.55179,,,,,,2018/10/25,6338.8814,6783.00272,557.55179
2018/10/26,18211.39016,18607.2459,12395.60819,,,,,,2018/10/26,6211.39016,6607.2459,395.60819
2018/10/29,17570.57228,17829.49866,11749.32177,,,,,,2018/10/29,5570.57228,5829.49866,-250.67823
2018/10/30,17613.02884,17861.96259,11735.6559,,,,,,2018/10/30,5613.02884,5861.96259,-264.3441
2018/10/31,17929.23685,18207.18631,12013.32085,,,,,,2018/10/31,5929.23685,6207.18631,13.32085
2018/11/1,17929.23685,18207.18631,12013.32085,,,,,,2018/11/1,5929.23685,6207.18631,13.32085
2018/11/2,18519.5594,18794.21477,12409.82405,,,,,,2018/11/2,6519.5594,6794.21477,409.82405
2018/11/5,18264.93731,18561.47705,12254.89362,,,,,,2018/11/5,6264.93731,6561.47705,254.89362
2018/11/6,18109.56367,18407.90204,12152.52147,,,,,,2018/11/6,6109.56367,6407.90204,152.52147
2018/11/7,18069.50604,18362.38509,12123.94737,,,,,,2018/11/7,6069.50604,6362.38509,123.94737
2018/11/8,18126.33248,18395.5696,12140.89204,,,,,,2018/11/8,6126.33248,6395.5696,140.89204
2018/11/9,17756.23176,18049.3637,11924.15434,,,,,,2018/11/9,5756.23176,6049.3637,-75.84566
2018/11/12,17823.36131,18139.44958,11985.63381,,,,,,2018/11/12,5823.36131,6139.44958,-14.36619
2018/11/13,18033.8667,18355.95058,12136.51693,,,,,,2018/11/13,6033.8667,6355.95058,136.51693
2018/11/14,17792.44927,18119.59564,11979.19709,,,,,,2018/11/14,5792.44927,6119.59564,-20.80291
2018/11/15,17968.83681,18323.01735,12116.75032,,,,,,2018/11/15,5968.83681,6323.01735,116.75032
2018/11/16,17994.54697,18354.53822,12138.93111,,,,,,2018/11/16,5994.54697,6354.53822,138.93111
2018/11/19,18218.53361,18568.76399,12278.21428,,,,,,2018/11/19,6218.53361,6568.76399,278.21428
2018/11/20,17941.55096,18303.87308,12103.80344,,,,,,2018/11/20,5941.55096,6303.87308,103.80344
2018/11/21,18003.77587,18360.4874,12143.17962,,,,,,2018/11/21,6003.77587,6360.4874,143.17962
2018/11/22,17956.20298,18316.89376,12115.74763,,,,,,2018/11/22,5956.20298,6316.89376,115.74763
2018/11/23,17625.98711,17943.89378,11861.17931,,,,,,2018/11/23,5625.98711,5943.89378,-138.82069
2018/11/26,17647.35398,17968.13912,11874.29865,,,,,,2018/11/26,5647.35398,5968.13912,-125.70135
2018/11/27,17589.54519,17931.80468,11853.75533,,,,,,2018/11/27,5589.54519,5931.80468,-146.24467
2018/11/28,17763.00176,18107.87653,11972.55453,,,,,,2018/11/28,5763.00176,6107.87653,-27.44547
2018/11/29,17642.1196,17966.04751,11876.23389,,,,,,2018/11/29,5642.1196,5966.04751,-123.76611
2018/11/30,17861.47434,18181.309,12021.56824,,,,,,2018/11/30,5861.47434,6181.309,21.56824
2018/12/3,17861.47434,18181.309,12021.56824,,,,,,2018/12/3,5861.47434,6181.309,21.56824
2018/12/4,17831.95582,18168.89341,12017.36248,,,,,,2018/12/4,5831.95582,6168.89341,17.36248
2018/12/5,17679.50276,18025.98521,11920.48049,,,,,,2018/12/5,5679.50276,6025.98521,-79.51951
2018/12/6,17520.57081,17842.12259,11803.07794,,,,,,2018/12/6,5520.57081,5842.12259,-196.92206
2018/12/7,17470.66368,17796.6338,11773.62617,,,,,,2018/12/7,5470.66368,5796.6338,-226.37383
2018/12/10,17191.2733,17534.36859,11606.08921,,,,,,2018/12/10,5191.2733,5534.36859,-393.91079
2018/12/11,17261.05609,17598.27309,11642.59783,,,,,,2018/12/11,5261.05609,5598.27309,-357.40217
2018/12/12,17299.00559,17639.50023,11666.92555,,,,,,2018/12/12,5299.00559,5639.50023,-333.07445
2018/12/13,17487.33267,17825.77281,11783.30911,,,,,,2018/12/13,5487.33267,5825.77281,-216.69089
2018/12/14,17130.90641,17494.93968,11571.22729,,,,,,2018/12/14,5130.90641,5494.93968,-428.77271
2018/12/17,17177.16434,17536.61425,11602.93819,,,,,,2018/12/17,5177.16434,5536.61425,-397.06181
2018/12/18,17093.14012,17434.40826,11530.49497,,,,,,2018/12/18,5093.14012,5434.40826,-469.50503
2018/12/19,16862.90348,17202.99504,11381.43133,,,,,,2018/12/19,4862.90348,5202.99504,-618.56867
2018/12/20,16721.20291,17032.57195,11257.49358,,,,,,2018/12/20,4721.20291,5032.57195,-742.50642
2018/12/21,16512.0884,16823.82895,11121.13245,,,,,,2018/12/21,4512.0884,4823.82895,-878.86755
2018/12/24,16664.41407,16944.75743,11191.22907,,,,,,2018/12/24,4664.41407,4944.75743,-808.77093
2018/12/25,16545.46973,16837.04122,11121.45522,,,,,,2018/12/25,4545.46973,4837.04122,-878.54478
2018/12/26,16455.01178,16748.16709,11065.47921,,,,,,2018/12/26,4455.01178,4748.16709,-934.52079
2018/12/27,16391.75863,16701.2437,11038.3195,,,,,,2018/12/27,4391.75863,4701.2437,-961.6805
2018/12/28,16488.06325,16821.61614,11115.28814,,,,,,2018/12/28,4488.06325,4821.61614,-884.71186
2019/1/2,16488.06325,16821.61614,11115.28814,,,,,,2019/1/2,4488.06325,4821.61614,-884.71186
2019/1/3,16489.8455,16825.43984,10957.91677,,,,,,2019/1/3,4489.8455,4825.43984,-1042.08323
2019/1/4,16819.89037,17163.75974,11163.7054,,,,,,2019/1/4,4819.89037,5163.75974,-836.2946
2019/1/7,16904.7202,17297.07998,11260.32332,,,,,,2019/1/7,4904.7202,5297.07998,-739.67668
2019/1/8,16817.38891,17195.13196,11211.65204,,,,,,2019/1/8,4817.38891,5195.13196,-788.34796
2019/1/9,16978.37374,17346.64304,11363.10902,,,,,,2019/1/9,4978.37374,5346.64304,-636.89098
2019/1/10,16947.92517,17317.03351,11353.15017,,,,,,2019/1/10,4947.92517,5317.03351,-646.84983
2019/1/11,17159.83222,17545.0938,11545.82166,,,,,,2019/1/11,5159.83222,5545.0938,-454.17834
2019/1/14,16997.95898,17373.36595,11401.14358,,,,,,2019/1/14,4997.95898,5373.36595,-598.85642
2019/1/15,17430.9198,17839.72753,11915.92496,,,,,,2019/1/15,5430.9198,5839.72753,-84.07504
2019/1/16,17419.45544,17811.12296,11890.84797,,,,,,2019/1/16,5419.45544,5811.12296,-109.15203
2019/1/17,17344.36205,17730.86269,11862.56852,,,,,,2019/1/17,5344.36205,5730.86269,-137.43148
2019/1/18,17675.28527,18061.70502,12116.8085,,,,,,2019/1/18,5675.28527,6061.70502,116.8085
2019/1/21,17783.1149,18179.47618,12251.24734,,,,,,2019/1/21,5783.1149,6179.47618,251.24734
2019/1/22,17572.15643,17952.606,12057.54137,,,,,,2019/1/22,5572.15643,5952.606,57.54137
2019/1/23,17582.03888,17957.81431,12034.46913,,,,,,2019/1/23,5582.03888,5957.81431,34.46913
2019/1/24,17728.75418,18110.75565,12130.59479,,,,,,2019/1/24,5728.75418,6110.75565,130.59479
2019/1/25,17903.27229,18255.78276,12196.89699,,,,,,2019/1/25,5903.27229,6255.78276,196.89699
2019/1/28,17895.64489,18245.95809,12213.55384,,,,,,2019/1/28,5895.64489,6245.95809,213.55384
2019/1/29,17979.96035,18306.26921,12278.30513,,,,,,2019/1/29,5979.96035,6306.26921,278.30513
2019/1/30,17839.30818,18158.54511,12108.50452,,,,,,2019/1/30,5839.30818,6158.54511,108.50452
2019/1/31,18073.12762,18366.30804,12243.44602,,,,,,2019/1/31,6073.12762,6366.30804,243.44602
2019/2/1,18073.12762,18366.30804,12243.44602,,,,,,2019/2/1,6073.12762,6366.30804,243.44602
2019/2/11,18414.13545,18646.8188,12417.2111,,,,,,2019/2/11,6414.13545,6646.8188,417.2111
2019/2/12,18511.30119,18719.67212,12469.77947,,,,,,2019/2/12,6511.30119,6719.67212,469.77947
2019/2/13,18875.69877,19060.15415,12698.77825,,,,,,2019/2/13,6875.69877,7060.15415,698.77825
2019/2/14,18883.53213,19055.53356,12686.4692,,,,,,2019/2/14,6883.53213,7055.53356,686.4692
2019/2/15,18693.88581,18817.33868,12532.63072,,,,,,2019/2/15,6693.88581,6817.33868,532.63072
2019/2/18,19281.56677,19353.95516,12891.23594,,,,,,2019/2/18,7281.56677,7353.95516,891.23594
2019/2/19,19504.10115,19502.70046,13004.32399,,,,,,2019/2/19,7504.10115,7502.70046,1004.32399
2019/2/20,19528.97948,19521.66798,13021.77766,,,,,,2019/2/20,7528.97948,7521.66798,1021.77766
2019/2/21,19392.51882,19396.29913,12937.29792,,,,,,2019/2/21,7392.51882,7396.29913,937.29792
2019/2/22,19741.54853,19717.96531,13158.6828,,,,,,2019/2/22,7741.54853,7717.96531,1158.6828
2019/2/25,20903.62301,20894.52455,13961.02753,,,,,,2019/2/25,8903.62301,8894.52455,1961.02753
2019/2/26,20620.36867,20565.29825,13743.22666,,,,,,2019/2/26,8620.36867,8565.29825,1743.22666
2019/2/27,20989.14305,20924.87969,13985.91384,,,,,,2019/2/27,8989.14305,8924.87969,1985.91384
2019/2/28,20985.94149,20914.221,13970.02324,,,,,,2019/2/28,8985.94149,8914.221,1970.02324
2019/3/1,20985.94149,20914.221,13970.02324,,,,,,2019/3/1,8985.94149,8914.221,1970.02324
2019/3/4,21140.55907,21085.51835,14071.91384,,,,,,2019/3/4,9140.55907,9085.51835,2071.91384
2019/3/5,21142.30705,21121.71483,14078.65986,,,,,,2019/3/5,9142.30705,9121.71483,2078.65986
2019/3/6,21079.38714,21058.33794,13991.02298,,,,,,2019/3/6,9079.38714,9058.33794,1991.02298
2019/3/7,20703.5595,20695.37294,13714.88769,,,,,,2019/3/7,8703.5595,8695.37294,1714.88769
2019/3/8,20097.18451,20086.68833,13369.31697,,,,,,2019/3/8,8097.18451,8086.68833,1369.31697
2019/3/11,20546.43386,20569.49142,13756.99532,,,,,,2019/3/11,8546.43386,8569.49142,1756.99532
2019/3/12,20577.62914,20635.62118,13745.26601,,,,,,2019/3/12,8577.62914,8635.62118,1745.26601
2019/3/13,20539.32866,20577.8749,13721.058,,,,,,2019/3/13,8539.32866,8577.8749,1721.058
2019/3/14,20626.22181,20639.24801,13825.62983,,,,,,2019/3/14,8626.22181,8639.24801,1825.62983
2019/3/15,20837.85839,20844.75777,14007.46157,,,,,,2019/3/15,8837.85839,8844.75777,2007.46157
2019/3/18,21748.69163,21758.86393,14770.58748,,,,,,2019/3/18,9748.69163,9758.86393,2770.58748
2019/3/19,21544.42189,21576.10503,14591.52782,,,,,,2019/3/19,9544.42189,9576.10503,2591.52782
2019/3/20,21569.85125,21589.4793,14612.34834,,,,,,2019/3/20,9569.85125,9589.4793,2612.34834
2019/3/21,21436.31784,21469.66869,14519.42482,,,,,,2019/3/21,9436.31784,9469.66869,2519.42482
2019/3/22,21569.71418,21616.90216,14655.16374,,,,,,2019/3/22,9569.71418,9616.90216,2655.16374
2019/3/25,21139.82292,21269.90676,14353.7866,,,,,,2019/3/25,9139.82292,9269.90676,2353.7866
2019/3/26,21063.10057,21130.13416,14331.40552,,,,,,2019/3/26,9063.10057,9130.13416,2331.40552
2019/3/27,21481.29897,21527.62861,14689.9057,,,,,,2019/3/27,9481.29897,9527.62861,2689.9057
2019/3/28,21591.18794,21637.59369,14829.78496,,,,,,2019/3/28,9591.18794,9637.59369,2829.78496
2019/3/29,22443.14364,22504.23301,15459.33559,,,,,,2019/3/29,10443.14364,10504.23301,3459.33559
2019/4/1,22443.14364,22504.23301,15459.33559,,,,,,2019/4/1,10443.14364,10504.23301,3459.33559
2019/4/2,22645.15182,22651.98592,15569.94953,,,,,,2019/4/2,10645.15182,10651.98592,3569.94953
2019/4/3,22872.52472,22852.95225,15714.56557,,,,,,2019/4/3,10872.52472,10852.95225,3714.56557
2019/4/4,23017.89393,23076.84508,15869.23713,,,,,,2019/4/4,11017.89393,11076.84508,3869.23713
2019/4/8,22917.36319,23058.66257,15861.00392,,,,,,2019/4/8,10917.36319,11058.66257,3861.00392
2019/4/9,22875.63375,22976.84642,15771.28415,,,,,,2019/4/9,10875.63375,10976.84642,3771.28415
2019/4/10,22778.07581,22907.40246,15705.87718,,,,,,2019/4/10,10778.07581,10907.40246,3705.87718
2019/4/11,22464.99023,22608.97211,15530.5456,,,,,,2019/4/11,10464.99023,10608.97211,3530.5456
2019/4/12,22295.69121,22489.0512,15455.80298,,,,,,2019/4/12,10295.69121,10489.0512,3455.80298
2019/4/15,22251.70733,22484.60749,15466.70308,,,,,,2019/4/15,10251.70733,10484.60749,3466.70308
2019/4/16,22744.29479,23099.78312,15913.66826,,,,,,2019/4/16,10744.29479,11099.78312,3913.66826
2019/4/17,22824.43865,23125.16094,15914.16725,,,,,,2019/4/17,10824.43865,11125.16094,3914.16725
2019/4/18,23013.92461,23204.02146,15952.72185,,,,,,2019/4/18,11013.92461,11204.02146,3952.72185
2019/4/19,23035.84941,23269.72909,16004.90219,,,,,,2019/4/19,11035.84941,11269.72909,4004.90219
2019/4/22,22566.73937,22755.08716,15628.79077,,,,,,2019/4/22,10566.73937,10755.08716,3628.79077
2019/4/23,21965.52719,22365.24584,15362.47708,,,,,,2019/4/23,9965.52719,10365.24584,3362.47708
2019/4/24,21972.92741,22384.29846,15380.25926,,,,,,2019/4/24,9972.92741,10384.29846,3380.25926
2019/4/25,21275.22642,21819.6617,15008.28671,,,,,,2019/4/25,9275.22642,9819.6617,3008.28671
2019/4/26,21011.90126,21532.21771,14796.55807,,,,,,2019/4/26,9011.90126,9532.21771,2796.55807
2019/4/29,20617.06156,21378.46271,14708.40941,,,,,,2019/4/29,8617.06156,9378.46271,2708.40941
2019/4/30,20865.02235,21575.08524,14837.99193,,,,,,2019/4/30,8865.02235,9575.08524,2837.99193
2019/5/6,20865.02235,21575.08524,14837.99193,,,,,,2019/5/6,8865.02235,9575.08524,2837.99193
2019/5/7,21226.06021,21941.93906,15105.99952,,,,,,2019/5/7,9226.06021,9941.93906,3105.99952
2019/5/8,21047.94036,21769.9991,14988.43966,,,,,,2019/5/8,9047.94036,9769.9991,2988.43966
2019/5/9,20372.26601,21095.06583,14505.6428,,,,,,2019/5/9,8372.26601,9095.06583,2505.6428
2019/5/10,21315.65589,22069.6017,15193.1538,,,,,,2019/5/10,9315.65589,10069.6017,3193.1538
2019/5/13,21295.10318,22038.01889,15185.01177,,,,,,2019/5/13,9295.10318,10038.01889,3185.01177
2019/5/14,21113.96386,21858.92078,15054.87615,,,,,,2019/5/14,9113.96386,9858.92078,3054.87615
2019/5/15,22091.74358,22840.92814,15763.61498,,,,,,2019/5/15,10091.74358,10840.92814,3763.61498
2019/5/16,22239.84968,22999.52749,15875.16168,,,,,,2019/5/16,10239.84968,10999.52749,3875.16168
2019/5/17,21693.1157,22426.42048,15474.75017,,,,,,2019/5/17,9693.1157,10426.42048,3474.75017
2019/5/20,21270.8321,22020.85026,15168.94227,,,,,,2019/5/20,9270.8321,10020.85026,3168.94227
2019/5/21,21463.34218,22220.89179,15307.72858,,,,,,2019/5/21,9463.34218,10220.89179,3307.72858
2019/5/22,21330.03623,22081.10331,15209.92536,,,,,,2019/5/22,9330.03623,10081.10331,3209.92536
2019/5/23,20786.94138,21533.62022,14813.72247,,,,,,2019/5/23,8786.94138,9533.62022,2813.72247
2019/5/24,20984.08153,21707.61924,14947.72645,,,,,,2019/5/24,8984.08153,9707.61924,2947.72645
2019/5/27,21114.95667,21863.39289,15049.39351,,,,,,2019/5/27,9114.95667,9863.39289,3049.39351
2019/5/28,21349.51377,22098.50006,15217.88167,,,,,,2019/5/28,9349.51377,10098.50006,3217.88167
2019/5/29,21473.00555,22225.61799,15315.2544,,,,,,2019/5/29,9473.00555,10225.61799,3315.2544
2019/5/30,21411.43455,22156.83012,15268.36529,,,,,,2019/5/30,9411.43455,10156.83012,3268.36529
2019/5/31,21207.76386,21960.80007,15123.054,,,,,,2019/5/31,9207.76386,9960.80007,3123.054
2019/6/3,21207.76386,21960.80007,15123.054,,,,,,2019/6/3,9207.76386,9960.80007,3123.054
2019/6/4,20711.75902,21547.07192,14792.1052,,,,,,2019/6/4,8711.75902,9547.07192,2792.1052
2019/6/5,20638.58791,21502.93557,14746.67685,,,,,,2019/6/5,8638.58791,9502.93557,2746.67685
2019/6/6,20193.06844,21137.22884,14449.36018,,,,,,2019/6/6,8193.06844,9137.22884,2449.36018
2019/6/10,20322.85247,21312.34762,14548.34003,,,,,,2019/6/10,8322.85247,9312.34762,2548.34003
2019/6/11,20977.50113,21915.5042,14992.89309,,,,,,2019/6/11,8977.50113,9915.5042,2992.89309
2019/6/12,20897.81428,21835.37064,14938.45324,,,,,,2019/6/12,8897.81428,9835.37064,2938.45324
2019/6/13,20885.1521,21817.08172,14928.39602,,,,,,2019/6/13,8885.1521,9817.08172,2928.39602
2019/6/14,20933.22503,21845.76341,14959.70535,,,,,,2019/6/14,8933.22503,9845.76341,2959.70535
2019/6/17,20798.31131,21752.82048,14874.08887,,,,,,2019/6/17,8798.31131,9752.82048,2874.08887
2019/6/18,20703.84556,21700.20443,14815.63874,,,,,,2019/6/18,8703.84556,9700.20443,2815.63874
2019/6/19,21011.13296,21974.27013,15024.68075,,,,,,2019/6/19,9011.13296,9974.27013,3024.68075
2019/6/20,21450.80577,22466.02795,15341.6987,,,,,,2019/6/20,9450.80577,10466.02795,3341.6987
2019/6/21,21757.13622,22670.80478,15536.89944,,,,,,2019/6/21,9757.13622,10670.80478,3536.89944
2019/6/24,21692.54983,22637.77625,15494.94937,,,,,,2019/6/24,9692.54983,10637.77625,3494.94937
2019/6/25,21591.34485,22458.02031,15404.18161,,,,,,2019/6/25,9591.34485,10458.02031,3404.18161
2019/6/26,21872.14384,22658.14233,15586.29165,,,,,,2019/6/26,9872.14384,10658.14233,3586.29165
2019/6/27,21856.50772,22703.35304,15584.13652,,,,,,2019/6/27,9856.50772,10703.35304,3584.13652
2019/6/28,21609.63219,22490.15008,15415.56153,,,,,,2019/6/28,9609.63219,10490.15008,3415.56153
2019/7/1,21609.63219,22490.15008,15415.56153,,,,,,2019/7/1,9609.63219,10490.15008,3415.56153
2019/7/2,21661.63381,22559.56235,15455.23164,,,,,,2019/7/2,9661.63381,10559.56235,3455.23164
2019/7/3,21254.85954,22158.7557,15125.1486,,,,,,2019/7/3,9254.85954,10158.7557,3125.1486
2019/7/4,21009.60765,21918.08029,14919.02943,,,,,,2019/7/4,9009.60765,9918.08029,2919.02943
2019/7/5,21317.89172,22227.90773,15193.04682,,,,,,2019/7/5,9317.89172,10227.90773,3193.04682
2019/7/8,20896.53399,21778.83681,14892.76325,,,,,,2019/7/8,8896.53399,9778.83681,2892.76325
2019/7/9,20868.47862,21752.92,14883.53606,,,,,,2019/7/9,8868.47862,9752.92,2883.53606
2019/7/10,20865.95549,21752.97116,14898.19607,,,,,,2019/7/10,8865.95549,9752.97116,2898.19607
2019/7/11,20814.02032,21694.44359,14850.41213,,,,,,2019/7/11,8814.02032,9694.44359,2850.41213
2019/7/12,20967.08681,21847.14984,14960.82962,,,,,,2019/7/12,8967.08681,9847.14984,2960.82962
2019/7/15,20879.36222,21779.94584,14883.20319,,,,,,2019/7/15,8879.36222,9779.94584,2883.20319
2019/7/16,20648.54962,21542.14546,14693.59717,,,,,,2019/7/16,8648.54962,9542.14546,2693.59717
2019/7/17,20570.58852,21464.66133,14637.36512,,,,,,2019/7/17,8570.58852,9464.66133,2637.36512
2019/7/18,20319.07977,21188.39714,14433.47653,,,,,,2019/7/18,8319.07977,9188.39714,2433.47653
2019/7/19,20484.65729,21352.59434,14542.72564,,,,,,2019/7/19,8484.65729,9352.59434,2542.72564
2019/7/22,20427.25742,21267.94974,14510.47924,,,,,,2019/7/22,8427.25742,9267.94974,2510.47924
2019/7/23,20296.68022,21144.33814,14392.77499,,,,,,2019/7/23,8296.68022,9144.33814,2392.77499
2019/7/24,20321.22968,21178.23047,14395.46937,,,,,,2019/7/24,8321.22968,9178.23047,2395.46937
2019/7/25,20571.08067,21431.22776,14568.16556,,,,,,2019/7/25,8571.08067,9431.22776,2568.16556
2019/7/26,20584.50786,21454.02363,14578.54589,,,,,,2019/7/26,8584.50786,9454.02363,2578.54589
2019/7/29,20719.88823,21599.18996,14693.41187,,,,,,2019/7/29,8719.88823,9599.18996,2693.41187
2019/7/30,20685.72562,21559.64947,14654.52133,,,,,,2019/7/30,8685.72562,9559.64947,2654.52133
2019/7/31,20425.96421,21298.30012,14454.45211,,,,,,2019/7/31,8425.96421,9298.30012,2454.45211
2019/8/1,20425.96421,21298.30012,14454.45211,,,,,,2019/8/1,8425.96421,9298.30012,2454.45211
2019/8/2,20059.52647,20947.73216,14192.75912,,,,,,2019/8/2,8059.52647,8947.73216,2192.75912
2019/8/5,19882.59651,20721.14404,14068.37036,,,,,,2019/8/5,7882.59651,8721.14404,2068.37036
2019/8/6,19518.5519,20379.88705,13807.71121,,,,,,2019/8/6,7518.5519,8379.88705,1807.71121
2019/8/7,19276.35394,20168.31369,13635.33174,,,,,,2019/8/7,7276.35394,8168.31369,1635.33174
2019/8/8,19724.29229,20610.14102,13953.33388,,,,,,2019/8/8,7724.29229,8610.14102,1953.33388
2019/8/9,19393.64195,20326.00989,13720.64102,,,,,,2019/8/9,7393.64195,8326.00989,1720.64102
2019/8/12,19643.87518,20594.6712,13890.91986,,,,,,2019/8/12,7643.87518,8594.6712,1890.91986
2019/8/13,19586.29102,20503.16685,13848.88383,,,,,,2019/8/13,7586.29102,8503.16685,1848.88383
2019/8/14,19807.1427,20685.6264,14000.75341,,,,,,2019/8/14,7807.1427,8685.6264,2000.75341
2019/8/15,19804.10706,20680.17678,13998.50746,,,,,,2019/8/15,7804.10706,8680.17678,1998.50746
2019/8/16,19805.51968,20680.89565,13994.69576,,,,,,2019/8/16,7805.51968,8680.89565,1994.69576
2019/8/19,20266.49753,21081.89805,14321.97937,,,,,,2019/8/19,8266.49753,9081.89805,2321.97937
2019/8/20,20353.43432,21149.7133,14381.3166,,,,,,2019/8/20,8353.43432,9149.7133,2381.3166
2019/8/21,20346.86679,21126.4149,14379.27033,,,,,,2019/8/21,8346.86679,9126.4149,2379.27033
2019/8/22,20583.60808,21325.56111,14542.11305,,,,,,2019/8/22,8583.60808,9325.56111,2542.11305
2019/8/23,20530.00211,21331.29008,14501.71378,,,,,,2019/8/23,8530.00211,9331.29008,2501.71378
2019/8/26,20447.79321,21186.20801,14446.676,,,,,,2019/8/26,8447.79321,9186.20801,2446.676
2019/8/27,20751.51937,21461.89469,14659.36586,,,,,,2019/8/27,8751.51937,9461.89469,2659.36586
2019/8/28,20773.23136,21451.59373,14672.37012,,,,,,2019/8/28,8773.23136,9451.59373,2672.37012
2019/8/29,20798.01657,21453.08687,14686.81767,,,,,,2019/8/29,8798.01657,9453.08687,2686.81767
2019/8/30,21244.45496,21837.24955,15000.18192,,,,,,2019/8/30,9244.45496,9837.24955,3000.18192
2019/9/2,21244.45496,21837.24955,15000.18192,,,,,,2019/9/2,9244.45496,9837.24955,3000.18192
2019/9/3,21200.29506,21797.18568,14965.12929,,,,,,2019/9/3,9200.29506,9797.18568,2965.12929
2019/9/4,21149.51446,21720.85811,14890.79132,,,,,,2019/9/4,9149.51446,9720.85811,2890.79132
2019/9/5,21362.82277,21932.08695,15035.79389,,,,,,2019/9/5,9362.82277,9932.08695,3035.79389
2019/9/6,21410.23462,21978.1459,15059.95866,,,,,,2019/9/6,9410.23462,9978.1459,3059.95866
2019/9/9,21414.97193,22001.76622,15068.63193,,,,,,2019/9/9,9414.97193,10001.76622,3068.63193
2019/9/10,21328.25043,21905.21829,15008.5856,,,,,,2019/9/10,9328.25043,9905.21829,3008.5856
2019/9/11,20848.09096,21401.41993,14604.36287,,,,,,2019/9/11,8848.09096,9401.41993,2604.36287
2019/9/12,21084.57329,21639.81603,14787.29244,,,,,,2019/9/12,9084.57329,9639.81603,2787.29244
2019/9/16,21003.11912,21563.06886,14732.96187,,,,,,2019/9/16,9003.11912,9563.06886,2732.96187
2019/9/17,20812.69495,21345.02175,14610.00304,,,,,,2019/9/17,8812.69495,9345.02175,2610.00304
2019/9/18,21249.49168,21774.11482,14965.16674,,,,,,2019/9/18,9249.49168,9774.11482,2965.16674
2019/9/19,21232.18251,21777.18269,14945.30454,,,,,,2019/9/19,9232.18251,9777.18269,2945.30454
2019/9/20,21363.00641,21898.38548,15042.96285,,,,,,2019/9/20,9363.00641,9898.38548,3042.96285
2019/9/23,21131.73447,21663.31668,14876.47481,,,,,,2019/9/23,9131.73447,9663.31668,2876.47481
2019/9/24,21351.84101,21883.34842,15059.22376,,,,,,2019/9/24,9351.84101,9883.34842,3059.22376
2019/9/25,21279.11121,21781.81263,14993.11411,,,,,,2019/9/25,9279.11121,9781.81263,2993.11411
2019/9/26,21205.86162,21648.03101,14907.52764,,,,,,2019/9/26,9205.86162,9648.03101,2907.52764
2019/9/27,21226.94034,21673.62317,14923.21992,,,,,,2019/9/27,9226.94034,9673.62317,2923.21992
2019/9/30,20965.59694,21406.07586,14734.52068,,,,,,2019/9/30,8965.59694,9406.07586,2734.52068
2019/10/8,20965.59694,21406.07586,14734.52068,,,,,,2019/10/8,8965.59694,9406.07586,2734.52068
2019/10/9,21113.98795,21567.95109,14834.66576,,,,,,2019/10/9,9113.98795,9567.95109,2834.66576
2019/10/10,21255.80072,21670.13298,14939.22584,,,,,,2019/10/10,9255.80072,9670.13298,2939.22584
2019/10/11,21292.40765,21812.0222,14952.78634,,,,,,2019/10/11,9292.40765,9812.0222,2952.78634
2019/10/14,21628.43721,22168.63119,15185.16977,,,,,,2019/10/14,9628.43721,10168.63119,3185.16977
2019/10/15,21313.78661,21966.37431,14954.28613,,,,,,2019/10/15,9313.78661,9966.37431,2954.28613
2019/10/16,21151.7943,21807.57828,14837.52154,,,,,,2019/10/16,9151.7943,9807.57828,2837.52154
2019/10/17,21031.6325,21713.97895,14751.13499,,,,,,2019/10/17,9031.6325,9713.97895,2751.13499
2019/10/18,20726.3224,21396.39551,14538.05389,,,,,,2019/10/18,8726.3224,9396.39551,2538.05389
2019/10/21,20809.94236,21520.10862,14590.97788,,,,,,2019/10/21,8809.94236,9520.10862,2590.97788
2019/10/22,20860.01127,21541.67765,14630.31142,,,,,,2019/10/22,8860.01127,9541.67765,2630.31142
2019/10/23,20715.92054,21425.62783,14524.33199,,,,,,2019/10/23,8715.92054,9425.62783,2524.33199
2019/10/24,20807.46298,21541.52825,14582.72808,,,,,,2019/10/24,8807.46298,9541.52825,2582.72808
2019/10/25,20876.346,21593.67948,14635.68152,,,,,,2019/10/25,8876.346,9593.67948,2635.68152
2019/10/28,21115.97183,21741.78405,14816.13518,,,,,,2019/10/28,9115.97183,9741.78405,2816.13518
