等权重,,,,,取相同的时间跨度，和调仓的结果对比,,,,,,减去各自的初值,,,,
datetime,"w1,w2,w3=0.1,0.6,0.3","w1,w2,w3=1/3,1/3,1/3",,,datetime,"w1,w2,w3=0.1,0.6,0.3","w1,w2,w3=1/3,1/3,1/3",freq=1 back=6,freq=2 back=3,,datetime,"w1,w2,w3=0.1,0.6,0.3","w1,w2,w3=1/3,1/3,1/3",freq=1 back=6,freq=2 back=3
2011/7/1,12000,12000,,,2012/1/4,12206.71685,12304.43555,12000,12000,,2012/1/4,0,0,0,0
2011/7/4,11684.467,11851.72789,,,2012/1/5,12159.8292,12316.24617,11839.65944,11835.54877,,2012/1/5,-46.88765,11.81062,-160.34056,-164.45123
2011/7/5,11661.56751,11878.60842,,,2012/1/6,11810.59235,12054.45257,11885.50788,11879.11436,,2012/1/6,-396.1245,-249.98298,-114.49212,-120.88564
2011/7/6,11988.41249,12166.72664,,,2012/1/9,11742.9277,11999.13281,12154.05877,12149.66714,,2012/1/9,-463.78915,-305.30274,154.05877,149.66714
2011/7/7,12414.1383,12506.53161,,,2012/1/10,11779.8016,11986.65374,12509.91474,12507.1721,,2012/1/10,-426.91525,-317.78181,509.91474,507.1721
2011/7/8,12410.7182,12469.9738,,,2012/1/11,11845.87071,12024.04315,12466.24226,12464.76042,,2012/1/11,-360.84614,-280.3924,466.24226,464.76042
2011/7/11,12427.13032,12491.33563,,,2012/1/12,11724.09976,11902.83308,12467.94886,12467.25164,,2012/1/12,-482.61709,-401.60247,467.94886,467.25164
2011/7/12,12076.69631,12250.4907,,,2012/1/13,11571.20816,11730.89611,12235.99747,12231.81796,,2012/1/13,-635.50869,-573.53944,235.99747,231.81796
2011/7/13,11644.94706,11894.83256,,,2012/1/16,11694.56234,11813.47969,11827.40245,11823.58105,,2012/1/16,-512.15451,-490.95586,-172.59755,-176.41895
2011/7/14,12207.09017,12349.68518,,,2012/1/17,11688.33419,11808.90096,12264.41962,12264.43617,,2012/1/17,-518.38266,-495.53459,264.41962,264.43617
2011/7/15,11957.5221,12100.99848,,,2012/1/18,11573.89543,11715.96668,11988.00685,11989.30081,,2012/1/18,-632.82142,-588.46887,-11.99315,-10.69919
2011/7/18,12053.49361,12240.64916,,,2012/1/19,11560.95038,11743.82981,12137.47146,12137.08305,,2012/1/19,-645.76647,-560.60574,137.47146,137.08305
2011/7/19,12237.49957,12464.02774,,,2012/1/20,11439.62053,11687.232,12381.99375,12379.51136,,2012/1/20,-767.09632,-617.20355,381.99375,379.51136
2011/7/20,12144.09027,12320.6671,,,2012/1/30,11151.98406,11528.31927,12238.85245,12237.75665,,2012/1/30,-1054.73279,-776.11628,238.85245,237.75665
2011/7/21,12242.30539,12404.32627,,,2012/1/31,11151.98406,11528.31927,12333.53137,12332.32511,,2012/1/31,-1054.73279,-776.11628,333.53137,332.32511
2011/7/22,12242.30539,12404.32627,,,2012/2/1,11010.47036,11448.66646,12333.53137,12239.85557,,2012/2/1,-1196.24649,-855.76909,333.53137,239.85557
2011/7/25,12447.71029,12641.04581,,,2012/2/2,11202.70267,11593.56912,12611.52427,12446.68689,,2012/2/2,-1004.01418,-710.86643,611.52427,446.68689
2011/7/26,12633.01744,12783.32811,,,2012/2/3,11395.92681,11727.98204,12742.78458,12571.9553,,2012/2/3,-810.79004,-576.45351,742.78458,571.9553
2011/7/27,12654.84859,12817.84562,,,2012/2/6,11487.19289,11781.00028,12750.02864,12640.04593,,2012/2/6,-719.52396,-523.43527,750.02864,640.04593
2011/7/28,12538.68173,12672.8496,,,2012/2/7,11455.9355,11774.43299,12594.18693,12493.44906,,2012/2/7,-750.78135,-530.00256,594.18693,493.44906
2011/7/29,12853.28724,12969.41691,,,2012/2/8,11656.80564,11963.86965,12885.26165,12777.51267,,2012/2/8,-549.91121,-340.5659,885.26165,777.51267
2011/8/1,12893.58726,12991.62894,,,2012/2/9,11598.66163,11900.68893,12888.92973,12807.49515,,2012/2/9,-608.05522,-403.74662,888.92973,807.49515
2011/8/2,12905.03112,12980.45027,,,2012/2/10,11483.34343,11813.25308,12852.26263,12809.36091,,2012/2/10,-723.37342,-491.18247,852.26263,809.36091
2011/8/3,13027.68716,13046.13791,,,2012/2/13,11488.65819,11836.12308,12862.5236,12896.65173,,2012/2/13,-718.05866,-468.31247,862.5236,896.65173
2011/8/4,13027.82971,13029.6344,,,2012/2/14,11403.89717,11708.29267,12835.9452,12881.27102,,2012/2/14,-802.81968,-596.14288,835.9452,881.27102
2011/8/5,13270.72536,13192.49512,,,2012/2/15,11398.00246,11658.41014,12963.53203,13029.9597,,2012/2/15,-808.71439,-646.02541,963.53203,1029.9597
2011/8/8,13171.45846,13105.53851,,,2012/2/16,11282.72785,11561.44006,12893.43018,12935.36707,,2012/2/16,-923.989,-742.99549,893.43018,935.36707
2011/8/9,13203.06434,13139.73462,,,2012/2/17,11317.95107,11582.29327,12935.03413,12962.7056,,2012/2/17,-888.76578,-722.14228,935.03413,962.7056
2011/8/10,13251.46926,13164.72825,,,2012/2/20,11481.71634,11696.95785,12959.17221,12974.67299,,2012/2/20,-725.00051,-607.4777,959.17221,974.67299
2011/8/11,13385.61305,13284.73433,,,2012/2/21,11399.24562,11618.09269,13057.46911,13105.27395,,2012/2/21,-807.47123,-686.34286,1057.46911,1105.27395
2011/8/12,13542.36034,13399.03787,,,2012/2/22,11368.89578,11586.78525,13144.46596,13219.93963,,2012/2/22,-837.82107,-717.6503,1144.46596,1219.93963
2011/8/15,13606.28459,13450.67593,,,2012/2/23,11354.59803,11563.70701,13174.54609,13284.86871,,2012/2/23,-852.11882,-740.72854,1174.54609,1284.86871
2011/8/16,13800.70892,13628.20256,,,2012/2/24,11121.00638,11392.56622,13344.64074,13455.6155,,2012/2/24,-1085.71047,-911.86933,1344.64074,1455.6155
2011/8/17,13787.84681,13619.61341,,,2012/2/27,11189.23408,11462.64219,13330.28353,13455.44358,,2012/2/27,-1017.48277,-841.79336,1330.28353,1455.44358
2011/8/18,13752.57403,13653.05301,,,2012/2/28,11066.65715,11350.02623,13391.29759,13499.19776,,2012/2/28,-1140.0597,-954.40932,1391.29759,1499.19776
2011/8/19,13672.21214,13601.34968,,,2012/2/29,10909.07613,11239.93454,13329.16187,13475.49441,,2012/2/29,-1297.64072,-1064.50101,1329.16187,1475.49441
2011/8/22,13672.21214,13601.34968,,,2012/3/1,10880.1376,11215.5356,13329.16187,13475.49441,,2012/3/1,-1326.57925,-1088.89995,1329.16187,1475.49441
2011/8/23,13882.71424,13761.33877,,,2012/3/2,10880.1376,11215.5356,13489.48731,13623.09072,,2012/3/2,-1326.57925,-1088.89995,1489.48731,1623.09072
2011/8/24,13926.61362,13746.94516,,,2012/3/5,10837.59834,11150.3303,13473.04131,13572.79392,,2012/3/5,-1369.11851,-1154.10525,1473.04131,1572.79392
2011/8/25,13895.60195,13652.18441,,,2012/3/6,10951.59111,11163.64245,13379.47046,13445.92672,,2012/3/6,-1255.12574,-1140.7931,1379.47046,1445.92672
2011/8/26,13994.90143,13655.32073,,,2012/3/7,10994.49287,11218.49377,13382.50328,13403.30291,,2012/3/7,-1212.22398,-1085.94178,1382.50328,1403.30291
2011/8/29,14075.94772,13741.8186,,,2012/3/8,11382.63209,11603.30231,13465.20636,13484.42452,,2012/3/8,-824.08476,-701.13324,1465.20636,1484.42452
2011/8/30,14297.98237,13936.9553,,,2012/3/9,11472.54949,11631.28366,13644.27619,13622.02871,,2012/3/9,-734.16736,-673.15189,1644.27619,1622.02871
2011/8/31,14384.10215,13960.13824,,,2012/3/12,11629.64791,11695.18914,13662.73135,13599.9792,,2012/3/12,-577.06894,-609.24641,1662.73135,1599.9792
2011/9/1,14495.04358,14093.37791,,,2012/3/13,11765.94439,11772.24532,13789.38049,13728.86563,,2012/3/13,-440.77246,-532.19023,1789.38049,1728.86563
2011/9/2,13942.95103,13689.5164,,,2012/3/14,12064.04326,11916.24141,13394.33883,13400.6599,,2012/3/14,-142.67359,-388.19414,1394.33883,1400.6599
2011/9/5,13799.80298,13610.42101,,,2012/3/15,11906.06332,11868.33917,13307.66573,13319.73796,,2012/3/15,-300.65353,-436.09638,1307.66573,1319.73796
2011/9/6,14106.7518,13885.66734,,,2012/3/16,11677.17944,11654.5587,13560.237,13516.7467,,2012/3/16,-529.53741,-649.87685,1560.237,1516.7467
2011/9/7,14121.18708,13857.30911,,,2012/3/19,11435.10771,11467.47814,13535.94648,13480.79812,,2012/3/19,-771.60914,-836.95741,1535.94648,1480.79812
2011/9/8,13819.74654,13610.45617,,,2012/3/20,11403.69963,11415.60158,13293.86535,13260.9,,2012/3/20,-803.01722,-888.83397,1293.86535,1260.9
2011/9/9,13800.78594,13573.20456,,,2012/3/21,11236.59168,11242.17782,13262.44949,13233.41715,,2012/3/21,-970.12517,-1062.25773,1262.44949,1233.41715
2011/9/13,13817.52709,13602.26852,,,2012/3/22,10884.46722,11036.69323,13294.52494,13280.9652,,2012/3/22,-1322.24963,-1267.74232,1294.52494,1280.9652
2011/9/14,13626.82403,13480.25612,,,2012/3/23,10952.89779,11090.11716,13171.68338,13180.66112,,2012/3/23,-1253.81906,-1214.31839,1171.68338,1180.66112
2011/9/15,13630.5804,13532.75337,,,2012/3/26,10961.3026,11101.16204,13216.46007,13232.0787,,2012/3/26,-1245.41425,-1203.27351,1216.46007,1232.0787
2011/9/16,13525.25168,13385.11424,,,2012/3/27,10680.29739,10895.91655,13090.66764,13132.88498,,2012/3/27,-1526.41946,-1408.519,1090.66764,1132.88498
2011/9/19,13039.02333,13007.94473,,,2012/3/28,10895.40906,11140.73476,12721.2978,12810.88106,,2012/3/28,-1311.30779,-1163.70079,721.2978,810.88106
2011/9/20,12674.75477,12759.8543,,,2012/3/29,11074.00131,11310.90691,12473.60665,12603.24327,,2012/3/29,-1132.71554,-993.52864,473.60665,603.24327
2011/9/21,12696.42746,12775.49125,,,2012/3/30,11074.00131,11310.90691,12503.3025,12667.26503,,2012/3/30,-1132.71554,-993.52864,503.3025,667.26503
2011/9/22,12696.42746,12775.49125,,,2012/4/5,11284.52538,11521.80315,12503.3025,12871.07141,,2012/4/5,-922.19147,-782.6324,503.3025,871.07141
2011/9/23,12752.22066,12840.93395,,,2012/4/6,11342.10474,11551.50483,12535.12145,12917.21768,,2012/4/6,-864.61211,-752.93072,535.12145,917.21768
2011/9/26,12641.86094,12736.24108,,,2012/4/9,11109.26048,11404.30533,12416.22072,12801.82378,,2012/4/9,-1097.45637,-900.13022,416.22072,801.82378
2011/9/27,12752.75656,12828.32886,,,2012/4/10,11100.59184,11422.15145,12510.55726,12895.20968,,2012/4/10,-1106.12501,-882.2841,510.55726,895.20968
2011/9/28,12846.83048,12875.52838,,,2012/4/11,11081.08294,11425.70546,12535.21857,12923.74255,,2012/4/11,-1125.63391,-878.73009,535.21857,923.74255
2011/9/29,13138.27784,13146.04981,,,2012/4/12,11224.67128,11555.75007,12801.93826,13195.0959,,2012/4/12,-982.04557,-748.68548,801.93826,1195.0959
2011/9/30,13075.73201,13101.58292,,,2012/4/13,11227.5285,11570.76914,12769.66637,13159.54808,,2012/4/13,-979.18835,-733.66641,769.66637,1159.54808
2011/10/10,12976.55752,13023.95316,,,2012/4/16,11354.9074,11700.86203,12697.56641,13086.23294,,2012/4/16,-851.80945,-603.57352,697.56641,1086.23294
2011/10/11,12894.57811,12929.7354,,,2012/4/17,11373.33293,11708.05235,12618.52738,12998.53974,,2012/4/17,-833.38392,-596.3832,618.52738,998.53974
2011/10/12,13136.38855,13141.88915,,,2012/4/18,11372.3368,11726.35232,12825.22069,13208.30635,,2012/4/18,-834.38005,-578.08323,825.22069,1208.30635
2011/10/13,13112.42677,13096.45692,,,2012/4/19,11156.91383,11531.42895,12804.06382,13175.2657,,2012/4/19,-1049.80302,-773.0066,804.06382,1175.2657
2011/10/14,13260.72468,13255.69181,,,2012/4/20,11106.33674,11502.68921,12978.94571,13349.05657,,2012/4/20,-1100.38011,-801.74634,978.94571,1349.05657
2011/10/17,13559.16715,13381.82576,,,2012/4/23,11094.20255,11471.85596,13031.65854,13411.68138,,2012/4/23,-1112.5143,-832.57959,1031.65854,1411.68138
2011/10/18,13298.6802,13286.5266,,,2012/4/24,10860.26833,11275.20503,13051.35269,13406.56911,,2012/4/24,-1346.44852,-1029.23052,1051.35269,1406.56911
2011/10/19,13273.80518,13282.04331,,,2012/4/25,10779.90042,11221.86325,13050.81911,13406.7591,,2012/4/25,-1426.81643,-1082.5723,1050.81911,1406.7591
2011/10/20,13421.53833,13377.43123,,,2012/4/26,10779.96785,11229.48271,13091.89519,13463.3786,,2012/4/26,-1426.749,-1074.95284,1091.89519,1463.3786
2011/10/21,13373.5593,13400.11937,,,2012/4/27,10815.02261,11274.08109,13108.45719,13490.26562,,2012/4/27,-1391.69424,-1030.35446,1108.45719,1490.26562
2011/10/24,13373.5593,13400.11937,,,2012/5/2,10815.02261,11274.08109,13108.45719,13490.26562,,2012/5/2,-1391.69424,-1030.35446,1108.45719,1490.26562
2011/10/25,13477.91599,13467.33564,,,2012/5/3,10865.08206,11343.48202,13201.18502,13547.59187,,2012/5/3,-1341.63479,-960.95353,1201.18502,1547.59187
2011/10/26,13678.45199,13648.56543,,,2012/5/4,10837.36266,11313.18146,13401.35934,13722.31967,,2012/5/4,-1369.35419,-991.25409,1401.35934,1722.31967
2011/10/27,13720.74797,13679.74022,,,2012/5/7,10729.50579,11207.37352,13446.68251,13748.8398,,2012/5/7,-1477.21106,-1097.06203,1446.68251,1748.8398
2011/10/28,13735.62753,13661.83597,,,2012/5/8,10763.47561,11224.32358,13417.4655,13730.98914,,2012/5/8,-1443.24124,-1080.11197,1417.4655,1730.98914
2011/10/31,13843.79548,13638.58444,,,2012/5/9,10540.48068,11038.87686,13384.42423,13698.69237,,2012/5/9,-1666.23617,-1265.55869,1384.42423,1698.69237
2011/11/1,13702.04787,13549.71665,,,2012/5/10,10578.06047,11059.594,13302.75591,13612.52693,,2012/5/10,-1628.65638,-1244.84155,1302.75591,1612.52693
2011/11/2,13532.53712,13439.75144,,,2012/5/11,10664.90815,11119.26477,13209.64103,13503.30909,,2012/5/11,-1541.8087,-1185.17078,1209.64103,1503.30909
2011/11/3,13351.11148,13266.5479,,,2012/5/14,10431.90521,10916.07733,13022.08222,13334.43676,,2012/5/14,-1774.81164,-1388.35822,1022.08222,1334.43676
2011/11/4,13286.91173,13225.14784,,,2012/5/15,10446.78199,10948.11646,12995.94961,13291.01747,,2012/5/15,-1759.93486,-1356.31909,995.94961,1291.01747
2011/11/7,13065.73311,13015.59813,,,2012/5/16,10255.34065,10784.43814,12793.41385,13080.47824,,2012/5/16,-1951.3762,-1519.99741,793.41385,1080.47824
2011/11/8,13152.0498,13117.98431,,,2012/5/17,10131.5152,10669.522,12892.8807,13185.13272,,2012/5/17,-2075.20165,-1634.91355,892.8807,1185.13272
2011/11/9,12841.74499,12864.98536,,,2012/5/18,10043.19462,10560.08611,12650.52513,12934.18448,,2012/5/18,-2163.52223,-1744.34944,650.52513,934.18448
2011/11/10,12903.80185,12951.16854,,,2012/5/21,9978.587921,10508.83356,12760.99755,13016.215,,2012/5/21,-2228.128929,-1795.60199,760.99755,1016.215
2011/11/11,13143.21878,13163.2391,,,2012/5/22,10085.40572,10607.45529,12983.88843,13223.22643,,2012/5/22,-2121.31113,-1696.98026,983.88843,1223.22643
2011/11/14,13071.12669,13104.44833,,,2012/5/23,9938.924095,10481.63593,12944.722,13160.42439,,2012/5/23,-2267.792755,-1822.79962,944.722,1160.42439
2011/11/15,12935.13411,12925.6865,,,2012/5/24,9998.761573,10555.08013,12725.83718,12988.23396,,2012/5/24,-2207.955277,-1749.35542,725.83718,988.23396
2011/11/16,12797.99397,12807.50849,,,2012/5/25,9972.405724,10502.79286,12596.1514,12874.6364,,2012/5/25,-2234.311126,-1801.64269,596.1514,874.6364
2011/11/17,12931.5758,12945.19644,,,2012/5/28,9730.276009,10359.15991,12742.2932,13010.59324,,2012/5/28,-2476.440841,-1945.27564,742.2932,1010.59324
2011/11/18,13101.31953,13085.35373,,,2012/5/29,9502.992427,10208.81327,12870.57835,13151.36811,,2012/5/29,-2703.724423,-2095.62228,870.57835,1151.36811
2011/11/21,13055.30246,13033.74706,,,2012/5/30,9436.011503,10157.94137,12824.93297,13097.66494,,2012/5/30,-2770.705347,-2146.49418,824.93297,1097.66494
2011/11/22,13069.19061,13019.04113,,,2012/5/31,9500.296043,10196.12171,12839.11795,13072.86809,,2012/5/31,-2706.420807,-2108.31384,839.11795,1072.86809
2011/11/23,13069.19061,13019.04113,,,2012/6/1,9500.296043,10196.12171,12839.11795,13080.18691,,2012/6/1,-2706.420807,-2108.31384,839.11795,1080.18691
2011/11/24,12629.92616,12660.97707,,,2012/6/4,9658.31161,10323.21047,12508.33978,12726.00126,,2012/6/4,-2548.40524,-1981.22508,508.33978,726.00126
2011/11/25,12641.49082,12692.95979,,,2012/6/5,9933.498459,10625.09367,12548.42253,12759.7969,,2012/6/5,-2273.218391,-1679.34188,548.42253,759.7969
2011/11/28,12625.26155,12694.67622,,,2012/6/6,9917.604339,10623.53156,12585.52842,12765.29401,,2012/6/6,-2289.112511,-1680.90399,585.52842,765.29401
2011/11/29,12531.44531,12610.77143,,,2012/6/7,10103.87885,10849.97619,12489.80951,12680.36362,,2012/6/7,-2102.838,-1454.45936,489.80951,680.36362
2011/11/30,12499.59848,12501.51189,,,2012/6/8,10274.74081,11014.95745,12319.56104,12561.78996,,2012/6/8,-1931.97604,-1289.4781,319.56104,561.78996
2011/12/1,12663.1031,12591.0399,,,2012/6/11,10297.81383,11019.56148,12379.90431,12646.00013,,2012/6/11,-1908.90302,-1284.87407,379.90431,646.00013
2011/12/2,12579.26625,12512.02068,,,2012/6/12,10262.84465,11047.436,12299.51308,12566.61484,,2012/6/12,-1943.8722,-1256.99955,299.51308,566.61484
2011/12/5,12768.65847,12695.10475,,,2012/6/13,10078.03585,10862.2088,12436.56214,12746.68802,,2012/6/13,-2128.681,-1442.22675,436.56214,746.68802
2011/12/6,12783.3865,12688.9015,,,2012/6/14,10466.88058,11348.04006,12371.26188,12734.57087,,2012/6/14,-1739.83627,-956.39549,371.26188,734.57087
2011/12/7,12749.03798,12712.40333,,,2012/6/15,10604.13448,11477.05061,12478.17486,12767.82293,,2012/6/15,-1602.58237,-827.38494,478.17486,767.82293
2011/12/8,12778.73041,12754.44564,,,2012/6/18,10642.7653,11537.87965,12507.92097,12809.67136,,2012/6/18,-1563.95155,-766.5559,507.92097,809.67136
2011/12/9,12626.69161,12657.4233,,,2012/6/19,10752.67721,11624.40811,12455.28345,12718.30288,,2012/6/19,-1454.03964,-680.02744,455.28345,718.30288
2011/12/12,12585.89843,12624.53321,,,2012/6/20,10701.36537,11566.84272,12435.87817,12686.70081,,2012/6/20,-1505.35148,-737.59283,435.87817,686.70081
2011/12/13,12387.82067,12458.08138,,,2012/6/21,10660.00578,11495.14816,12292.08789,12522.59575,,2012/6/21,-1546.71107,-809.28739,292.08789,522.59575
2011/12/14,12201.97688,12314.06672,,,2012/6/25,10646.57158,11483.12861,12186.43479,12382.83973,,2012/6/25,-1560.14527,-821.30694,186.43479,382.83973
2011/12/15,12150.47224,12243.94746,,,2012/6/26,10902.61904,11795.31243,12103.3327,12310.35638,,2012/6/26,-1304.09781,-509.12312,103.3327,310.35638
2011/12/16,12196.58577,12279.55201,,,2012/6/27,11047.79628,11894.50346,12103.34309,12342.73332,,2012/6/27,-1158.92057,-409.93209,103.34309,342.73332
2011/12/19,12107.46685,12198.62283,,,2012/6/28,11091.92429,11905.16178,12029.19613,12262.25989,,2012/6/28,-1114.79256,-399.27377,29.19613,262.25989
2011/12/20,12280.7241,12386.52862,,,2012/6/29,11283.1531,12093.77332,12213.32774,12451.66427,,2012/6/29,-923.56375,-210.66223,213.32774,451.66427
2011/12/21,12280.7241,12386.52862,,,2012/7/2,11576.55082,12369.56441,12213.32774,12451.66427,,2012/7/2,-630.16603,65.12886,213.32774,451.66427
2011/12/22,12382.66579,12486.08183,,,2012/7/3,11576.55082,12369.56441,12332.4324,12546.22142,,2012/7/3,-630.16603,65.12886,332.4324,546.22142
2011/12/23,12470.01305,12558.96678,,,2012/7/4,11799.99104,12562.16061,12400.91307,12615.689,,2012/7/4,-406.72581,257.72506,400.91307,615.689
2011/12/26,12223.79306,12373.96046,,,2012/7/5,12067.89627,12719.05322,12200.3083,12452.5364,,2012/7/5,-138.82058,414.61767,200.3083,452.5364
2011/12/27,12422.56215,12535.9433,,,2012/7/6,12071.05042,12739.18099,12435.58905,12587.49409,,2012/7/6,-135.66643,434.74544,435.58905,587.49409
2011/12/28,12160.38246,12264.66743,,,2012/7/9,12150.68677,12777.34375,12196.22131,12306.65124,,2012/7/9,-56.03008,472.9082,196.22131,306.65124
2011/12/29,12023.81264,12161.54881,,,2012/7/10,12294.29929,12773.25269,12072.31321,12218.13784,,2012/7/10,87.58244,468.81714,72.31321,218.13784
2011/12/30,12137.68573,12265.60748,,,2012/7/11,13000.93659,13391.25511,12217.87038,12310.20266,,2012/7/11,794.21974,1086.81956,217.87038,310.20266
2012/1/4,12206.71685,12304.43555,,,2012/7/12,13068.28886,13437.59143,12272.57085,12336.49148,,2012/7/12,861.57201,1133.15588,272.57085,336.49148
2012/1/5,12159.8292,12316.24617,,,2012/7/13,13501.47552,13635.17993,12287.14884,12365.34543,,2012/7/13,1294.75867,1330.74438,287.14884,365.34543
2012/1/6,11810.59235,12054.45257,,,2012/7/16,12825.14345,13199.30317,12006.13643,12134.10394,,2012/7/16,618.4266,894.86762,6.13643,134.10394
2012/1/9,11742.9277,11999.13281,,,2012/7/17,12880.57443,13300.9716,11909.60787,12091.45917,,2012/7/17,673.85758,996.53605,-90.39213,91.45917
2012/1/10,11779.8016,11986.65374,,,2012/7/18,12856.23912,13308.51779,11882.30678,12067.36318,,2012/7/18,649.52227,1004.08224,-117.69322,67.36318
2012/1/11,11845.87071,12024.04315,,,2012/7/19,12615.83533,13190.32671,11921.01512,12095.83067,,2012/7/19,409.11848,885.89116,-78.98488,95.83067
2012/1/12,11724.09976,11902.83308,,,2012/7/20,12918.62798,13428.05616,11795.53701,11975.75738,,2012/7/20,711.91113,1123.62061,-204.46299,-24.24262
2012/1/13,11571.20816,11730.89611,,,2012/7/23,13001.64411,13436.23798,11630.71121,11796.61005,,2012/7/23,794.92726,1131.80243,-369.28879,-203.38995
2012/1/16,11694.56234,11813.47969,,,2012/7/24,12682.79537,13198.89381,11743.00205,11860.45925,,2012/7/24,476.07852,894.45826,-256.99795,-139.54075
2012/1/17,11688.33419,11808.90096,,,2012/7/25,12995.1502,13543.12189,11742.05599,11855.58953,,2012/7/25,788.43335,1238.68634,-257.94401,-144.41047
2012/1/18,11573.89543,11715.96668,,,2012/7/26,13075.42668,13653.89325,11630.89438,11773.10899,,2012/7/26,868.70983,1349.4577,-369.10562,-226.89101
2012/1/19,11560.95038,11743.82981,,,2012/7/27,13222.00806,13764.72698,11631.51387,11819.14502,,2012/7/27,1015.29121,1460.29143,-368.48613,-180.85498
2012/1/20,11439.62053,11687.232,,,2012/7/30,12995.75498,13627.41722,11555.3566,11786.27423,,2012/7/30,789.03813,1322.98167,-444.6434,-213.72577
2012/1/30,11151.98406,11528.31927,,,2012/7/31,12995.75498,13627.41722,11347.04702,11676.83956,,2012/7/31,789.03813,1322.98167,-652.95298,-323.16044
2012/1/31,11151.98406,11528.31927,,,2012/8/1,12954.78039,13595.86814,11347.04702,11730.9304,,2012/8/1,748.06354,1291.43259,-652.95298,-269.0696
2012/2/1,11010.47036,11448.66646,,,2012/8/2,13036.87015,13697.34258,11299.13744,11677.14216,,2012/8/2,830.1533,1392.90703,-700.86256,-322.85784
2012/2/2,11202.70267,11593.56912,,,2012/8/3,13092.21491,13740.72316,11416.32093,11800.23057,,2012/8/3,885.49806,1436.28761,-583.67907,-199.76943
2012/2/3,11395.92681,11727.98204,,,2012/8/6,13274.82539,13724.28586,11518.26925,11908.96268,,2012/8/6,1068.10854,1419.85031,-481.73075,-91.03732
2012/2/6,11487.19289,11781.00028,,,2012/8/7,13282.83875,13699.11837,11551.3569,11945.46766,,2012/8/7,1076.1219,1394.68282,-448.6431,-54.53234
2012/2/7,11455.9355,11774.43299,,,2012/8/8,13296.20453,13642.52359,11557.50806,11951.7155,,2012/8/8,1089.48768,1338.08804,-442.49194,-48.2845
2012/2/8,11656.80564,11963.86965,,,2012/8/9,13088.47158,13495.88079,11732.83896,12129.01125,,2012/8/9,881.75473,1191.44524,-267.16104,129.01125
2012/2/9,11598.66163,11900.68893,,,2012/8/10,13189.89568,13542.33594,11671.68173,12070.45651,,2012/8/10,983.17883,1237.90039,-328.31827,70.45651
2012/2/10,11483.34343,11813.25308,,,2012/8/13,12936.74723,13250.98608,11600.24484,11994.72936,,2012/8/13,730.03038,946.55053,-399.75516,-5.27064
2012/2/13,11488.65819,11836.12308,,,2012/8/14,13137.61068,13366.76858,11630.63551,12024.90863,,2012/8/14,930.89383,1062.33303,-369.36449,24.90863
2012/2/14,11403.89717,11708.29267,,,2012/8/15,13120.46095,13359.85408,11486.58664,11878.86775,,2012/8/15,913.7441,1055.41853,-513.41336,-121.13225
2012/2/15,11398.00246,11658.41014,,,2012/8/16,13086.43299,13279.94424,11419.58959,11816.32752,,2012/8/16,879.71614,975.50869,-580.41041,-183.67248
2012/2/16,11282.72785,11561.44006,,,2012/8/17,13250.21698,13407.82358,11336.58802,11733.3018,,2012/8/17,1043.50013,1103.38803,-663.41198,-266.6982
2012/2/17,11317.95107,11582.29327,,,2012/8/20,13407.55979,13658.25555,11348.53958,11743.98062,,2012/8/20,1200.84294,1353.82,-651.46042,-256.01938
2012/2/20,11481.71634,11696.95785,,,2012/8/21,13407.55979,13658.25555,11435.54077,11835.82772,,2012/8/21,1200.84294,1353.82,-564.45923,-164.17228
2012/2/21,11399.24562,11618.09269,,,2012/8/22,13216.05819,13317.70638,11361.93299,11761.33063,,2012/8/22,1009.34134,1013.27083,-638.06701,-238.66937
2012/2/22,11368.89578,11586.78525,,,2012/8/23,13450.60936,13734.06448,11331.84249,11731.49268,,2012/8/23,1243.89251,1429.62893,-668.15751,-268.50732
2012/2/23,11354.59803,11563.70701,,,2012/8/24,13565.56416,13885.70215,11305.10242,11703.95985,,2012/8/24,1358.84731,1581.2666,-694.89758,-296.04015
2012/2/24,11121.00638,11392.56622,,,2012/8/27,13284.70346,13653.58144,11168.43148,11557.42971,,2012/8/27,1077.98661,1349.14589,-831.56852,-442.57029
2012/2/27,11189.23408,11462.64219,,,2012/8/28,13135.49953,13545.05654,11239.14553,11634.14201,,2012/8/28,928.78268,1240.62099,-760.85447,-365.85799
2012/2/28,11066.65715,11350.02623,,,2012/8/29,13137.73418,13467.60733,11135.97318,11528.82303,,2012/8/29,931.01733,1163.17178,-864.02682,-471.17697
2012/2/29,10909.07613,11239.93454,,,2012/8/30,12789.23689,13151.48205,11053.31541,11442.82266,,2012/8/30,582.52004,847.0465,-946.68459,-557.17734
2012/3/1,10880.1376,11215.5356,,,2012/8/31,12640.49608,13053.55193,11030.69474,11417.01016,,2012/8/31,433.77923,749.11638,-969.30526,-582.98984
2012/3/2,10880.1376,11215.5356,,,2012/9/3,12594.52551,13023.35688,11030.69474,11417.01016,,2012/9/3,387.80866,718.92133,-969.30526,-582.98984
2012/3/5,10837.59834,11150.3303,,,2012/9/4,12661.66266,13078.43065,10995.74866,11366.07271,,2012/9/4,454.94581,773.9951,-1004.25134,-633.92729
2012/3/6,10951.59111,11163.64245,,,2012/9/5,12426.68661,12862.74417,11000.30247,11369.36108,,2012/9/5,219.96976,558.30862,-999.69753,-630.63892
